Registration Number,Block No,Floor Number,Flat/ Apartment/ Shop/Plot type,Number of Apartment/Flats/Shop,Unit Carpet Area (in sqm),Number of Balcony,Total Area of Balcony (in sqm),Number of Verandah,Total Area of Verandah (in sqm),No. of garrage,Total Area of garage (in sqm),Open Parking Space (in Nos.)
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",17,3 BHK,6,104.22,12,60.96,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",17,3 BHK,6,114.89,18,66.6,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",18,3 BHK,6,89.21,18,37.32,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",18,3 BHK,6,104.22,18,56.16,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",18,3 BHK,6,114.89,18,66.6,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",19,3 BHK,6,89.21,18,37.32,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",19,3 BHK,6,114.89,18,66.6,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",19,3 BHK,6,104.22,18,56.16,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",20,3 BHK,6,89.21,18,34.92,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",20,3 BHK,6,104.22,12,60.96,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",20,3 BHK,6,114.89,18,70.86,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",21,3 BHK,6,89.21,18,34.92,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",21,3 BHK,6,104.22,12,60.96,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",21,3 BHK,6,114.89,18,70.86,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",4,3 BHK,6,114.89,18,66.6,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",6,3 BHK,6,114.89,18,66.6,0,0,0,0,-
UPRERAPRJ4186,"TOWER H,I & J (SAME CARPET & BALCONY AREA)",7,3 BHK,6,89.21,18,37.32,0,0,0,0,-
UPRERAPRJ4186,TOWER I,GF,3 BHK,2,114.89,6,23.62,0,0,0,0,0
UPRERAPRJ4186,TOWER I,GF,3 BHK,2,89.21,6,11.64,0,0,0,0,0
UPRERAPRJ730754,1,GF,2 BHK,4,50.55,1,5.79,0,0,0,0,0
UPRERAPRJ730754,1,GF,2 BHK,4,59.38,2,9.25,0,0,0,0,0
UPRERAPRJ730754,1,GF,3 BHK,2,76.41,2,14.39,0,0,0,0,0
UPRERAPRJ730754,1,GF,3 BHK,2,72.07,3,18.46,0,0,0,0,0
UPRERAPRJ730754,1,1,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,1,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,1,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,1,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,2,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,2,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,2,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,2,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,3,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,3,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,3,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,3,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,4,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,4,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,4,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,4,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,5,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,5,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,5,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,5,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,6,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,6,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,6,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,6,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,7,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,7,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,7,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,7,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,8,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,8,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,8,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,8,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,1,9,2 BHK,4,50.55,1,5.79,0,0,0,0,-
UPRERAPRJ730754,1,9,2 BHK,4,59.38,2,9.25,0,0,0,0,-
UPRERAPRJ730754,1,9,3 BHK,2,76.41,2,14.39,0,0,0,0,-
UPRERAPRJ730754,1,9,3 BHK,2,72.07,3,18.46,0,0,0,0,-
UPRERAPRJ730754,Kadam B,GF,2 BHK,4,60.81,3,14.16,0,0,0,0,0
UPRERAPRJ730754,Kadam B,GF,2 BHK,5,51.43,.,12.7,0,0,0,0,0
UPRERAPRJ730754,Kadam B,GF,2 BHK,2,49.72,3,8.4,0,0,0,0,0
UPRERAPRJ730754,Kadam B,1,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,1,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,1,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,2,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,2,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,2,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,3,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,3,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,3,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,4,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,4,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,4,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,5,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,5,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,5,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,6,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,6,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,6,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,7,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,7,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,7,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,8,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,8,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,8,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,9,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,9,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,9,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,10,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,10,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,10,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Kadam B,11,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Kadam B,11,2 BHK,5,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Kadam B,11,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,GF,2 BHK,4,60.81,3,14.16,0,0,0,0,0
UPRERAPRJ730754,Sandal B,GF,2 BHK,4,51.43,3,12.7,0,0,0,0,0
UPRERAPRJ730754,Sandal B,GF,2 BHK,2,49.72,3,8.4,0,0,0,0,0
UPRERAPRJ730754,Sandal B,1,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,1,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,1,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,2,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,2,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,2,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,3,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,3,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,3,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,4,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,4,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,4,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,5,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,5,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,5,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,6,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,6,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,6,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,7,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,7,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,7,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,8,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,8,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,8,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,9,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,9,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,9,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,10,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,10,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,10,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ730754,Sandal B,11,2 BHK,4,60.81,3,14.16,0,0,0,0,-
UPRERAPRJ730754,Sandal B,11,2 BHK,4,51.43,3,12.7,0,0,0,0,-
UPRERAPRJ730754,Sandal B,11,2 BHK,2,49.72,3,8.4,0,0,0,0,-
UPRERAPRJ3142,01,GF,3 BHK,004,76.593,04,13.16,0,0,0,0,0
UPRERAPRJ3142,01,1,3 BHK,104,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,2,3 BHK,204,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,3,3 BHK,304,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,4,3 BHK,404,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,5,3 BHK,504,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,6,3 BHK,604,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,7,3 BHK,704,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,8,3 BHK,804,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,9,3 BHK,904,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,10,3 BHK,1004,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,11,3 BHK,1104,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,12,3 BHK,1204,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,13,3 BHK,1304,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,14,3 BHK,1404,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,15,3 BHK,1504,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,16,3 BHK,1604,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,17,3 BHK,1704,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,18,3 BHK,1804,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,19,3 BHK,1904,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,20,3 BHK,2004,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,21,3 BHK,2104,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,22,3 BHK,2204,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,23,3 BHK,2304,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,24,3 BHK,2404,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,25,3 BHK,2504,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,26,3 BHK,2604,76.593,04,13.16,0,0,0,0,-
UPRERAPRJ3142,01,GF,3 BHK,003,77.73,3,13.27,0,0,0,0,0
UPRERAPRJ3142,01,1,3 BHK,103,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,2,3 BHK,203,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,3,3 BHK,303,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,4,3 BHK,403,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,5,3 BHK,503,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,6,3 BHK,603,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,7,3 BHK,703,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,8,3 BHK,803,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,9,3 BHK,903,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,10,3 BHK,1003,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,11,3 BHK,1103,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,12,3 BHK,1203,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,13,3 BHK,1303,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,14,3 BHK,1403,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,15,3 BHK,1503,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,16,3 BHK,1603,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,17,3 BHK,1703,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,18,3 BHK,1803,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,19,3 BHK,1903,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,20,3 BHK,2003,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,21,3 BHK,2103,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,22,3 BHK,2203,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,23,3 BHK,2303,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,24,3 BHK,2403,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,25,3 BHK,2503,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,26,3 BHK,2603,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,01,GF,OTHER,002,84.48,04,14.55,0,0,0,0,0
UPRERAPRJ3142,01,1,OTHER,102,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,2,OTHER,202,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,3,OTHER,302,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,4,OTHER,402,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,5,OTHER,502,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,6,OTHER,602,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,7,OTHER,702,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,8,OTHER,802,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,9,OTHER,902,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,10,OTHER,1002,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,11,OTHER,1102,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,12,OTHER,1202,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,13,OTHER,1302,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,14,OTHER,1402,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,15,OTHER,1502,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,16,OTHER,1602,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,17,OTHER,1702,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,18,OTHER,1802,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,19,OTHER,1902,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,20,OTHER,2002,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,21,OTHER,2102,84.48,04,14.55,0,0,0,0,-
UPRERAPRJ3142,01,GF,OTHER,001,82.71,3,13.94,0,0,0,0,0
UPRERAPRJ3142,01,1,OTHER,101,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,2,OTHER,201,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,3,OTHER,301,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,4,OTHER,401,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,5,OTHER,501,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,6,OTHER,601,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,7,OTHER,701,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,8,OTHER,801,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,9,OTHER,901,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,10,OTHER,1001,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,11,OTHER,1101,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,12,OTHER,1201,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,13,OTHER,1301,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,14,OTHER,1401,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,15,OTHER,1501,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,16,OTHER,1601,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,17,OTHER,1701,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,18,OTHER,1801,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,19,OTHER,1901,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,20,OTHER,2001,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,21,OTHER,2101,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,22,OTHER,2201,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,23,OTHER,2301,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,24,OTHER,2401,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,25,OTHER,2501,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,01,26,OTHER,2601,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,02,GF,3 BHK,001,76.593,04,13.16,0,0,0,0,0
UPRERAPRJ3142,02,1,3 BHK,101,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,2,3 BHK,201,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,3,3 BHK,301,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,4,3 BHK,401,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,5,3 BHK,501,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,6,3 BHK,601,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,7,3 BHK,701,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,8,3 BHK,801,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,9,3 BHK,901,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,10,3 BHK,1001,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,11,3 BHK,1101,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,12,3 BHK,1201,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,13,3 BHK,1301,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,14,3 BHK,1401,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,15,3 BHK,1501,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,16,3 BHK,1601,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,17,3 BHK,1701,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,18,3 BHK,1801,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,19,3 BHK,1901,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,20,3 BHK,2001,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,21,3 BHK,2101,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,22,3 BHK,2201,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,23,3 BHK,2301,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,24,3 BHK,2401,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,25,3 BHK,2501,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,26,3 BHK,2601,76.593,4,13.16,0,0,0,0,-
UPRERAPRJ3142,02,GF,3 BHK,004,77.73,3,13.27,0,0,0,0,0
UPRERAPRJ3142,02,1,3 BHK,104,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,02,2,3 BHK,204,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,02,3,3 BHK,304,77.73,3,13.27,0,0,0,0,-
UPRERAPRJ3142,02,4,3 BHK,404,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,5,3 BHK,504,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,6,3 BHK,604,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,7,3 BHK,704,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,8,3 BHK,804,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,9,3 BHK,904,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,10,3 BHK,1004,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,11,3 BHK,1104,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,12,3 BHK,1204,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,13,3 BHK,1304,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,14,3 BHK,1404,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,15,3 BHK,1504,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,16,3 BHK,1604,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,17,3 BHK,1704,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,18,3 BHK,1804,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,19,3 BHK,1904,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,20,3 BHK,2004,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,21,3 BHK,2104,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,22,3 BHK,2204,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,23,3 BHK,2304,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,24,3 BHK,2404,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,25,3 BHK,2504,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,26,3 BHK,2604,77.73,03,13.27,0,0,0,0,-
UPRERAPRJ3142,02,GF,OTHER,002,82.71,3,13.94,0,0,0,0,0
UPRERAPRJ3142,02,GF,OTHER,003,82.71,3,13.94,0,0,0,0,0
UPRERAPRJ3142,02,1,OTHER,102,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,02,1,OTHER,103,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,02,2,OTHER,202,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,02,2,OTHER,203,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,02,3,OTHER,302,82.71,3,13.94,0,0,0,0,-
UPRERAPRJ3142,02,3,OTHER,303,82.71,3,13.94,0,0,0,0,-
