UPRERAPRJ5703,PAVITRA CONBUILD PRIVATE LIMITED,Residential,THE SAPPHIRE,Uttar Pradesh,Ghaziabad,01-08-2017,14-04-2021,Ghaziabad,7084,28.652460,77.478680,"Mr. Navdeep Sethi, "
UPRERAPRJ2514,VIBHOR VAIBHAV INFRAHOME PVT. LTD.,Residential,VVIP ASSET,Uttar Pradesh,Ghaziabad,31-07-2017,31-12-2018,Ghaziabad,21717,N 28' 42' 2.9094',N 28' 42.048489',Anuj Agarwal Architects Pvt. Ltd.
UPRERAPRJ14907,M/S ANAYA ENTERPRISES,Residential,"NEW CIVIL LINES, PHASE 1",Uttar Pradesh,Rampur,17-01-2018,30-06-2018,Rampur,2626,28'45'38.2'N,79'01'16.9'E,N/A
UPRERAPRJ2218,OMAXE LIMITED,Residential,GROUP HOUSING-1(FULL MOON) IN OMAXE ETERNITY VIRNDAVAN,Uttar Pradesh,Mathura,27-07-2017,31-05-2020,Mathura,4895,27.5736861,77.6556228,PRAKASH KUMAR
UPRERAPRJ4968,SUPERTECH LIMITED,Residential,SUPERTECH ECO VILLAGE-II (PHASE-IV),Uttar Pradesh,Gautam Buddha Nagar,10-08-2017,30-12-2022,Gautam Buddha Nagar,9671,28.610574,77.442808,
UPRERAPRJ527907,LOK SABHA EMPLOYEES COOPERATIVE HOUSING SOCIETY LTD,Residential,LOK SABHA EMPLOYEES COOPERATIVE HOUSING SOCIETY,Uttar Pradesh,Ghaziabad,01-04-2021,30-11-2023,Ghaziabad,3480,28.646613,77.399441,Shri Deepak Mehta
UPRERAPRJ4830,SUPERTECH LIMITED,Residential,SUPERTECH ECO VILLAGE-I (PHASE-II),Uttar Pradesh,Gautam Buddha Nagar,09-08-2017,30-05-2019,Gautam Buddha Nagar,69420,28.579507,77.439861,
UPRERAPRJ8334,SUPERTECH LIMITED,Residential,SUPERTECH ECO VILLAGE-I PHASE I-C,Uttar Pradesh,Gautam Buddha Nagar,09-08-2017,30-12-2017,Gautam Buddha Nagar,35786,28.579507,77.439861,Space Designer International
UPRERAPRJ4939,SUPERTECH LIMITED,Residential,SUPERTECH ECO VILLAGE-II (PHASE-III),Uttar Pradesh,Gautam Buddha Nagar,10-08-2017,28-02-2021,Gautam Buddha Nagar,14965,28.610574,77.442808,
UPRERAPRJ8547,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,"PANCHSHEEL GREENS -II (TOWER - A1 TO A6,B1 TO B7)",Uttar Pradesh,Gautam Buddha Nagar,12-08-2017,06-06-2018,Gautam Buddha Nagar,41478,"28,36,22","77,27,33",Oasis Designs incorporated
UPRERAPRJ9744,SUPERTECH LIMITED,Residential,SUPERTECH ECOCITI - PHASE-1,Uttar Pradesh,Gautam Buddha Nagar,12-08-2017,30-12-2017,Gautam Buddha Nagar,4917,28.511163,77.410926,Space Designers International
UPRERAPRJ8805,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,PANCHSHEEL WELLINGTON (TOWER R7-R8),Uttar Pradesh,Ghaziabad,14-08-2017,31-08-2022,Ghaziabad,7648,"28,37,49","77,26,04",gaurav singla
UPRERAPRJ11587,SUNWORLD RESIDENCY PRIVATE LIMITED,Residential,"SUNWORLD ARISTA (PH-1 T-1,2,3,4,6,10)",Uttar Pradesh,Gautam Buddha Nagar,15-08-2017,31-12-2018,Gautam Buddha Nagar,29265,282936.63,772422.34 ,R.N. Gupta & Associates
UPRERAPRJ10024,ASHISH INFRAESTATE LIMITED,Commercial,SILVER HEIGHTS,Uttar Pradesh,Gorakhpur,15-08-2017,01-03-2019,Gorakhpur,3216,26.823551883054627,83.40775619682029,NEERAJ & ASSOCIATES
UPRERAPRJ224206,SAHARANPUR DEVELOPMENT AUTHORITY,Residential,RUDRAKSH RESIDIENTIAL SCHEME,Uttar Pradesh,Saharanpur,28-05-2022,31-12-2022,Saharanpur,4370,29.9558,77.5263,Manmeet Singh Bajaj
UPRERAPRJ6678,SAYA HOMES PVT LTD,Residential,SAYA GOLD AVENUE (PHASE 2),Uttar Pradesh,Ghaziabad,01-08-2017,31-12-2019,Ghaziabad,20036,77 22 00,28 38 07,Shivendra Nath
UPRERAPRJ5008,SKV INFOTECH PRIVATE LIMITED,Commercial,WINSTEN PARK PHASE-1,Uttar Pradesh,Gautam Buddha Nagar,02-08-2017,14-12-2020,Gautam Buddha Nagar,15000,28.553936,77.474234,Space Designers International Architects Pvt Ltd
UPRERAPRJ12128,PYRAMID TOWNSHIPS PRIVATE LIMITED,Residential,SPEEDWAY AVENUE,Uttar Pradesh,Gautam Buddha Nagar,18-10-2017,21-02-2019,Gautam Buddha Nagar,9715,28 21 27 N,77 31 08 E,GIAN P MATHUR
UPRERAPRJ6462,R. R. CIVIL TECH PVT LTD,Residential,CELEBRITY MEADOWS BLOCK C,Uttar Pradesh,Lucknow,31-07-2017,31-03-2019,Lucknow,4410,26.769575 N,80.997835 E,Viresh Kumar
UPRERAPRJ9384,YAMUNA EXPRESSWAY INDUSTRIAL DEVLOPMENT AUTHORITY,Residential,"GH-06, SEC-22A, YEIDA, PHASE 1 (YAMUNOTRI)",Uttar Pradesh,Gautam Buddha Nagar,11-08-2017,31-03-2021,Gautam Buddha Nagar,105659,28.322263785117137,77.53962159029305,GYANESHWAR PRASAD
UPRERAPRJ5796,SMV AGENCIES PVT LTD,Residential,JAIPURIA SUNRISE GREEN NH-24 BLOCK C1,Uttar Pradesh,Ghaziabad,10-08-2017,30-12-2018,Ghaziabad,75112,28 39 17.65 N,77 28 26.82 E,GIAN P MATHUR
UPRERAPRJ12351,SNG DEVELOPERS LTD,Residential,ANANDLOK,Uttar Pradesh,Firozabad,30-10-2017,01-02-2018,Tundla **,8139,27 12,78 45,AKS Associates
UPRERAPRJ13252,KALYAN CONSTRUCTION,Residential,SHIV GANGA RESIDENCY,Uttar Pradesh,Agra,28-09-2017,07-04-2020,Agra,24460, 27' 7'38.92'N, 78' 2'4.07'E,Pushpendra Singh 
UPRERAPRJ449577,PINTAIL INFRACON LLP,Residential,PINTAIL PARK CITY PH2 PLOTS,Uttar Pradesh,Lucknow,25-11-2021,19-07-2026,Mohanlalganj,159694,26.78899,81.03262,Pankaj Sangwan
UPRERAPRJ4287,SHRINE BUILDTECH PVT. LTD.,Residential,SCC SAPPHIRE PH-II BLOCK - F,Uttar Pradesh,Ghaziabad,31-07-2017,31-12-2020,Ghaziabad,2913,28.709326,77.423765,Anuj Agarwal 
UPRERAPRJ380751,M/S SHALIMAR LAKECITY PRIVATE LIMITED (FORMERLY M/S ANS DEVELOPERS PRIVATE LIMITED),Residential,WHISPERING WOODS (GH-14) INTEGRATED TOWNSHIP,Uttar Pradesh,Lucknow,04-06-2022,30-09-2026,Lucknow,12580,26.826488,81.028309,Debasish Guha - ARCOP Associates Pvt Ltd
UPRERAPRJ8584,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,"PANCHSHEEL GREENS-II(TOWER - E1 TO E4,COMMERCIAL,N",Uttar Pradesh,Gautam Buddha Nagar,12-08-2017,31-08-2020,Gautam Buddha Nagar,19631,"28,36,22","77,27,33",Oasis Designs incorporated
UPRERAPRJ8592,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,"PANCHSHEEL GREENS - II (TOWER - D1,D2& E5)",Uttar Pradesh,Gautam Buddha Nagar,12-08-2017,31-08-2021,Select,8922,"28,36,22","77,27,33",Oasis Designs incorporated
UPRERAPRJ8595,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,"PANCHSHEEL GREENS - II (TOWER - E6,E7,D3 &D4)",Uttar Pradesh,Gautam Buddha Nagar,12-08-2017,30-11-2022,Gautam Buddha Nagar,13890,"28,36,22","77,27,33",-
UPRERAPRJ3469,UPPAL CHADHA HI-TECH DEVELOPERS PVT. LTD.,Residential,UCHDPL-SECTOR-7-PLOTS,Uttar Pradesh,Ghaziabad,28-07-2017,31-05-2020,Ghaziabad,225488,28.63958,77.50689,NA
UPRERAPRJ3627,UPPAL CHADHA HI-TECH DEVELOPERS PVT. LTD.,Residential,UCHDPL-SECTOR-15-PLOTS,Uttar Pradesh,Gautam Buddha Nagar,28-07-2017,30-11-2020,Gautam Buddha Nagar,396739,28.64307,77.52057,NA
UPRERAPRJ526534,SUPERTECH REALTORS PRIVATE LIMITED,Commercial,SUPERNOVA PHASE-IV (RETAIL/COMMERCIAL),Uttar Pradesh,Gautam Buddha Nagar,29-05-2019,28-04-2023,Gautam Buddha Nagar,15878,29.1417703,77.336962,Modarch India
UPRERAPRJ923780,STELLAR SPRING PROJECTS PRIVATE LIMITED,Residential,STELLAR ONE PHASE II,Uttar Pradesh,Gautam Buddha Nagar,30-12-2023,15-11-2028,Dadri,21888,28.57784,77.43519,SAMEER BALGOTRA
UPRERAPRJ626431,RISHITA DEVELOPERS PRIVATE LIMITED,Residential,RISHITA MULBERRY HEIGHTS PHASE 5,Uttar Pradesh,Lucknow,01-01-2021,31-12-2025,Sarojini Nagar,11155,26.781944,26.781111,Design Forum International
UPRERAPRJ724518/07/2024,"CRC HOMES PRIVATE LIMITED
COMELY BUILDTECH INDIA PRIVATE LIMITED",Residential,CRC MAESTA,Uttar Pradesh,Gautam Buddha Nagar,12-07-2024,21-05-2029,Gautam Buddha Nagar,14769,28.343862,77.255796,RAJIV GANDHI
UPRERAPRJ17061,MR PROVIEW REALTECH PRIVATE LIMITED,Residential,DELHI 99 EWS AND LIG,Uttar Pradesh,Ghaziabad,26-07-2018,31-12-2022,Ghaziabad,7122,28 42' 51.35'N	,77 19' 51.49' E	,ANUJ AGARWAL	
UPRERAPRJ854306,MS VEDANTA INFRA BUILD,Residential,VEDANTA RESIDENCY PHASE 1,Uttar Pradesh,Muzaffarnagar,30-03-2022,13-02-2023,Muzaffarnagar,10672,29.154252,77.157421,RADHIKA BANSAL
UPRERAPRJ771626,"WING CONSTRUCTIONS & DEVELOPERS PRIVATE LIMITED
ROHTAS PROJECTS LIMITED",Residential,ROHTAS CRESENT,Uttar Pradesh,Lucknow,27-09-2019,01-12-2022,Mohanlalganj,100447,26.776,81.072,Anupam Mittal
UPRERAPRJ422497,SWASTIK MULTITRADE PRIVATE LIMITED,Residential,SIGNATURE PARK SECTOR 2 & 3,Uttar Pradesh,Lucknow,01-04-2022,31-12-2026,Mohanlalganj,119523,26.740664,81.072929,Triptie Awasthi
UPRERAPRJ10324,TIRUPATI BUILDERS,Residential,GORAKHDHAM ENCLAVE,Uttar Pradesh,Gorakhpur,13-08-2017,03-06-2019,Gorakhpur,2987,"26,77,61","83,36,00",RAKESH KUMAR
UPRERAPRJ4358,JAIPRAKASH ASSOCIATES LIMITED,Residential,"JAYPEE GREENS SUN COURT - B, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,29-07-2017,31-03-2020,Gautam Buddha Nagar,5128,28^ 28' 21',77^ 30' 55',Arcop Associates Pvt. Ltd. 
UPRERAPRJ987428,HALE REALTORS PVT. LTD.,Residential,THE RESIDENT TOWER,Uttar Pradesh,Gautam Buddha Nagar,22-07-2019,25-04-2024,Gautam Buddha Nagar,16000,28'25’35.47'N,77'29’12.55'E,Ujjal Kar                                                           
UPRERAPRJ958386,SHIRJA REAL ESTATE SOLUTIONS PVT. LTD.,Residential,COCO COUNTY,Uttar Pradesh,Gautam Buddha Nagar,02-05-2019,31-03-2025,Gautam Buddha Nagar,18380,28.569407,77.481207,Mr. Vishal Sharma
UPRERAPRJ13686,REAL IMAGE DEVELOPERS PVT. LTD.,Residential,RUDRAKSH APARTMENTS,Uttar Pradesh,Bareilly,18-10-2017,03-03-2021,Bareilly,4572,28.375593,79.461016,NAND KISHORE
UPRERAPRJ141252,GALAXY REAL ESTATE DEVELOPERS AND BUILDERS PVT.LTD,Residential,SHIVALIK AKSHAY,Uttar Pradesh,Kanpur Nagar,01-10-2020,31-12-2026,Kanpur,6140,26.543293,80.262034,Ar. Vijai Prakash Gupta
UPRERAPRJ790651/09/2024,PRATEEK REALTORS INDIA PRIVATE LIMITED,Residential,PRATEEK GRAND BEGONIA (PHASE I),Uttar Pradesh,Ghaziabad,14-09-2024,10-06-2029,Ghaziabad,22284,28.6480,77.4032,Anuj Agarwal Architects
UPRERAPRJ179850,OCEAN INFRAHEIGHTS PRIVATE LIMITED,Commercial,GOLDEN I PHASE-II,Uttar Pradesh,Gautam Buddha Nagar,30-10-2021,24-12-2023,Gautam Buddha Nagar,30691,28.59360,77.43430,Sikka Associates Architects - Raman Sikka
UPRERAPRJ4477,NANDINI BUILDHOME CONSORTIUM PRIVATE LIMITED,Residential,VASUNDHARA GRAND,Uttar Pradesh,Ghaziabad,31-07-2017,01-08-2019,Ghaziabad,6465,28.39.18.09,77.21.36.61,ANUJ AGARWAL ARCHITECTS
UPRERAPRJ3363,SVP BUILDERS INDIA LIMITED,Residential,GULMOHAR GARDEN PHASE II,Uttar Pradesh,Ghaziabad,11-08-2017,17-07-2019,Ghaziabad,38780,28.703159,77.435863,MR. ANUJ AGGARWAL
UPRERAPRJ6721,SOLITAIRE REALINFRA PRIVATE LIMITED,Residential,SOLITAIRIAN CITY - (SOLI-)PHASE-2,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2020,Gautam Buddha Nagar,28213,28.358191,77.530990,VISHAL SHARMA
UPRERAPRJ7289,NEW WAY HOMES PRIVATE LIMITED,Residential,GREENARCH PHASE-2,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,28-02-2019,Gautam Buddha Nagar,8400,28.598544,77.450033,Deepak Mehta & Associates
UPRERAPRJ4980,VIRAJ CONSTRUCTIONS PVT. LTD.,Residential,"LOTUS ENCLAVE-PHASE 1, BBD GREEN CITY",Uttar Pradesh,Lucknow,08-08-2017,31-12-2019,Lucknow,26600,26.88116352400618,81.05418368450167,DAZZLE DESIGN
UPRERAPRJ753803/10/2024,"SHIV BADAN INFRACON PRIVATE LIMITED
RAKESH SINGH
SUNIL SINGH CHAUHAN",Residential,NEELAYA CAPITAL,Uttar Pradesh,Lucknow,10-10-2024,15-06-2028,Lucknow,4124,26.808765,81.004700,Sachin Chauhan
UPRERAPRJ236976,VIDHAN METRO,Residential,VIDHAN METRO PHASE-I,Uttar Pradesh,Varanasi,09-01-2021,30-03-2024,Varanasi,3636,25.3682,25.3677,AJAY SINGH
UPRERAPRJ621633,"RISE PROJECTS PVT LTD
EUPHORIA SPORTS CITY PRIVATE LIMITED",Residential,"RISE SPORTS VILLAS , SUPER 30 VILLAS",Uttar Pradesh,Gautam Buddha Nagar,20-01-2020,30-06-2023,Gautam Buddha Nagar,20000,28.580926591041408,77.43154570037824,Rachit Sharma
UPRERAPRJ5427,OMAXE GARV BUILTECH PRIVATE LIMITED (FOMERLY GARV BUILDTECH PRIVATE LIMITED),Residential,OMAXE METRO CITY (HITECH TOWNSHIP) P7,Uttar Pradesh,Lucknow,13-08-2017,31-12-2024,Lucknow,105825,26.719435,80.939276,PRAKASH KUMAR 
UPRERAPRJ5430,OMAXE GARV BUILTECH PRIVATE LIMITED (FOMERLY GARV BUILDTECH PRIVATE LIMITED),Residential,OMAXE METRO CITY (HITECH TOWNSHIP) P8,Uttar Pradesh,Lucknow,29-07-2017,31-12-2024,Lucknow,215822,26.723721,80.944936,PRAKASH KUMAR 
UPRERAPRJ447396,RISHITA DEVELOPERS PRIVATE LIMITED,Residential,RISHITA MULBERRY HEIGHTS PHASE-6,Uttar Pradesh,Lucknow,16-04-2021,31-12-2024,Sarojini Nagar,7779,26.780500,81.008500,Design Forum International 
UPRERAPRJ952297,TERRIFIC REAL ESTATE,Residential,RUDRA GARDENIA PHASE-1,Uttar Pradesh,Kanpur Nagar,09-08-2023,30-09-2029,Kanpur,7655,26.546021,80.260490,Md. Farooque Karim
UPRERAPRJ6332,GULSHAN HOMZ PRIVATE LIMITED,Residential,GULSHAN BELLINA,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,03-01-2022,Gautam Buddha Nagar,28374,283630,77270,M/S DEEPAK MEHTA & ASSOCIATE
UPRERAPRJ525944,PARDOS LUCKNOW DEVELOPERS PRIVATE LIMITED,Residential,OKAS RESIDENCY II,Uttar Pradesh,Lucknow,25-04-2023,31-08-2026,Sarojini Nagar,6854,26.76666667,81.01666667,Arch. Swapna Nath Design Collaborative Consulting
UPRERAPRJ6564,RAMPRASTHA URBAN DEVELOPMENT PVT. LTD.,Residential,PLATINUM HEIGHT,Uttar Pradesh,Ghaziabad,31-07-2017,28-02-2018,Ghaziabad,20000,28.652507912185616,77.34529919140459,RD DESIGN ATRIUM
UPRERAPRJ308470,RISHITA DEVELOPERS PRIVATE LIMITED,Residential,RISHITA MULBERRY HEIGHTS PHASE 3,Uttar Pradesh,Lucknow,19-03-2020,31-03-2024,Sarojini Nagar,18314,26.781081,81.009128,Design Forum International
UPRERAPRJ7354,MRJV CONSTRUCTION COMPANY,Residential,PALM RESORT,Uttar Pradesh,Ghaziabad,31-07-2017,31-12-2019,Ghaziabad,28567,28 42''15.38 N,77 25' ' 29.74E,Vishal Mittal
UPRERAPRJ12399,RATANDEEP INFRASTRUCTURE PVT. LTD.,Residential,SILVER HOMES,Uttar Pradesh,Ghaziabad,30-08-2017,29-12-2022,Ghaziabad,3542,28' 39' 12' N,77' 28' 35' E,Vishal Mittal
UPRERAPRJ6934,GAURSONS HI-TECH INFRASTRUCTURE PRIVATE LIMITED,Commercial,GAUR CITY MALL,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2023,Dadri,24100,28.60613638024759,77.4294959761471,Ateesh Agarwal
UPRERAPRJ10296,ORBIT INFRAPROMOTERS PVT. LTD.,Residential,APEX CITY,Uttar Pradesh,Meerut,14-08-2017,12-07-2019,Meerut,39900,28 58 25 31,77 37 53 28,Alliance Architects and Engineers
UPRERAPRJ501217,PACIFIC HABITATS INDIA PRIVATE LIMITED,Commercial,IQ LIFESTYLE PLAZA,Uttar Pradesh,Lucknow,14-06-2022,01-04-2026,Lucknow,1725,33.115,52.080,Vishal Mathur
UPRERAPRJ711641,"SHARDA GARMENTS PRIVATE LIMITED
ASHRAY INFOSOLUTIONS PRIVATE LIMITED",Residential,BROOKSIDE VALLEY,Uttar Pradesh,Ghaziabad,07-11-2023,06-08-2028,Ghaziabad,23540,28.72071,77.45327,Anuj Agarwal
UPRERAPRJ11777,SURAT INFRATECH PRIVATE LIMITED,Residential,SURAT RESIDENCY,Uttar Pradesh,Lucknow,17-08-2017,29-06-2022,Sarojini Nagar,4906,26-45'40',80-57'39',VINOD DHAON
UPRERAPRJ15189,PRATAP CONSTRUCTION AND COLONISERS PRIVATE LIMITED,Residential,GAURIYA GREEN,Uttar Pradesh,Barabanki,14-02-2018,01-03-2020,Nawabganj,12760,26.94,81.19,ANKUR SRIVASTAVA
UPRERAPRJ5633,LANDCRAFT DEVELOPERS PRIVATE LIMITED,Residential,GOLF LINKS PHASE 2,Uttar Pradesh,Ghaziabad,30-07-2017,31-03-2020,Ghaziabad,30303,28.659972,77.473167,Vishal Mittal
UPRERAPRJ619189/07/2024,MAHARAJA BUILDTECH,Residential,MAHARAJA MADHUVAN,Uttar Pradesh,Mathura,10-07-2024,31-03-2029,Mathura,23292,27.478209,77.630890,SHASHANK GARG
UPRERAPRJ454215,SAVIOUR BUILDERS PRIVATE LIMITED,Commercial,LORD KRISHNA MART,Uttar Pradesh,Gautam Buddha Nagar,09-10-2019,31-12-2022,Gautam Buddha Nagar,5000,28.302173445560125,77.55982683043906,KAILASH AGGARWAL-A PLUS DESIGN ASSOCIATES
UPRERAPRJ5655,AJNARA INDIA LIMITED,Residential,HERITAGE TOWER K (CLOCK TOWER & CENTRAL PLAZZA),Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2020,Gautam Buddha Nagar,5155,28.572431,77.391345,AR. VISHAL MITTAL
UPRERAPRJ5942,LANDCRAFT DEVELOPERS PRIVATE LIMITED,Residential,GOLF LINKS TOWER 1A HIGH END APARTMENTS,Uttar Pradesh,Ghaziabad,30-07-2017,31-03-2020,Ghaziabad,2299,28.658500,77.473778,Vishal Mittal
UPRERAPRJ6444,SUNWORLD RESIDENCY PRIVATE LIMITED,Residential,SUNWORLD ARISTA,Uttar Pradesh,Gautam Buddha Nagar,08-08-2017,31-12-2021,Gautam Buddha Nagar,40221,282936.63,772422.34 ,R.N. Gupta & Associates
UPRERAPRJ8467,RATAN PLANET (AOP),Residential,RATAN PLANET (DUPLEXES),Uttar Pradesh,Kanpur Nagar,05-08-2017,31-12-2019,Kanpur,9389,26.527562,80.237401,PAWAN.K.SAWLANI
UPRERAPRJ8538,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,PANCHSHEEL HYNISH PHASE-2(TOWER- T10 & T11),Uttar Pradesh,Gautam Buddha Nagar,13-08-2017,01-10-2019,Gautam Buddha Nagar,7178,"28,34,25","77,26,35",Oasis Designs incorporated
UPRERAPRJ7263,SUPERTECH REALTORS PRIVATE LIMITED,Commercial,SUPERNOVA PHASE-III (ASTRALIS - COMMERCIAL),Uttar Pradesh,Gautam Buddha Nagar,13-08-2017,31-12-2018,Gautam Buddha Nagar,10657,29.1417703,77.336962, modarch india 
UPRERAPRJ6476,TRIDENT INFRA HOMES PVT. LTD.,Residential,"TRIDENT EMBASSY PHASE-2 (TOWERS G,H, I)",Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2018,Gautam Buddha Nagar,7848,28.570640511839837,77.44553848042597,ANDLEYS ASSOCIATES PVT LTD
UPRERAPRJ17009,DEEPAK GUPTA,Residential,GREEN RESIDENCY,Uttar Pradesh,Gautam Buddha Nagar,13-07-2018,31-12-2018,Dadri,500,28.59,28.59,RAGHAV
UPRERAPRJ5719,SMV AGENCIES PVT LTD,Residential,JAIPURIA SUNRISE GREEN NH-24 BLOCK F,Uttar Pradesh,Ghaziabad,10-08-2017,30-12-2018,Ghaziabad,22582,28 39 17.65 N,77 28 26.82 E,GIAN P MATHUR
UPRERAPRJ5931,IV COUNTY PVT LTD,Residential,"CLEO COUNTY, PH 1 ( COMPRISING OF TOWER D1 D2 C1 C",Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-08-2018,Gautam Buddha Nagar,27502,28.598451,77.391327,MR VISHAL SHARMA	
UPRERAPRJ4186,LOGIX INFRATECH PRIVATE LIMITED,Residential,"BLOSSOM GREENS (PHASE-2 TOWER- H, I &J)",Uttar Pradesh,Gautam Buddha Nagar,03-08-2017,31-08-2021,Gautam Buddha Nagar,16471,77.3273 E,28.5874 N,
UPRERAPRJ730754,MR PROVIEW REALTECH PRIVATE LIMITED,Residential,SHALIMAR CITY,Uttar Pradesh,Ghaziabad,26-03-2019,01-06-2019,Ghaziabad,7400,28 43' 7.29' N,77 44' 57' 46' E,ANUJ AGARWAL
UPRERAPRJ5724,SMV AGENCIES PVT LTD,Residential,JAIPURIA SUNRISE GREEN NH-24 BLOCK D,Uttar Pradesh,Ghaziabad,10-08-2017,30-12-2018,Ghaziabad,31849,28 39 17.65 N,77 28 26.82 E,GIAN P MATHUR
UPRERAPRJ3142,IMPERIA STRUCTURES LTD,Residential,MIRAGE PHASE I,Uttar Pradesh,Gautam Buddha Nagar,28-07-2017,31-03-2021,Gautam Buddha Nagar,10242,"28.3472222,77.52333333333333",52472222222222,"ACPL Design Ltd, Ashok Narayan Pandit"
UPRERAPRJ185345,"M/S SHALIMAR KSMB PROJECTS
ARIF ZAMIR FAROOQUI
MOHAMMAD ZAKARIA",Residential,GARDEN BAY IRIS VILLAS,Uttar Pradesh,Lucknow,28-07-2021,30-05-2023,Lucknow,3266.36,26.920884,80.884927,Mr. Rudraksha Charan
UPRERAPRJ8684,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,PANCHSHEEL PRIME 390 PHASE - 3 (BLOCK - 6 TO 13),Uttar Pradesh,Ghaziabad,12-08-2017,31-08-2021,Ghaziabad,4946,"28,40,38","77,29,11",Gaurav Singla
UPRERAPRJ9893,EARTH GRACIA BUILDCON PRIVATE LIMITED,Residential,EARTH GRACIA,Uttar Pradesh,Gautam Buddha Nagar,13-10-2017,31-12-2020,Gautam Buddha Nagar,22999,28.575095,77.429441,N+U Design Studio
UPRERAPRJ4466,LOGIX INFRASTRUCTURE PVT.LTD.,Residential,"BLOSSOM COUNTY ( PHASE-4 TOWER -L,M,A & C)",Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-08-2019,Gautam Buddha Nagar,22135,774135 E,28.5092 N,
UPRERAPRJ4890,PANCH TATVA PROMOTERS PRIVATE LIMITED,Residential,GALAXY VEGA - TOWER F&G AND CSC GREEN ARCADE,Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,02-10-2018,Gautam Buddha Nagar,5385,28.592569147204017,77.45631043665449,Space Design International
UPRERAPRJ6492,TRIDENT INFRA HOMES PVT. LTD.,Residential,"TRIDENT EMBASSY PHASE-3 (TOWERS J,K,L & COMM)",Uttar Pradesh,Gautam Buddha Nagar,31-07-2017,31-12-2021,Gautam Buddha Nagar,7498,28.57106451744911,77.44639678731073,ANDLEYS ASSOCIATES PVT LTD
UPRERAPRJ8249,SUPERTECH LIMITED,Residential,SUPERTECH UPCOUNTRY GH-01 PHASE-02,Uttar Pradesh,Gautam Buddha Nagar,09-08-2017,30-06-2019,Gautam Buddha Nagar,33859,28.369268,77.550723,Space Designers International
UPRERAPRJ4766,LOGIX INFRATECH PRIVATE LIMITED,Residential,"BLOSSOM GREENS(PHASE-6 TOWER -U,V,W & SHOP)",Uttar Pradesh,Gautam Buddha Nagar,03-08-2017,31-12-2021,Gautam Buddha Nagar,11909,77.3273 E,28.5874 N,
UPRERAPRJ4779,SKARDI REALTECH PVT LTD,Residential,SKARDI GREENS-PHASE-I,Uttar Pradesh,Ghaziabad,05-08-2017,30-09-2018,Ghaziabad,5207,28 39' 28.48 N,77 28' 19.45'E,KAILASH AGRAWAL
UPRERAPRJ4008,IMPERIA STRUCTURES LTD,Residential,MIRAGE PHASE II,Uttar Pradesh,Gautam Buddha Nagar,29-07-2017,31-12-2024,Gautam Buddha Nagar,9992,"28.3472222,77.52333333333333",52472222222222,"ACPL Design Ltd, Ashok Narayan Pandit"
UPRERAPRJ8072,PAARTH INFRABUILD PRIVATE LIMITED,Residential,GOLDFINCH PHASE-2,Uttar Pradesh,Lucknow,03-08-2017,31-12-2022,Lucknow,2475,80 50 34,26 42 56,Rudrabhishek Enterprises Pvt. Ltd.
UPRERAPRJ5805,GRANITE HILL PROPERTIES PRIVATE LIMITED,Commercial,THE DOWNTOWN,Uttar Pradesh,Gautam Buddha Nagar,04-08-2017,31-12-2022,Gautam Buddha Nagar,11068,28'34'19.73'N,77'19'26.80'E,DHARMINDRA ACPL DESIGN LTD
UPRERAPRJ7603,SJP RESIDENCY CONSORTIUM LIMITED,Residential,SHRI RADHA VINTAGE (PHASE-1),Uttar Pradesh,Mathura,13-08-2017,31-03-2019,Mathura,18463,27 29 57 01 N,77 37 2 84 E,VIRENDER ASSOCIATES
UPRERAPRJ8678,PANCHSHEEL BUILDTECH PVT. LTD.,Residential,"PANCHSHEEL PRIME 390 PHASE - 2 (BLOCK - 19 TO 23,2",Uttar Pradesh,Ghaziabad,12-08-2017,31-08-2020,Ghaziabad,6184,"28,40,38","77,29,11",Gaurav Singla
UPRERAPRJ17338,M/S SHALIMAR LAKECITY PRIVATE LIMITED (FORMERLY M/S ANS DEVELOPERS PRIVATE LIMITED),Residential,BELVEDERE COURT PHASE-2 (GH-6) INTEGRATED TOWNSHIP BAGHAMAU,Uttar Pradesh,Lucknow,13-08-2018,05-02-2022,Lucknow,9318,26.822248,81.021389,Sikka Associates
