XID,Reg.,State
r427907,PRM/KA/RERA/1251/309/PR/180524/006894,Karnataka
r422150,PRM/KA/RERA/1251/446/PR/170524/006888,Karnataka
r428040,PRM/KA/RERA/1251/446/PR/150524/006874,Karnataka
r388432,PRM/KA/RERA/1251/309/PR/200524/006910,Karnataka
r331133,PRM/KA/RERA/1251/309/PR/160524/006878,Karnataka
r428931,PRM/KA/RERA/1251/446/PR/210524/006932,Karnataka
r429184,PRM/KA/RERA/1251/446/PR/040524/006860,Karnataka
r429968,PRM/KA/RERA/1251/446/PR/150724/006941 ,Karnataka
r430241,PRM/KA/RERA/1251/446/PR/190924/007044,Karnataka
r430414,PRM/KA/RERA/1251/446/PR/300124/006599,Karnataka
r1322,PRM/KA/RERA/1251/310/PR/300724/006953,Karnataka
r431473,TN/30/Layout/2758/2024 dated 16-07-2024,Karnataka
r432395,PRM/KA/RERA/1273/319/PR/080824/006966,Karnataka
r432510,PRM/KA/RERA/1251/310/PR/040924/006989,Karnataka
r432522,PRM/KA/RERA/1251/446/PR/060924/007008,Karnataka
r432543,PRM/KA/RERA/1251/472/PR/060924/007009,Karnataka
r433166,PRM/KA/RERA/1251/309/PR/130924/007015,Karnataka
r433746,PRM/KA/RERA/1251/446/PR/190924/007049,Karnataka
r434443,PRM/KA/RERA/1251/309/PR/260924/007084,Karnataka
r434518,PRM/KA/RERA/1250/307/PR/271023/006363,Karnataka
r434535,PRM/KA/RERA/1251/309/PR/270924/007088,Karnataka
r434570,PRM/KA/RERA/1250/303/PR/211024/007160,Karnataka
r434725,PRM/KA/RERA/1251/309/PR/251024/007174,Karnataka
r396702,PRM/KA/RERA/1251/446/PR/130924/007014,Karnataka
r435629,PRM/KA/RERA/1251/310/PR/221024/007161,Karnataka
r435636,PRM/KA/RERA/1251/446/PR/091024/007139,Karnataka
r436841,PRM/KA/RERA/1251/446/PR/221024/007164,Karnataka
r437301,PRM/KA/RERA/1251/446/PR/191024/007155,Karnataka
r418780,PRM/KA/RERA/1251/446/PR/220125/007417,Karnataka
r331133,PRM/KA/RERA/1251/309/PR/190722/005089,Karnataka
r293745,PRM/KA/RERA/1251/310/PR/171103/001748,Karnataka
r293679,PRM/KA/RERA/1251/309/PR/171104/002268,Karnataka
r293679,PRM/KA/RERA/1251/309/PR/171104/002267,Karnataka
r295551,PRM/KA/RERA/1251/309/PR/171208/002253,Karnataka
r10486,PRM/KA/RERA/1251/446/PR/171028/000901,Karnataka
r296293,PRM/KA/RERA/1251/310/PR/180217/002476,Karnataka
r299041,PRM/KA/RERA/1251/310/PR/180313/002634,Karnataka
r299863,PRM/KA/RERA/1251/310/PR/180507/001635,Karnataka
r301169,PRM/KA/RERA/1251/446/PR/190504/002541,Karnataka
r302349,PRM/KA/RERA/1251/310/PR/171223/002016,Karnataka
r25134,PRM/KA/RERA/1251/310/PR/171015/000292,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170915/000168,Karnataka
r161261,PRM/KA/RERA/1251/310/PR/170915/000170,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170915/000160,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170915/000193,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170915/000157,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170915/000223,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170916/000293,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170915/000206,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/170915/000195,Karnataka
r306189,PRM/KA/RERA/1251/309/PR/180507/001646,Karnataka
r296293,PRM/KA/RERA/1251/310/PR/180507/001671,Karnataka
r306863,PRM/KA/RERA/1251/446/PR/180519/001745,Karnataka
r24034,PRM/KA/RERA/1251/309/PR/180519/001763,Karnataka
r60161, PRM/KA/RERA/1250/303/PR/180526/001825,Karnataka
r307977,PRM/KA/RERA/1251/446/PR/180627/001933,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/180612/001897,Karnataka
r5590,PRM/KA/RERA/1251/446/PR/171016/000420,Karnataka
r273529,PRM/KA/RERA/1250/307/PR/180621/001906,Karnataka
r5858,PRM/KA/RERA/1251/309/PR/170916/000446,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/180627/001929,Karnataka
r32208,PRM/KA/RERA/1251/310/PR/171015/000427,Karnataka
r311999,PRM/KA/RERA/1251/472/PR/180728/001967,Karnataka
r312389,PRM/KA/RERA/1251/309/PR/180808/001976,Karnataka
r299863,PRM/KA/RERA/1251/310/PR/180905/001997,Karnataka
r314711,PRM/KA/RERA/1251/309/PR/180905/001990,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/181010/002036,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/181010/002037,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/181010/002038,Karnataka
r23834,PRM/KA/RERA/1251/310/PR/170913/000153,Karnataka
r23834,PRM/KA/RERA/1251/310/PR/170915/000212,Karnataka
r25134,PRM/KA/RERA/1251/310/PR/180222/002637,Karnataka
r25134,PRM/KA/RERA/1251/310/PR/171015/000401,Karnataka
r319527,PRM/KA/RERA/1251/309/PR/311222/005593,Karnataka
r319527,PRM/KA/RERA/1251/309/PR/181122/002165,Karnataka
r319527,PRM/KA/RERA/1251/309/PR/181122/002154,Karnataka
r319527,PRM/KA/RERA/1251/309/PR/181122/002155,Karnataka
r319957,PRM/KA/RERA/1251/309/PR/181122/002152,Karnataka
r320071,PRM/KA/RERA/1251/446/PR/171016/000973,Karnataka
r320071,PRM/KA/RERA/1251/446/PR/181210/002206,Karnataka
r320463,PRM/KA/RERA/1251/310/PR/181122/002166,Karnataka
r25134,PRM/KA/RERA/1251/310/PR/181204/002196,Karnataka
r322181,PRM/KA/RERA/1251/309/PR/190102/002277,Karnataka
r197601,PRM/KA/RERA/1251/309/PR/170916/000659,Karnataka
r197601,PRM/KA/RERA/1251/309/PR/170915/000457,Karnataka
r197601,PRM/KA/RERA/1251/309/PR/170915/000418,Karnataka
r319527,PRM/KA/RERA/1251/309/PR/190102/002269,Karnataka
r24198,PRM/KA/RERA/1251/446/PR/190102/002271,Karnataka
r264931,PRM/KA/RERA/1257/334/PR/171014/000388,Karnataka
r324247,PRM/KA/RERA/1251/309/PR/190129/002311,Karnataka
r319371, PRM/KA/RERA/1251/446/PR/181122/002176,Karnataka
r324453,PRM/KA/RERA/1251/446/PR/190204/002338,Karnataka
r324453,PRM/KA/RERA/1251/446/PR/190204/002340,Karnataka
r324453,PRM/KA/RERA/1251/446/PR/190204/002341,Karnataka
r324633,PRM/KA/RERA/1251/472/PR/190204/002350,Karnataka
r324453,PRM/KA/RERA/1251/446/PR/190205/002357,Karnataka
r324453,PRM/KA/RERA/1251/446/PR/190205/002356,Karnataka
r324453,PRM/KA/RERA/1251/446/PR/190207/002362,Karnataka
r324453,PRM/KA/RERA/1251/446/PR/190207/002363,Karnataka
r269143,PRM/KA/RERA/1251/308/PR/170928/001304,Karnataka
r10486,PRM/KA/RERA/1251/446/PR/171016/000466,Karnataka
r161261,PRM/KA/RERA/1251/446/PR/190223/002448,Karnataka
r329241,PRM/KA/RERA/1251/308/PR/190330/002519,Karnataka
r331001,PRM/KA/RERA/1251/446/PR/190506/002549,Karnataka
r301169,PRM/KA/RERA/1251/308/PR/180130/002241,Karnataka
r306189,PRM/KA/RERA/1251/309/PR/190517/002554,Karnataka
r334081,PRM/KA/RERA/1250/304/PR/190606/002596,Karnataka
r334919,PRM/KA/RERA/1251/310/PR/190626/002629,Karnataka
r36096,PRM/KA/RERA/1251/308/PR/171014/000552,Karnataka
r334081,PRM/KA/RERA/1250/304/PR/190719/002702,Karnataka
r336635,PRM/KA/RERA/1251/310/PR/190722/002709,Karnataka
r336791,PRM/KA/RERA/1250/304/PR/190724/002725,Karnataka
r336809,PRM/KA/RERA/1251/446/PR/190722/002710,Karnataka
r25172,PRM/KA/RERA/1251/446/PR/171015/000623,Karnataka
r25172,PRM/KA/RERA/1251/446/PR/171015/000647,Karnataka
r262668,PRM/KA/RERA/1251/308/PR/180519/001752,Karnataka
r342591,PRM/KA/RERA/1251/310/PR/191015/002920,Karnataka
r217667,PRM/KA/RERA/1251/308/PR/191107/002992,Karnataka
r249607,PRM/KA/RERA/1251/309/PR/170923/000478,Karnataka
r249607,PRM/KA/RERA/1251/309/PR/180328/002436,Karnataka
r345467,PRM/KA/RERA/1251/308/PR/191220/003093,Karnataka
r25246,PRM/KA/RERA/1251/446/PR/200103/003096,Karnataka
r348973,PRM/KA/RERA/1251/308/PR/200103/003127,Karnataka
r348883,PRM/KA/RERA/1251/446/PR/200113/003154,Karnataka
r351855,PRM/KA/RERA/1251/309/PR/200211/003273,Karnataka
r8392,PRM/KA/RERA/1251/310/PR/171015/000550,Karnataka
r8392,PRM/KA/RERA/1251/310/PR/171015/000551,Karnataka
r8392,PRM/KA/RERA/1251/310/PR/171015/000560,Karnataka
r8392,PRM/KA/RERA/1251/310/PR/171015/000608,Karnataka
r158327,PRM/KA/RERA/1257/334/PR/200219/003287,Karnataka
r352969,PRM/KA/RERA/1251/308/PR/200226/003310,Karnataka
r353223,PRM/KA/RERA/1250/303/PR/200515/003411,Karnataka
r353892,PRM/KA/RERA/1251/310/PR/190823/002820,Karnataka
r39096, PRM/KA/RERA/1251/308/PR/171014/000313,Karnataka
r338117,PRM/KA/RERA/1251/446/PR/190809/002793,Karnataka
r366854,PRM/KA/RERA/1251/472/PR/200515/003406,Karnataka
r55416,PRM/KA/RERA/1251/446/PR/200323/003382,Karnataka
r367455,PRM/KA/RERA/1251/310/PR/200618/003453,Karnataka
r1027,PRM/KA/RERA/1251/310/PR/171019/000504,Karnataka
r1027,PRM/KA/RERA/1251/310/PR/171019/000494,Karnataka
r1027,PRM/KA/RERA/1251/310/PR/171016/000500,Karnataka
r367669,PRM/KA/RERA/1251/310/PR/200702/003480,Karnataka
r367669,PRM/KA/RERA/1251/310/PR/200702/003480,Karnataka
r368750,PRM/KA/RERA/1251/308/PR/200811/003536,Karnataka
r301169,PRM/KA/RERA/1251/446/PR/200811/003535,Karnataka
r309011,PRM/KA/RERA/1251/309/PR/200811/003538,Karnataka
r368900,PRM/KA/RERA/1251/446/PR/200811/003528,Karnataka
r223509,PRM/KA/RERA/1251/309/PR/171015/000454,Karnataka
r369448,PRM/KA/RERA/1251/309/PR/200827/003574,Karnataka
r369943,PRM/KA/RERA/1251/446/PR/201001/003629,Karnataka
r306863,PRM/KA/RERA/1251/446/PR/201001/003630,Karnataka
r320071,PRM/KA/RERA/1251/446/PR/201001/003626,Karnataka
r24044,PRM/KA/RERA/1251/309/PR/201001/003627,Karnataka
r371492,PRM/KA/RERA/1257/334/PR/201106/003690,Karnataka
r372413, PRM/KA/RERA/1251/309/PR/181010/002053,Karnataka
r6088,PRM/KA/RERA/1251/446/PR/170824/000104,Karnataka
r374540,PRM/KA/RERA/1250/304/PR/210208/003856,Karnataka
r25134,PRM/KA/RERA/1251/310/PR/210216/003899,Karnataka
r321743,PRM/KA/RERA/1251/309/PR/210111/003782,Karnataka
r374951,PRM/KA/RERA/1250/303/PR/210219/003940,Karnataka
r373595,"PRM/KA/RERA/1251/446/PR/210219/003937	",Karnataka
r375497,PRM/KA/RERA/1251/310/PR/210302/003983,Karnataka
r375499,PRM/KA/RERA/1251/446/PR/210302/003980,Karnataka
r375851,PRM/KA/RERA/1250/304/PR/210312/004001,Karnataka
r375852,PRM/KA/RERA/1251/446/PR/210312/004002,Karnataka
r376145,PRM/KA/RERA/1251/309/PR/210319/004033,Karnataka
r370528,PRM/KA/RERA/1251/472/PR/210409/004117,Karnataka
r249607, PRM/KA/RERA/1251/309/PR/181210/002204,Karnataka
r377702,PRM/KA/RERA/1251/308/PR/210518/004150,Karnataka
r377796,PRM/KA/RERA/1251/446/PR/210525/004163,Karnataka
r378622, PRM/KA/RERA/1251/446/PR/171025/000310,Karnataka
r338117,PRM/KA/RERA/1251/446/PR/190809/002801,Karnataka
r379240,PRM/KA/RERA/1251/310/PR/190529/002585,Karnataka
r379387,PRM/KA/RERA/1251/472/PR/210731/004208,Karnataka
r5144,PRM/KA/RERA/1251/309/PR/160124/006550,Karnataka
r379547,PRM/KA/RERA/1249/447/PR/210804/004241,Karnataka
r352969,PRM/KA/RERA/1251/308/PR/210902/004291,Karnataka
r380673,PRM/KA/RERA/1251/309/PR/211008/004355,Karnataka
r263209,PRM/KA/RERA/1251/309/PR/210913/004302,Karnataka
r380673,PRM/KA/RERA/1251/309/PR/211008/004356,Karnataka
r382057,PRM/KA/RERA/1251/308/PR/211008/004353,Karnataka
r249607,PRM/KA/RERA/1251/309/PR/211011/004360,Karnataka
r354672,PRM/KA/RERA/1251/446/PR/211206/004573,Karnataka
r384290,PRM/KA/RERA/1251/446/PR/280222/004736,Karnataka
r385000,PRM/KA/RERA/1251/446/PR/240122/004654,Karnataka
r385120,PRM/KA/RERA/1250/303/PR/010222/004663,Karnataka
r385301,PRM/KA/RERA/1251/308/PR/270922/005267,Karnataka
r385349,PRM/KA/RERA/1251/308/PR/090222/004684,Karnataka
r25134,PRM/KA/RERA/1251/310/PR/180122/004645,Karnataka
r385586,PRM/KA/RERA/1251/446/PR/140222/004706,Karnataka
r386982,PRM/KA/RERA/1250/304/PR/150222/004712,Karnataka
r386988,PRM/KA/RERA/1251/309/PR/210222/004723,Karnataka
r386997,PRM/KA/RERA/1251/472/PR/220214/004695,Karnataka
r387343,PRM/KA/RERA/1250/303/PR/220104/004626,Karnataka
r388432,PRM/KA/RERA/1251/472/PR/250322/004785,Karnataka
r388892,PRM/KA/RERA/1251/309/PR/310322/004800,Karnataka
r388894,PRM/KA/RERA/1251/446/PR/310322/004798,Karnataka
r388894,PRM/KA/RERA/1251/446/PR/310322/004799,Karnataka
r389272,PRM/KA/RERA/1251/310/PR/210422/004845,Karnataka
r8352,PRM/KA/RERA/1251/309/PR/200103/003103,Karnataka
r309011,PRM/KA/RERA/1251/309/PR/070522/004860,Karnataka
r391740,PRM/KA/RERA/1251/310/PR/120522/004879,Karnataka
r348973,PRM/KA/RERA/1251/308/PR/230522/004899,Karnataka
r392369,PRM/KA/RERA/1251/446/PR/110522/004876,Karnataka
r393040,PRM/KA/RERA/1251/446/PR/160622/005000 ,Karnataka
r393857,PRM/KA/RERA/1251/310/PR/220601/004946,Karnataka
r393857,PRM/KA/RERA/1251/310/PR/220601/004947,Karnataka
r393857, PRM/KA/RERA/1251/310/PR/220601/004948,Karnataka
r394748,PRM/KA/RERA/1251/308/PR/130622/004973,Karnataka
r393040,"PRM/KA/RERA/1251/446/PR/160622/005000	",Karnataka
r394931,PRM/KA/RERA/1251/308/PR/140622/004983,Karnataka
r385349,PRM/KA/RERA/1251/308/PR/230522/004901,Karnataka
r250319,PRM/KA/RERA/1250/303/PR/220207/004671,Karnataka
r386983, PRM/KA/RERA/1251/308/PR/190715/002689,Karnataka
r5126,PRM/KA/RERA/1251/446/PR/030623/005969,Karnataka
r377702,PRM/KA/RERA/1251/308/PR/210122/004649,Karnataka
r396679,PRM/KA/RERA/1250/304/PR/190722/005080,Karnataka
r396695,PRM/KA/RERA/1251/310/PR/030822/005129,Karnataka
r396698,PRM/KA/RERA/1251/310/PR/220722/005096,Karnataka
r396702,PRM/KA/RERA/1251/446/PR/211230/004615,Karnataka
r396799,PRM/KA/RERA/1251/446/PR/020822/005125,Karnataka
r319371,PRM/KA/RERA/1251/446/PR/210219/003926  ,Karnataka
r386983,PRM/KA/RERA/1251/308/PR/140222/004708,Karnataka
r385349,PRM/KA/RERA/1251/308/PR/110822/005151,Karnataka
r397983,PRM/KA/RERA/1251/446/PR/120922/005235,Karnataka
r398757,PRM/KA/RERA/1251/472/PR/220922/005264,Karnataka
r374540,PRM/KA/RERA/1250/304/PR/020922/005201,Karnataka
r385301,PRM/KA/RERA/1251/308/PR/270922/005268,Karnataka
r399071,PRM/KA/RERA/1251/309/PR/011022/005287,Karnataka
r399073,PRM/KA/RERA/1251/446/PR/120922/005238,Karnataka
r368750,PRM/KA/RERA/1251/308/PR/131022/005318,Karnataka
r399516,PRM/KA/RERA/1251/446/PR/030922/005214,Karnataka
r399590,PRM/KA/RERA/1251/310/PR/071022/005307,Karnataka
r324247,PRM/KA/RERA/1251/309/PR/071022/005303,Karnataka
r399668,PRM/KA/RERA/1251/308/PR/141022/005323,Karnataka
r376451, PRM/KA/RERA/1251/309/PR/280922/005282,Karnataka
r399785,PRM/KA/RERA/1251/309/PR/280922/005282,Karnataka
r400446,PRM/KA/RERA/1250/303/PR/041122/005401,Karnataka
r400999,PRM/KA/RERA/1251/310/PR/181022/005330,Karnataka
r401147,PRM/KA/RERA/1250/303/PR/181122/005480,Karnataka
r401648,TOR/PRM/KA/RERA/1251/310/PR/230120/001682,Karnataka
r402429,PRM/KA/RERA/1251/446/PR/191022/005340,Karnataka
r402451,PRM/KA/RERA/1251/446/PR/201222/005545,Karnataka
r402881,PRM/KA/RERA/1251/308/PR/101122/005438,Karnataka
r402904,PRM/KA/RERA/1251/446/PR/090123/005605,Karnataka
r403366,PRM/KA/RERA/1251/310/PR/150223/005721,Karnataka
r393040,PRM/KA/RERA/1251/446/PR/120123/005611 ,Karnataka
r403616,PRM/KA/RERA/1251/309/PR/220223/005748,Karnataka
r319527,PRM/KA/RERA/1251/309/PR/311222/005592,Karnataka
r319527,PRM/KA/RERA/1251/309/PR/311222/005591,Karnataka
r400446,PRM/KA/RERA/1250/303/PR/220223/005745,Karnataka
r404653,PRM/KA/RERA/1251/308/PR/080223/005697,Karnataka
r260370,PRM/KA/RERA/1251/446/PR/201222/005546,Karnataka
r406621,PRM/KA/RERA/1251/310/PR/120423/005862,Karnataka
r406774,PRM/KA/RERA/1251/310/PR/090323/005779,Karnataka
r383939,PRM/KA/RERA/1251/310/PR/100423/005857,Karnataka
r407744,PRM/KA/RERA/1251/310/PR/290323/005829,Karnataka
r309295,PRM/KA/RERA/1251/310/PR/080223/005693,Karnataka
r405318, PRM/KA/RERA/1251/446/PR/290423/005906,Karnataka
r409008,PRM/KA/RERA/1251/446/PR/220923/006283,Karnataka
r386996,PRM/KA/RERA/1251/446/PR/250423/005893,Karnataka
r402451,PRM/KA/RERA/1251/446/PR/050523/005911,Karnataka
r409985,PRM/KA/RERA/1257/334/PR/290423/005898,Karnataka
r217667,PRM/KA/RERA/1251/308/PR/090523/005915,Karnataka
r410449,PRM/KA/RERA/1251/446/PR/100823/006141,Karnataka
r411425,"PRM/KA/RERA/1251/446/PR/180723/006075		",Karnataka
r411449,PRM/KA/RERA/1251/308/PR/090623/005986,Karnataka
r411456,PRM/KA/RERA/1251/310/PR/300523/005959,Karnataka
r412165,PRM/KA/RERA/1251/310/PR/300623/006025,Karnataka
r412178,PRM/KA/RERA/1251/446/PR/100423/005855,Karnataka
r412453,PRM/KA/RERA/1268/378/PR/171019/000373,Karnataka
r301169,PRM/KA/RERA/1251/446/PR/130723/006055,Karnataka
r413562,PRM/KA/RERA/1251/308/PR/180723/006073,Karnataka
r396695,PRM/KA/RERA/1251/308/PR/240723/006087,Karnataka
r413742,PRM/KA/RERA/1251/309/PR/110823/006162,Karnataka
r413742,PRM/KA/RERA/1251/309/PR/110823/006163,Karnataka
r413980,PRM/KA/RERA/1251/472/PR/100823/006138,Karnataka
r403481,PRM/KA/RERA/1251/446/PR/220823/006195,Karnataka
r414755,PRM/KA/RERA/1251/308/PR/110823/006146,Karnataka
r414367,PRM/KA/RERA/1251/308/PR/020923/006223,Karnataka
r277213,PRM/KA/RERA/1251/308/PR/140923/006262,Karnataka
r415958,PRM/KA/RERA/1251/308/PR/200923/006277,Karnataka
r415961,PRM/KA/RERA/1257/334/PR/180823/006175,Karnataka
r409008,PRM/KA/RERA/1251/446/PR/200923/006271,Karnataka
r377796,PRM/KA/RERA/1251/446/PR/200923/006275,Karnataka
r416158,PRM/KA/RERA/1273/318/PR/220923/006288,Karnataka
r416159,PRM/KA/RERA/1251/309/PR/131023/006321,Karnataka
r416320,PRM/KA/RERA/1251/309/PR/200205/003253,Karnataka
r416670,PRM/KA/RERA/1251/310/PR/041023/006307,Karnataka
r396682,PRM/KA/RERA/1251/446/PR/240723/006088,Karnataka
r376451,PRM/KA/RERA/1251/309/PR/161023/006323,Karnataka
r417625,PRM/KA/RERA/1267/374/PR/101023/006309,Karnataka
r418319,PRM/KA/RERA/1251/446/PR/041123/006372,Karnataka
r418592,PRM/KA/RERA/1268/378/PR/091123/006396,Karnataka
r418742,PRM/KA/RERA/1251/308/PR/071123/006380,Karnataka
r418780,PRM/KA/RERA/1251/446/PR/091123/006409,Karnataka
r418789,PRM/KA/RERA/1251/309/PR/171123/006418,Karnataka
r189693,PRM/KA/RERA/1251/310/PR/200310/003331,Karnataka
r382970, PRM/KA/RERA/1251/309/PR/211011/004360 ,Karnataka
r8520,TOR/PRM/KA/RERA/1251/309/PR/211028/002104,Karnataka
r420447,PRM/KA/RERA/1257/334/PR/211223/006506,Karnataka
r420469,PRM/KA/RERA/1251/308/PR/231123/006426,Karnataka
r420665,PRM/KA/RERA/1251/308/PR/151223/006479,Karnataka
r387343,PRM/KA/RERA/1250/303/PR/151223/006485,Karnataka
r421530,PRM/KA/RERA/1251/310/PR/151223/006489,Karnataka
r8352,PRM/KA/RERA/1251/309/PR/290822/005198 ,Karnataka
r413381,PRM/KA/RERA/1251/446/PR/151223/006478,Karnataka
r421898,PRM/KA/RERA/1251/308/PR/160124/006546,Karnataka
r422149,PRM/KA/RERA/1251/309/PR/220124/006568,Karnataka
r422605,PRM/KA/RERA/1251/472/PR/050224/006611,Karnataka
r375494,PRM/KA/RERA/1250/303/PR/010722/005031,Karnataka
r422868,PRM/KA/RERA/1250/304/PR/150224/006622,Karnataka
r422935,PRM/KA/RERA/1251/446/PR/160224/006626,Karnataka
r422989,PRM/KA/RERA/1251/310/PR/300124/006594 ,Karnataka
r368750,PRM/KA/RERA/1251/308/PR/160224/006633,Karnataka
r424160,PRM/KA/RERA/1250/303/PR/301223/006525,Karnataka
r424433,PRM/KA/RERA/1250/304/PR/210324/006726,Karnataka
r424563,PRM/KA/RERA/1251/308/PR/280324/006766,Karnataka
r424462,PRM/KA/RERA/1251/310/PR/280324/006746,Karnataka
r425849,PRM/KA/RERA/1268/378/PR/060424/006776,Karnataka
r426150,PRM/KA/RERA/1251/446/PR/180424/006808,Karnataka
r426154,PRM/KA/RERA/1251/310/PR/180424/006787,Karnataka
r426518,PRM/KA/RERA/1251/446/PR/280324/006759,Karnataka
r306863,PRM/KA/RERA/1251/446/PR/060424/006780,Karnataka
r426710,PRM/KA/RERA/1250/304/PR/030524/006836,Karnataka
r426777,PRM/KA/RERA/1251/446/PR/190424/006813,Karnataka
r426783,PRM/KA/RERA/1251/309/PR/171014/000161,Karnataka
r426888,PRM/KA/RERA/1251/446/PR/180424/006788,Karnataka
r426925,PRM/KA/RERA/1251/308/PR/220424/006827,Karnataka
r426929,PRM/KA/RERA/1251/446/PR/220424/006831,Karnataka
r424173,PRM/KA/RERA/1251/309/PR/280324/006745,Karnataka
r427851,PRM/KA/RERA/1251/446/PR/210524/006924,Karnataka
r427979,PRM/KA/RERA/1251/309/PR/030524/006839,Karnataka
r427988,PRM/KA/RERA/1251/308/PR/180524/006892,Karnataka
r428706,PRM/KA/RERA/1257/334/PR/040524/006849,Karnataka
r428719,PRM/KA/RERA/1251/446/PR/170524/006883,Karnataka
r430075,PRM/KA/RERA/1251/446/PR/270824/006981,Karnataka
r430082,PRM/KA/RERA/1250/304/PR/180724/006943,Karnataka
r430213,PRM/KA/RERA/1251/310/PR/240724/006948,Karnataka
r397792, PRM/KA/RERA/1257/334/PR/240822/005188,Karnataka
r430722,PRM/KA/RERA/1251/308/PR/160724/006942,Karnataka
r367669,PRM/KA/RERA/1251/310/PR/020824/006955,Karnataka
r430976,PRM/KA/RERA/1250/301/PR/140524/006871,Karnataka
r430996,PRM/KA/RERA/1251/446/PR/080824/006965,Karnataka
r432183,PRM/KA/RERA/1251/308/PR/170824/006975,Karnataka
r402984,PRM/KA/RERA/1251/308/PR/040924/006986,Karnataka
r432547,PRM/KA/RERA/1251/308/PR/050924/006996,Karnataka
r432566,PRM/KA/RERA/1251/308/PR/160824/006973,Karnataka
r432721,PRM/KA/RERA/1251/472/PR/090824/006967,Karnataka
r433263,PRM/KA/RERA/1251/446/PR/190924/007048,Karnataka
r433268,PRM/KA/RERA/1251/310/PR/200924/007054,Karnataka
r433359,PRM/KA/RERA/1251/309/PR/170924/007026,Karnataka
r433734,PRM/KA/RERA/1251/446/PR/200924/007055,Karnataka
r433742,PRM/KA/RERA/1251/446/PR/300924/007105,Karnataka
r433778,PRM/KA/RERA/1251/446/PR/051024/007125,Karnataka
r433805,PRM/KA/RERA/1250/301/PR/251024/007178 ,Karnataka
r434195,PRM/KA/RERA/1257/334/PR/011024/007106,Karnataka
r434202,PRM/KA/RERA/1257/334/PR/260924/007081,Karnataka
r434412,PRM/KA/RERA/1251/310/PR/250924/007066,Karnataka
r435494,PRM/KA/RERA/1251/472/PR/251024/007176,Karnataka
r426628,PRM/KA/RERA/1251/310/PR/050924/006995,Karnataka
r319371,PRM/KA/RERA/1251/446/PR/040924/006987,Karnataka
