state,unmatched_registration_number
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA08691/300621
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA08929/210821
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA09760/310122
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA09976/280322
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA10099/280422
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA10375/A1M/130323
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA10483/A1M/210923
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA11099/291222
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA11599/150423
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA11761/120523
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12162/180823
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12198/290823
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12207/310823
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12432/121023
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12447/131023
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12573/011123
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12715/161123
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/MAA12948/170224/310127
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA00493/171017
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA04138/271118
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07053/EX1/230724/310525
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07338/140820
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07393/280820
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA07650/091120
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA08400/030521
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA08686/280621
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09078/200921
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09268/301021
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09387/301121
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09534/241221
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA09578/271221
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA10769/131022
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA10898/111122
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA11316/030323
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA11720/050523
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA12069/040723
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA12448/131023
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/RAA13290/090424/300428
Gujarat,PR/GJ/AHMEDABAD/AHMEDABADCITY/Others/MAA10450/140722
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13008/210224/300627
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13809/080724/311228
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13821/080724/300328
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13907/290724/311227
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14211/300924/300628
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14399/121124/310328
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14409/141124/310728
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14658/070125/311228
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MN187AA10087/150922
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MN292AA10192/020123
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RAA13665/100624/310329
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/RN49AA09949/310522
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MAA14610/301224/301228
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/MN96AA09996/270622
Gujarat,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Urban Development Authority/RAA12729/030124/300627
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/MAA13311/120424/311229
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/MN174AA10074/090922
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/MN174AA10074/A1M/201223
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AhmedabadMunicipalCorporation/RAA13853/160724/311229
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00039/310817
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00218/210917
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA08016/060221
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA09817/150222
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA10397/050722
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA10524/010822
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA10524/A1M/290124/311225
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA11474/160323
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00340/EX1/200219
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00427/131017
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00577/021117
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01518/030218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01519/030218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01522/EX1/311218
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA08011/EX1/260224/280225  View scanned Document
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA10949/191122
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11288/020323
Gujarat,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA11972/190623
Gujarat,PR/GJ/AHMEDABAD/SANAND/AHMEDABAD URBAN DEVELOPMENT AUTHORITY/MAA12900/080224/300627
Gujarat,PR/GJ/AHMEDABAD/SANAND/Ahmedabad Urban Development Authority/MAA13079/060324/311227
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA01865/A1M/031219
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA05754/A1M/101120
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA07874/050121
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA08630/170621
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09148/111021
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09251/291021
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09396/011221
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA09626/A1M/080422
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA10293/A1M/140323
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA11869/290523
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA11896/020623
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA12621/101123
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/PAA00361/061017
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06528/EX1/280922
Gujarat,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA06528/EX2/010223
Gujarat,PR/GJ/ANAND/ANAND/Others/RAA11392/060323
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA00673/EX1/071218
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA01279/A1M/010921
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA01279/A1M/EX1/030424/270125
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/MAA09056/150921
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MN330AA10230/310323
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MN38AA09938/230522
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13092/A1R/141024/300628
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13673/120624/311227
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA14134/180924/300928
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA10275/201223/311229
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12154/A1M/260924/310727
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12906/120224/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12917/120224/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA12925/120224/311028
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA13377/230424/311228
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/MAA14215/031024/310328
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/RAA13500/140524/311227
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarMunicipalCorporation/RN363AA10263/181023
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GandhinagarUrbanDevelopmentAuthority/RAA13603/310524/311230
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/GIFTUrbanDevelopmentAuthority/RAA13206/300324/311230
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA03405/A1M/EX1/040522
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA07212/A1M/060421
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA09919/A1M/180423
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA05158/EX1/180924/290925
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA07301/100820
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA09000/070921
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA09353/221121
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA10315/130622
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA10931/161122
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA11904/030623
Gujarat,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA12307/250923
Gujarat,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA00455/141017
Gujarat,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA00507/A1R/280921
Gujarat,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA09873/280222
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA02764/310518
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA06320/111119
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA09560/261221
Gujarat,PR/GJ/SURAT/CHORASI/SUDA/RAA10610/300822
Gujarat,PR/GJ/SURAT/SURAT CITY/Others/RAA11954/130623
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA06106/260919
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA06106/A1R/281221
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/MAA11704/020523
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA02816/A1R/EX1/121022
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA03127/090718
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA10183/110522
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA11888/020623
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12080/050723
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12102/060723
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12269/010923
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12531/251023
Gujarat,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12759/080124/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA05733/A1R/310524/301124
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA12987/200224/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13529/200524/101029
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA14333/281024/311229
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN107AA10007/A1R/271023
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN15AA09915/250422
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN194AA10094/190922
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN198AA10098/220922
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN198AA10098/A1R/200323
Gujarat,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN247AA10147/121122
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA10670/190922
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA11565/060423
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA12201/290823
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/MAA12331/290923
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA00162/A1R/EX2/310824/311224
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA02816/A1R/170519
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA02816/EX2/EX1/191023
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA03437/180918
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA05733/160719
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA05825/030819
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA06461/121219
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA07721/A1R/260523
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA09293/031121
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA10615/020922
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA11757/120523
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA11763/150523
Gujarat,PR/GJ/SURAT/SURATCITY/SUDA/RAA12192/280823
Gujarat,PR/GJ/SURAT/SURATCITY/SuratMunicipalCorporation/RAA09744/A1R/130524/311228
Gujarat,PR/GJ/SURAT/SURATCITY/SuratMunicipalCorporation/RAA13184/270324/300627
Gujarat,PR/GJ/SURAT/SURATCITY/SuratMunicipalCorporation/RAA13516/160524/310327
Gujarat,PR/GJ/SURAT/SURATCITY/SuratMunicipalCorporation/RAA14070/020924/311229
Gujarat,PR/GJ/SURAT/SURATCITY/SuratMunicipalCorporation/RN35AA09935/180522
Gujarat,PR/GJ/SURAT/SURATCITY/SuratMunicipalCorporation/RN8AA09908/180422
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA03285/A1M/020221
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA03714/161018
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA06262/251019
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA06265/251019
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA06523/261219
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA06618/130120
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA07038/220520
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA08178/100321
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA08279/310321
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA08303/060421
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA08305/060421
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA08361/220421
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA09046/140921
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA09471/141221
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA09671/050122
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA10447/140722
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA10620/020922
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA10716/300922
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA10731/041022
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA10853/271022
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA11046/171222
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA11204/160123
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA11982/200623
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12311/250923
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12418/111023
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12461/161023
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12623/101123
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12644/161123
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12742/030124/311229
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12780/170124/311229
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12846/030224/311229
Gujarat,PR/GJ/VADODARA/VADODARA/Others/MAA12875/070224/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA00378/EX2/310323
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA00703/EX1/210119
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA00704/EX3/130723
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA01827/030318
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA01919/070318
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA03897/301018
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA05800/260719
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA07711/261120
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA08120/250221
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA08200/170321
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA08482/210521
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA08692/300621
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09095/EX1/280324/310724
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09124/011021
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09215/221021
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09243/291021
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09326/EX1/160524/300625
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09674/050122
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA09922/A1R/270923
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10185/A1R/050123
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10295/080622
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10362/270622
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10426/130722
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10540/060822
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10567/200822
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10768/131022
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10797/171022
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10899/111122
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA10922/141122
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA11019/121222
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA11084/281222
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA11287/020323
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA11391/040323
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA11484/170323
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12033/280623
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12335/290923
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12425/121023
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12499/211023
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12537/261023
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12544/261023
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12636/161123
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA12954/190224/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA13025/230224/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Others/RAA13062/040324/311224
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/MAA10623/A1M/240724/310329
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/MAA14047/280824/311226
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/MN211AA10111/031022
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA10828/A1R/220724/311227
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13446/040524/311229
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13636/060624/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA13857/220724/311229
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RAA14096/050924/300628
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RN52AA09952/010622
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA12854/030224/311228
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA13754/290624/311229
Gujarat,PR/GJ/VADODARA/VADODARA/Vadodara Urban Development Authority/RAA14594/301224/311229
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/MAA13711/250624/300929
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/RAA12914/120224/311228
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/RAA13515/160524/310328
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/RAA13578/240524/311228
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/RAA13610/030624/300628
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/RAA13658/100624/311226
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/RAA13856/220724/311229
Gujarat,PR/GJ/VADODARA/VADODARA/VadodaraMunicipalCorporation/RN348AA10248/080523
Gujarat,PR/GJ/VADODARA/VAGHODIA/Others/MAA09585/271221
Gujarat,PR/GJ/VADODARA/VAGHODIA/Others/RAA07857/040121
Gujarat,PR/GJ/VADODARA/VAGHODIA/Others/RAA11052/171222
Gujarat,PR/GJ/VALSAD/PARDI/Others/MAA11400/060323
Gujarat,PR/GJ/VALSAD/PARDI/Others/RAA09562/261221
Gujarat,PR/GJ/VALSAD/PARDI/Others/RAA10021/130422
Gujarat,PR/GJ/VALSAD/PARDI/Others/RAA10449/140722
Gujarat,PR/GJ/VALSAD/PARDI/Others/RAA11333/030323
Gujarat,PR/VADODARA/VADODARA/GUJRERA/230529/014768
Rajasthan,RAJ/P/2017/001
Rajasthan,RAJ/P/2017/019
Rajasthan,RAJ/P/2017/027
Rajasthan,RAJ/P/2017/031
Rajasthan,RAJ/P/2017/041
Rajasthan,RAJ/P/2017/067
Rajasthan,RAJ/P/2017/085
Rajasthan,RAJ/P/2017/087
Rajasthan,RAJ/P/2017/100
Rajasthan,RAJ/P/2017/150
Rajasthan,RAJ/P/2017/157
Rajasthan,RAJ/P/2017/158
Rajasthan,RAJ/P/2017/162
Rajasthan,RAJ/P/2017/164
Rajasthan,RAJ/P/2017/169
Rajasthan,RAJ/P/2017/202
Rajasthan,RAJ/P/2017/209
Rajasthan,RAJ/P/2017/213
Rajasthan,RAJ/P/2017/244
Rajasthan,RAJ/P/2017/298
Rajasthan,RAJ/P/2017/329
Rajasthan,Raj/P/2017/341
Rajasthan,RAJ/P/2017/345
Rajasthan,RAJ/P/2017/399
Rajasthan,RAJ/P/2017/412
Rajasthan,RAJ/P/2017/448
Rajasthan,RAJ/P/2017/532
Rajasthan,RAJ/P/2018/676
Rajasthan,RAJ/P/2018/728
Rajasthan,RAJ/P/2018/779
Rajasthan,RAJ/P/2018/869
Rajasthan,RAJ/P/2019/1073
Rajasthan,RAJ/P/2019/1116
Rajasthan,RAJ/P/2019/1116
Rajasthan,RAJ/P/2019/884
Rajasthan,RAJ/P/2019/915
Rajasthan,RAJ/P/2020/1180
Rajasthan,RAJ/P/2020/1220
Rajasthan,RAJ/P/2020/1221
Rajasthan,RAJ/P/2020/1266
Rajasthan,RAJ/P/2020/1339
Rajasthan,RAJ/P/2020/1364
Rajasthan,RAJ/P/2020/1390
Rajasthan,RAJ/P/2020/1402
Rajasthan,RAJ/P/2021/1450
Rajasthan,RAJ/P/2021/1473
Rajasthan,RAJ/P/2021/1698
Rajasthan,RAJ/P/2021/1712
Rajasthan,RAJ/P/2021/1753
Rajasthan,RAJ/P/2021/1778
Rajasthan,RAJ/P/2022/1819
Rajasthan,RAJ/P/2022/1834
Rajasthan,RAJ/P/2022/1836
Rajasthan,RAJ/P/2022/1884
Rajasthan,RAJ/P/2022/1927
Rajasthan,RAJ/P/2022/1953
Rajasthan,RAJ/P/2022/1977
Rajasthan,RAJ/P/2022/2000
Rajasthan,RAJ/P/2022/2024
Rajasthan,RAJ/P/2022/2028
Rajasthan,RAJ/P/2022/2099
Rajasthan,RAJ/P/2022/2147
Rajasthan,RAJ/P/2022/2208
