XID,region,proj_name,magicbricks.com link,housing.com link,squareyards.com link
405318,Bangalore,Prestige Lavender Fields,https://www.magicbricks.com/prestige-lavender-fields-varthur-bangalore-pdpid-4d4235343037333135,https://housing.com/in/buy/projects/page/294617-prestige-lavender-fields-by-prestige-estates-projects-ltd-in-varthur,https://www.squareyards.com/bangalore-residential-property/prestige-lavender-fields/221459/project
427026,Bangalore,Axis Oaklyn,https://www.magicbricks.com/axis-oaklyn-yelahanka-bangalore-pdpid-4d4235343233393531,https://housing.com/in/buy/projects/page/318935-axis-oaklyn-by-axis-concept-construction-ltd-in-yelahanka,https://www.squareyards.com/bangalore-residential-property/axis-oaklyn/246767/project
399073,Bangalore,SBR Minara,https://www.magicbricks.com/sbr-minara-bidarahalli-bangalore-pdpid-4d4235333336373733,https://housing.com/in/buy/projects/page/284680-sbr-minara-by-sbr-group-in-k-r-puram,https://www.squareyards.com/bangalore-residential-property/sbr-minara/204785/project
426628,Bangalore,Promise of Spring,https://www.magicbricks.com/assetz-promise-of-spring-devanahalli-bangalore-pdpid-4d4235343234313139,https://housing.com/in/buy/projects/page/319203-promise-of-spring-by-assetz-property-group-in-devanahalli,https://www.squareyards.com/bangalore-residential-property/assetz-promise-of-spring/246863/project
366854,Bangalore,Arvind Bel Air,https://www.magicbricks.com/arvind-bel-air-yelahanka-bangalore-pdpid-4d4235313838373436,https://housing.com/in/buy/projects/page/235442-arvind-bel-air-by-arvind-smartspaces-ltd-in-vidyaranyapura,https://www.squareyards.com/bangalore-residential-property/arvind-bel-air/101291/project
426925,Bangalore,RRL Palacio,https://www.magicbricks.com/rrl-palacio-sarjapur-bangalore-pdpid-4d4235343231303737,https://housing.com/in/buy/projects/page/320100-rrl-palacio-by-rrl-builders-and-developers-pvt-ltd-in-sarjapur,https://www.squareyards.com/bangalore-residential-property/rrl-palacio/247218/project
386352,Mumbai Thane,Thanekar Palacio,https://www.magicbricks.com/thanekar-paradise-badlapur-beyond-thane-pdpid-4d4235313530353939,https://housing.com/in/buy/projects/page/301428-thanekar-palacio-by-thanekar-group-in-badlapur-east,https://www.squareyards.com/thane-residential-property/thanekar-palacio/141930/project
379927,Mumbai,Prescon Midtown Bay,https://www.magicbricks.com/rising-sun-midtown-bay-mahim-mumbai-pdpid-4d4235343131323637,https://housing.com/in/buy/projects/page/263411-prescon-midtown-bay-by-prescon-realtors-in-mahim,https://www.squareyards.com/mumbai-residential-property/prescon-midtown-bay/111905/project
425506,Bangalore,Casagrand Amor,https://www.magicbricks.com/casagrand-amor-begur-bangalore-pdpid-4d4235343139353333,https://housing.com/in/buy/projects/page/317933-casagrand-amor-by-casagrand-builder-private-limited-in-begur,https://www.squareyards.com/bangalore-residential-property/casagrand-amor/246140/project
384290,Bangalore,Godrej Park Retreat,https://www.magicbricks.com/godrej-park-retreat-sarjapur-road-bangalore-pdpid-4d4235333236323037,https://housing.com/in/buy/projects/page/335465-godrej-park-retreat-by-godrej-properties-ltd-in-chikkakannalli,https://www.squareyards.com/bangalore-residential-property/godrej-park-retreat/115887/project
410150,Bangalore,Sumuk Square,https://www.magicbricks.com/sumuk-square-vidyaranyapura-bangalore-pdpid-4d4235343137353631,https://housing.com/in/buy/projects/page/297822-sumuk-square-by-sumuk-projects-in-vidyaranyapura,https://www.squareyards.com/bangalore-residential-property/sumuk-square/220654/project
141819,Bangalore,Baldota Thumbprint,https://www.magicbricks.com/thumbprint-vidyaranyapura-bangalore-pdpid-4d4235303430343339,https://housing.com/in/buy/projects/page/15523-baldota-brothers-thumbprint-by-baldota-brothers-in-vaderahalli,https://www.squareyards.com/bangalore-residential-property/baldota-thumbprint-villas/19030/project
429182,Navi Mumbai,The Olympia,https://www.magicbricks.com/the-olympia-panvel-navi-mumbai-pdpid-4d4235343234373539,https://housing.com/in/buy/projects/page/325271-kalpana-the-olympia-by-kalpana-struct-con-in-new-panvel-east,https://www.squareyards.com/navi-mumbai-residential-property/kalpana-the-olympia/251900/project
427907,Bangalore,Brigade Insignia,https://www.magicbricks.com/brigade-insignia-yelahanka-bangalore-pdpid-4d4235343231333037,https://housing.com/in/buy/projects/page/322177-brigade-insignia-by-brigade-enterprises-ltd-in-yelahanka,https://www.squareyards.com/bangalore-residential-property/brigade-insignia/248548/project
324633,Bangalore,Purva Atmosphere,https://www.magicbricks.com/purva-atmosphere-thanisandra-main-road-bangalore-pdpid-4d4235313238383839,https://housing.com/in/buy/projects/page/171698-purva-atmosphere-by-puravankara-limited-in-rk-hegde-nagar,https://www.squareyards.com/bangalore-residential-property/puravankara-purva-atmosphere/29974/project
438221,Bangalore,VKK Grand,https://www.magicbricks.com/vkk-grand-horamavu-bangalore-pdpid-4d4235343236343531,https://housing.com/in/buy/projects/page/343390-venky-vkk-grand-by-venky-karthik-group-in-horamavu,https://www.squareyards.com/bangalore-residential-property/vkk-grand/324746/project
392369,Bangalore,DSR Highland Greenz,https://www.magicbricks.com/dsr-highland-greenz-sarjapur-road-bangalore-pdpid-4d4235333333383131,https://housing.com/in/buy/projects/page/277439-dsr-highland-greenz-by-dsr-infrastructure-pvt-ltd-in-chikkakannalli,https://www.squareyards.com/bangalore-residential-property/dsr-highland-greenz/113071/project
425507,Bangalore,DS Max Sky Blossom,https://www.magicbricks.com/ds-max-sky-blossom-begur-bangalore-pdpid-4d4235343139383531,https://housing.com/in/buy/projects/page/318854-ds-max-sky-blossom-by-dsmax-properties-private-limited-in-begur,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-blossom/246459/project
433805,Bangalore,DS MAX Sky Sisira,https://www.magicbricks.com/ds-max-sky-sisira-rajanukunte-bangalore-pdpid-4d4235343235333531,https://housing.com/in/buy/projects/page/335538-ds-max-sky-sisira-by-dsmax-properties-private-limited-in-kasuvanahalli,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-sisira/323726/project
416670,Bangalore,Casagrand Flamingo,https://www.magicbricks.com/casagrand-flamingo-hsr-layout-bangalore-pdpid-4d4235343137333431,https://housing.com/in/buy/projects/page/308161-casagrand-flamingo-by-casagrand-builder-private-limited-in-hsr-layout,https://housing.com/in/buy/projects/page/308161-casagrand-flamingo-by-casagrand-builder-private-limited-in-hsr-layout
397833,Bangalore,Brigade Horizon,https://www.magicbricks.com/brigade-horizon-mysore-road-bangalore-pdpid-4d4235303330353932,https://housing.com/in/buy/projects/page/283126-brigade-horizon-by-brigade-enterprises-ltd-in-kumbalgodu,https://www.squareyards.com/bangalore-residential-property/brigade-horizon/175481/project
422868,Bangalore,DS Max Sky Samurai,https://www.magicbricks.com/ds-max-sky-samurai-soukya-road-bangalore-pdpid-4d4235343139323835,https://housing.com/in/buy/projects/page/316282-ds-max-sky-samurai-by-dsmax-properties-private-limited-in-kacharakanahallibisnahalli,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-samurai/244584/project
397983,Bangalore,Pavani Mirabilia,https://www.magicbricks.com/pavani-mirabilia-whitefield-bangalore-pdpid-4d4235333336373735,https://housing.com/in/buy/projects/page/284649-pavani-mirabilia-by-pavani-group-in-k-r-puram,https://www.squareyards.com/bangalore-residential-property/pavani-mirabilia/180232/project
429184,Bangalore,Nava Vajra,https://www.magicbricks.com/nava-vajra-horamavu-bangalore-pdpid-4d4235343232373233,https://housing.com/in/buy/projects/page/321041-nava-vajra-by-nava-jyothi-developers-in-horamavu,https://www.squareyards.com/bangalore-residential-property/nava-vajra/247743/project
402429,Bangalore,Mathapathi Grand Field,https://www.magicbricks.com/mathapathi-grand-field-gunjur-bangalore-pdpid-4d4235333235373735,https://housing.com/in/buy/projects/page/287002-mathapathi-grand-field-by-mathapathi-constructions-pvt-ltd-in-gunjur,https://www.squareyards.com/bangalore-residential-property/mathapathi-grand-field/220875/project
433863,Navi Mumbai,Kamdhenu Crown,https://www.magicbricks.com/kamdhenu-crown-sanpada-navi-mumbai-pdpid-4d4235343234363237,https://housing.com/in/buy/projects/page/334949-kamdhenu-crown-by-kamdhenu-devkrupa-realtors-llp-in-vashi,https://www.squareyards.com/navi-mumbai-residential-property/kamdhenu-crown/312364/project
422558,Mumbai,Godrej Reserve,https://www.magicbricks.com/godrej-reserve-kandivali-east-mumbai-pdpid-4d4235343139303931,https://housing.com/in/buy/projects/page/315509-godrej-reserve-by-godrej-properties-ltd-in-kandivali-east,https://www.squareyards.com/mumbai-residential-property/godrej-reserve-kandivali/243614/project
386994,Bangalore,Sumadhura Aspire Amber,https://www.magicbricks.com/sumadhura-aspire-amber-whitefield-bangalore-pdpid-4d4235333332383135,https://housing.com/in/buy/projects/page/274997-sumadhura-aspire-amber-by-sumadhura-infracon-pvt-ltd-in-bidare-agraha,https://www.squareyards.com/bangalore-residential-property/sumadhura-aspire-amber/123784/project
393857,Bangalore,Puravankara Purva Park Hill,https://www.magicbricks.com/purva-park-hill-kanakapura-road-bangalore-pdpid-4d4235333336373333,https://housing.com/in/buy/projects/page/278974-purva-park-hill-wing-a-by-puravankara-limited-in-nettigere,https://www.squareyards.com/bangalore-residential-property/purva-park-hill/159844/project
419794,Bangalore,Trishul Happy Homes Varenya,https://www.magicbricks.com/happy-homes-varenya-sarjapur-road-bangalore-pdpid-4d4235343139303039,https://housing.com/in/buy/projects/page/312311-trishul-happy-homes-varenya-by-trishul-builders-and-promoters-in-sarjapur,https://www.squareyards.com/bangalore-residential-property/trishul-happy-homes/196186/project
418319,Bangalore,Brigade Sanctuary,https://www.magicbricks.com/brigade-sanctuary-sarjapur-road-bangalore-pdpid-4d4235343137383531,https://housing.com/in/buy/projects/page/309884-brigade-sanctuary-by-brigade-enterprises-ltd-in-hegondanahalli,https://www.squareyards.com/bangalore-residential-property/brigade-sanctuary/234550/project
432543,Bangalore,Sattva Lumina,https://www.magicbricks.com/sattva-lumina-yelahanka-bangalore-pdpid-4d4235343233343537,https://housing.com/in/buy/projects/page/329613-sattva-lumina-by-sattva-group-in-rajanukunte,https://www.squareyards.com/bangalore-residential-property/sattva-lumina/308457/project
429486,Mumbai,Claremont by Origin,https://www.magicbricks.com/origin-claremont-dindoshi-mumbai-pdpid-4d4235343230393333,https://housing.com/in/buy/projects/page/321522-claremont-by-origin-corp-in-goregaon-east,https://www.squareyards.com/mumbai-residential-property/origin-claremont/248152/project
420665,Bangalore,Grand La Palazzo,https://www.magicbricks.com/grand-lapalazzo-sarjapur-road-bangalore-pdpid-4d4235343231363331,https://housing.com/in/buy/projects/page/312330-grand-la-palazzo-by-tbc-homes-infra-corp-in-bommasandra,https://www.squareyards.com/bangalore-residential-property/tbc-grand-la-palazzo/237699/project
430928,Mumbai,Zodiac Anjaneshwar,https://www.magicbricks.com/zodiac-anjaneshwar-vile-parle-east-mumbai-pdpid-4d4235343139393139,https://housing.com/in/buy/projects/page/315118-zodiac-anjaneshwar-by-zodiac-ventures-in-andheri-east,https://www.squareyards.com/mumbai-residential-property/zodiac-anjaneshwar/312319/project
430996,Bangalore,Pride Euphora,https://www.magicbricks.com/pride-euphora-k-r-puram-bangalore-pdpid-4d4235343232373937,https://housing.com/in/buy/projects/page/329603-pride-euphora-by-pride-group-in-k-r-puram,https://www.squareyards.com/bangalore-residential-property/pride-euphora/307500/project
428931,Bangalore,Saranya Swarovski,https://www.magicbricks.com/saranya-swarovski-whitefield-bangalore-pdpid-4d4235343233393239,https://housing.com/in/buy/projects/page/322212-saranya-swarovski-by-saranya-properties-pvt-ltd-in-whitefield,https://www.squareyards.com/bangalore-residential-property/saranya-swarovski/248682/project
427769,Bangalore,Sattva Green Groves,https://www.magicbricks.com/sattva-green-groves-nelamangala-road-bangalore-pdpid-4d4235343231303433,https://housing.com/in/buy/projects/page/321069-sattva-green-groves-by-sattva-group-in-nelamangala,https://www.squareyards.com/bangalore-residential-property/sattva-green-groves/247757/project
413382,Bangalore,Shriram Solitaire,https://www.magicbricks.com/shriram-solitaire-yelahanka-new-town-bangalore-pdpid-4d4235343036333233,https://housing.com/in/buy/projects/page/289533-shriram-solitaire-by-shriram-properties-limited-in-yelahanka-new-town,https://www.squareyards.com/bangalore-residential-property/shriram-solitaire/225557/project
386987,Bangalore,DS Max Sukruth,https://www.magicbricks.com/ds-max-sukruth-chandapura-bangalore-pdpid-4d4235333236363035,https://housing.com/in/buy/projects/page/273414-ds-max-sukruth-by-dsmax-properties-private-limited-in-attibele,https://www.squareyards.com/bangalore-residential-property/ds-max-sukruth/129926/project
409341,Bangalore,Folium By Sumadhura Phase 2,https://www.magicbricks.com/folium-by-sumadhura-phase-2-whitefield-bangalore-pdpid-4d4235343036313433,https://housing.com/in/buy/projects/page/298094-sumadhura-folium-phase-ii-by-sumadhura-infracon-pvt-ltd-in-whitefield,https://www.squareyards.com/bangalore-residential-property/sumadhura-folium/123774/project
403481,Bangalore,Brigade Calista,https://www.magicbricks.com/brigade-calista-phase-1-budigere-cross-bangalore-pdpid-4d4235333932373137,https://housing.com/in/buy/projects/page/305764-brigade-calista-by-brigade-enterprises-ltd-in-cheemasandra,https://www.squareyards.com/bangalore-residential-property/brigade-calista/215865/project
416159,Bangalore,Lodha Mirabelle,https://www.magicbricks.com/lodha-mirabelle-thanisandra-bangalore-pdpid-4d4235343137343437,https://housing.com/in/buy/projects/page/309029-lodha-mirabelle-by-lodha-group-in-sinthan-nagar,https://www.squareyards.com/bangalore-residential-property/lodha-mirabelle/233846/project
334081,Bangalore,Provident Capella,https://www.magicbricks.com/provident-capella-whitefield-bangalore-pdpid-4d4235313235313335,https://housing.com/in/buy/projects/page/255660-provident-capella-by-provident-housing-limited-in-thirumalashettyhally,https://www.squareyards.com/bangalore-residential-property/provident-capella/10632/project
403616,Bangalore,DS Max Shreshta,https://www.magicbricks.com/ds-max-shresta-bellahalli-bangalore-pdpid-4d4235333933383933,https://housing.com/in/buy/projects/page/294253-ds-max-shresta-by-dsmax-properties-private-limited-in-kannuru,https://www.squareyards.com/bangalore-residential-property/ds-max-shresta/217421/project
1184,Mumbai Thane,Rumah Bali,https://www.magicbricks.com/puraniks-rumah-bali-ghodbunder-road-thane-pdpid-4d4235303731303935,https://housing.com/in/buy/projects/page/33138-puraniks-rumah-bali-by-puraniks-builders-pvt-ltd-in-thane-west,https://www.squareyards.com/thane-residential-property/puranik-rumah-bali/5388/project
