XID,URL,Name,Price
r28872,https://www.magicbricks.com/casa-lakeside-padra-road-vadodara-pdpid-4d4235303732393939,Casa Lakeside,Rs 31.8 Lac - Rs 35.1 Lac
r384531,https://www.magicbricks.com/park-platinum-makar-pura-vadodara-pdpid-4d4235333933333733,Park Platinum,Call For Price
r428444,https://www.magicbricks.com/sameera-spring-dale-nenmeli-chennai-pdpid-4d4235343232333139,Sameera Spring Dale,Rs 17.3 Lac - Rs 69.4 Lac
r397582,https://www.magicbricks.com/om-sree-gallaxy-kompally-hyderabad-pdpid-4d4235333335333835,Om Sree Gallaxy,Call For Price
r429439,https://www.magicbricks.com/juhi-empressa-sanpada-navi-mumbai-pdpid-4d4235343231393535,Juhi Empressa,Rs 2.13 Cr - Rs 4.42 Cr
r437229,https://www.magicbricks.com/lucky-homes-palm-court-sector-1-noida-extension-greater-noida-pdpid-4d4235323436303831,Lucky Homes Palm Court Sector 1,Rs 99.2 Lac - Rs 1.39 Cr
r394131,https://www.magicbricks.com/rg-luxury-homes-phase-2-noida-extension-greater-noida-pdpid-4d4235333332383933,RG Luxury Homes Phase 2,Rs 1.04 Cr Onwards
r428050,https://www.magicbricks.com/l-and-t-realty-seawoods-west-manor-tower-a-and-b-nerul-navi-mumbai-pdpid-4d4235343231373531,L and T Realty Seawoods West Manor Tower A and B,Rs 2.23 Cr - Rs 3.51 Cr
r319245,https://www.magicbricks.com/eden-solaris-city-serampore-serampore-kolkata-pdpid-4d4235313332393133,Eden Solaris City Serampore,Rs 18.0 Lac - Rs 30.1 Lac
r148925,https://www.magicbricks.com/tcp-south-sholinganallur-chennai-pdpid-4d4235313434343237,TCP South,Rs 89.6 Lac - Rs 1.09 Cr
r338449,https://www.magicbricks.com/sameera-new-vision-township-east-tambaram-chennai-pdpid-4d4235313830373037,Sameera New Vision Township,Rs 33.0 Lac - Rs 1.32 Cr
r415216,https://www.magicbricks.com/sampada-central-residency-ibrahimpatnam-hyderabad-pdpid-4d4235343231343139,Sampada Central Residency,Rs 29.2 Lac - Rs 87.1 Lac
r423533,https://www.magicbricks.com/krish-skylar-kudasan-gandhinagar-pdpid-4d4235343233303339,Krish Skylar,Rs 1.75 Cr - Rs 2.60 Cr
r402990,https://www.magicbricks.com/shriram-pristine-estates-doddaballapur-main-road-bangalore-pdpid-4d4235343135313537,Shriram Pristine Estates,Call For Price
r377839,https://www.magicbricks.com/vasavi-metropolis-uppal-hyderabad-pdpid-4d4235323734303539,Vasavi Metropolis,Rs 62.8 Lac - Rs 1.22 Cr
r415823,https://www.magicbricks.com/earthwork-sky-breeze-baguiati-kolkata-pdpid-4d4235343136393735,Earthwork Sky Breeze,Call For Price
r433502,https://www.magicbricks.com/samridhi-residency-by-r-tech-group-mansarovar-extension-jaipur-pdpid-4d4235343233383931,Samridhi Residency by R Tech Group,Rs 57.8 Lac - Rs 1.04 Cr
r399375,https://www.magicbricks.com/amarnath-river-nest-charholi-budruk-pune-pdpid-4d4235333337303831,Amarnath River Nest,Call For Price
r102620,https://www.magicbricks.com/moti-city-modinagar-ghaziabad-pdpid-4d4235303734313032,Moti City,Rs 41.0 Lac - Rs 60.0 Lac
r410327,https://www.magicbricks.com/arkade-nest-mulund-west-mumbai-pdpid-4d4235343038373337,Arkade Nest,Rs 1.42 Cr - Rs 2.51 Cr
r346727,https://www.magicbricks.com/shree-sai-nirman-dream-city-ahmed-nagar-shirdi-pdpid-4d4235313339373931,Shree Sai Nirman Dream City,Call For Price
r404257,https://www.magicbricks.com/sujay-sierra-bachupally-hyderabad-pdpid-4d4235343231313137,Sujay Sierra,Call For Price
r422583,https://www.magicbricks.com/signature-global-de-luxe-dxp-sector-37d-gurgaon-pdpid-4d4235343139383533,Signature Global DE LUXE DXP,Rs 4.24 Cr - Rs 6.30 Cr
r419936,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,Godrej Aristocrat,Rs 3.34 Cr - Rs 8.16 Cr
r420989,https://www.magicbricks.com/lansum-elena-kokapet-hyderabad-pdpid-4d4235343138373339,Lansum Elena,Rs 2.90 Cr - Rs 4.15 Cr
r338117,https://www.magicbricks.com/dsr-parkway-sarjapur-road-bangalore-pdpid-4d4235313335363533,DSR Parkway,Rs 1.10 Cr - Rs 1.62 Cr
r399668,https://www.magicbricks.com/gvsk-chandrika-paradise-anekal-bangalore-pdpid-4d4235333538323735,GVSK Chandrika Paradise,Call For Price
r417507,https://www.magicbricks.com/atharva-nagari-8-pipla-nagpur-pdpid-4d4235343137363935,Atharva Nagari 8,Call For Price
r377402,https://www.magicbricks.com/kwality-waterside-phase-i-rajarhat-kolkata-pdpid-4d4235333235333535,Kwality Waterside Phase I,Call For Price
r407069,https://www.magicbricks.com/swagath-jubilant-isnapur-hyderabad-pdpid-4d4235343233323837,Swagath Jubilant,Call For Price
r385328,https://www.magicbricks.com/prestige-trident-lb-nagar-hyderabad-pdpid-4d4235333336333031,Prestige Trident,Call For Price
r375649,https://www.magicbricks.com/lansum-el-dorado-narsingi-hyderabad-pdpid-4d4235333236303539,Lansum EL Dorado,Rs 1.71 Cr - Rs 2.24 Cr
r303427,https://www.magicbricks.com/vijaya-aquagreen-abbigere-bangalore-pdpid-4d4235313132373835,Vijaya Aquagreen,Rs 36.5 Lac - Rs 50.0 Lac
r409762,https://www.magicbricks.com/infinity-icon-panvel-navi-mumbai-pdpid-4d4235343132393037,Infinity Icon,Rs 33.6 Lac - Rs 66.8 Lac
r429659,https://www.magicbricks.com/purvanchal-royal-atlantis-sultanpur-road-lucknow-pdpid-4d4235343232343831,Purvanchal Royal Atlantis,Call For Price
r247113,https://www.magicbricks.com/hero-homes-mohali-sector-88-mohali-pdpid-4d4235303836323837,Hero Homes Mohali,Rs 1 Cr - Rs 1.64 Cr
r378133,https://www.magicbricks.com/smart-world-gems-sector-89-gurgaon-pdpid-4d4235333234333739,Smart World Gems,Rs 1.71 Cr Onwards
r405130,https://www.magicbricks.com/pranathi-kiara-tellapur-hyderabad-pdpid-4d4235333934343135,Pranathi Kiara,Call For Price
r423846,https://www.magicbricks.com/umashankar-prasad-rambaug-colony-pune-pdpid-4d4235343230323537,Umashankar Prasad,Call For Price
r436246,https://www.magicbricks.com/omdev-homes-greater-kailash-1-new-delhi-pdpid-4d4235313133303737,Omdev Homes,Rs 5.62 Cr - Rs 6.50 Cr
r430237,https://www.magicbricks.com/vrindavan-kondapur-hyderabad-pdpid-4d4235343234343535,Vrindavan,Call For Price
r433885,https://www.magicbricks.com/subhaga-sangareddy-hyderabad-pdpid-4d4235333234363535,Subhaga,Rs 27.9 Lac - Rs 76.0 Lac
r252701,https://www.magicbricks.com/apex-landmark-dronagiri-navi-mumbai-pdpid-4d4235303836333736,Apex Landmark,Call For Price
r404540,https://www.magicbricks.com/urbanyx-court-dumduma-bhubaneswar-pdpid-4d4235343232343437,Urbanyx court,Rs 1.30 Cr - Rs 1.53 Cr
r370562,https://www.magicbricks.com/t&t-eutopia-siddhartha-vihar-ghaziabad-pdpid-4d4235313935343739,T&T Eutopia,Rs 1.80 Cr - Rs 2.84 Cr
r426127,https://www.magicbricks.com/sobha-elysia-gift-city-gandhinagar-pdpid-4d4235343231333635,SOBHA Elysia,Rs 2.53 Cr - Rs 4.97 Cr
r87,https://www.magicbricks.com/ats-advantage-indirapuram-ghaziabad-pdpid-4d4235303031333930,ATS Advantage,Rs 1.82 Cr - Rs 4.69 Cr
r428472,https://www.magicbricks.com/ruby-urban-avenue-palur-chennai-pdpid-4d4235343232343733,Ruby Urban Avenue,Call For Price
r6414,https://www.magicbricks.com/pratham-riviera-atladra-vadodara-pdpid-4d4235303139353031,Pratham Riviera,Rs 22.5 Lac - Rs 28.0 Lac
r290017,https://www.magicbricks.com/meridian-heights-bundi-road-kota-pdpid-4d4235343131373931,Meridian Heights,Rs 32 Lac - Rs 32.6 Lac
r227305,https://www.magicbricks.com/kohinoor-courtyard-one-wakad-pune-pdpid-4d4235333331333133,Kohinoor Courtyard One,Rs 75.3 Lac - Rs 1.96 Cr
r74173,https://www.magicbricks.com/oberoi-sky-city-borivali-east-mumbai-pdpid-4d4235303836303834,Oberoi Sky City,Rs 4.73 Cr - Rs 9.85 Cr
r266671,https://www.magicbricks.com/excella-kutumb-sultanpur-road-lucknow-pdpid-4d4235313039363435,Excella Kutumb,Rs 43.0 Lac - Rs 52.3 Lac
r373269,https://www.magicbricks.com/kamlesh-gandhi-ultima-pearl-waghodia-road-vadodara-pdpid-4d4235323239393437,Kamlesh Gandhi Ultima Pearl,Call For Price
r371065,https://www.magicbricks.com/brigade-citadel-moti-nagar-hyderabad-pdpid-4d4235323239343039,Brigade Citadel,Rs 1.28 Cr - Rs 1.97 Cr
r400451,https://www.magicbricks.com/elan-the-presidential-sector-106-gurgaon-pdpid-4d4235333737333031,Elan The Presidential,Rs 4.41 Cr - Rs 6.11 Cr
r418367,https://www.magicbricks.com/sahasra-nawabpet-hyderabad-pdpid-4d4235343233323339,Sahasra,Rs 24.3 Lac - Rs 66.0 Lac
r369872,https://www.magicbricks.com/primarks-destature-bahadurpally-hyderabad-pdpid-4d4235323234333037,Primarks Destature,Rs 76.6 Lac - Rs 82.8 Lac
r398540,https://www.magicbricks.com/roongta-preciso-apartment-serene-meadows-nashik-pdpid-4d4235343137353237,Roongta Preciso Apartment,Call For Price
r376683,https://www.magicbricks.com/solaris-plus-vasna-bhayli-main-road-vadodara-pdpid-4d4235323538303637,Solaris Plus,Rs 41.9 Lac - Rs 53.8 Lac
r398013,https://www.magicbricks.com/aadhya-elior-bhayli-vadodara-pdpid-4d4235343136393235,Aadhya Elior,Call For Price
r431076,https://www.magicbricks.com/omdev-homes-greater-kailash-1-new-delhi-pdpid-4d4235313133303737,Omdev Homes,Rs 5.62 Cr - Rs 6.50 Cr
r427423,https://www.magicbricks.com/vgn-grandeur-porur-chennai-pdpid-4d4235343235383535,VGN Grandeur,Rs 1.21 Cr - Rs 2.71 Cr
r380575,https://www.magicbricks.com/sage-golden-spring-ayodhya-bypass-bhopal-pdpid-4d4235333332363533,Sage Golden Spring,Rs 42.9 Lac - Rs 2.30 Cr
r47302,https://www.magicbricks.com/m2k-victoria-gardens-model-town-new-delhi-pdpid-4d4235303431363539,M2K Victoria Gardens,Rs 3.52 Cr - Rs 4.60 Cr
r437354,https://www.magicbricks.com/209-hadapsar-hadapsar-pune-pdpid-4d4235313530333839,209 Hadapsar,Rs 85.4 Lac - Rs 1.26 Cr
r409011,https://www.magicbricks.com/fusion-the-rivulet-phase-1-noida-extension-greater-noida-pdpid-4d4235343035303233,Fusion The Rivulet Phase 1,Rs 1.29 Cr - Rs 2.06 Cr
r426743,https://www.magicbricks.com/kamdhenu-grandeur-sanpada-navi-mumbai-pdpid-4d4235343232373031,Kamdhenu Grandeur,Rs 1.99 Cr - Rs 3.98 Cr
r376037,https://www.magicbricks.com/raadhe-shyaam-harmony-gotri-vadodara-pdpid-4d4235323536333939,Raadhe Shyaam Harmony,Rs 40 Lac - Rs 49.8 Lac
r393908,https://www.magicbricks.com/ashiyana-heights-matigara-siliguri-pdpid-4d4235333334393439,Ashiyana Heights,Call For Price
r402668,https://www.magicbricks.com/holistic-trulife-karjat-beyond-thane-pdpid-4d4235333830303137,Holistic Trulife,Call For Price
r424990,https://www.magicbricks.com/unity-meadows-eco-city-hills-sector-14-panchkula-pdpid-4d4235343239323533,Unity Meadows Eco City Hills,Rs 62.0 Lac - Rs 93.0 Lac
r427056,https://www.magicbricks.com/m3m-altitude-sector-65-gurgaon-pdpid-4d4235343230383733,M3M Altitude,Rs 7.28 Cr - Rs 10.29 Cr
r382880,https://www.magicbricks.com/t&t-digitown-siddhartha-vihar-ghaziabad-pdpid-4d4235333332383437,T&T DigiTown,Rs 1.44 Cr - Rs 1.95 Cr
r430718,https://www.magicbricks.com/dev-city-lambakheda-bhopal-pdpid-4d4235343233373335,Dev City,Call For Price
r413443,https://www.magicbricks.com/fairland-township-samayanallur-madurai-pdpid-4d4235343130323231,Fairland Township,Call For Price
r269367,https://www.magicbricks.com/kalpataru-jade-residences-baner-pune-pdpid-4d4235303731303938,Kalpataru Jade Residences,Rs 1.15 Cr - Rs 4.50 Cr
r416246,https://www.magicbricks.com/parth-palace-mansarovar-extension-jaipur-pdpid-4d4235343232353037,Parth Palace,Rs 54.7 Lac - Rs 80.4 Lac
r2874,https://www.magicbricks.com/trishla-city-zirakpur-chandigarh-pdpid-4d4235303336373931,Trishla City,Rs 1.39 Cr - Rs 1.76 Cr
r385178,https://www.magicbricks.com/nambiar-millennia-sarjapur-road-bangalore-pdpid-4d4235333237393831,Nambiar Millennia,Rs 62.5 Lac - Rs 1.15 Cr
r6136,https://www.magicbricks.com/dlf-skycourt-sector-86-gurgaon-pdpid-4d4235303232373337,DLF Skycourt,Rs 2.31 Cr - Rs 2.35 Cr
r429638,https://www.magicbricks.com/godrej-vrikshya-sector-103-gurgaon-pdpid-4d4235343232353835,Godrej Vrikshya,Rs 3.50 Cr - Rs 6.64 Cr
r429968,https://www.magicbricks.com/tvs-emerald-isle-of-trees-rachenahalli-bangalore-pdpid-4d4235343232333631,TVS Emerald Isle of Trees,Rs 2.69 Cr - Rs 3.11 Cr
r383662,https://www.magicbricks.com/primarks-eco-nest-kompally-hyderabad-pdpid-4d4235333332373533,Primarks Eco Nest,Rs 58.0 Lac - Rs 1.08 Cr
r257887,https://www.magicbricks.com/the-future-city-by-trimurty-colonizers-and-builders-diggi-malpura-road-jaipur-pdpid-4d4235303937323633,The Future City by Trimurty Colonizers and Builders,Rs 43.2 Lac - Rs 1.61 Cr
r432448,https://www.magicbricks.com/arkade-rare-bhandup-mumbai-pdpid-4d4235343233303239,Arkade Rare,Rs 1.29 Cr - Rs 2.43 Cr
r379234,https://www.magicbricks.com/sri-vathsas-sterling-abode-yapral-hyderabad-pdpid-4d4235323936343239,Sri Vathsas Sterling Abode,Call For Price
r417345,https://www.magicbricks.com/supreme-shalimar-sky-garden-vibhuti-khand-lucknow-pdpid-4d4235343231353535,Supreme Shalimar Sky Garden,Rs 2.55 Cr - Rs 3.95 Cr
r421711,https://www.magicbricks.com/m3m-the-line-sector-72-noida-pdpid-4d4235343138303239,M3M The Line,Rs 1.22 Cr - Rs 1.69 Cr
r298653,https://www.magicbricks.com/crc-sublimis-noida-extension-greater-noida-pdpid-4d4235313135383337,CRC Sublimis,Rs 1.02 Cr - Rs 1.86 Cr
r423249,https://www.magicbricks.com/flora-hill-side-madhurwada-visakhapatnam-pdpid-4d4235333938313131,Flora Hill Side,Rs 3.14 Cr - Rs 5.29 Cr
r411524,https://www.magicbricks.com/jb-estella-hans-pal-bhubaneswar-pdpid-4d4235343135323839,JB Estella,Call For Price
r309209,https://www.magicbricks.com/sarthak-greens-kumhari-raipur-pdpid-4d4235333235353939,Sarthak Greens,Call For Price
r372347,https://www.magicbricks.com/ds-max-sahara-hosa-road-bangalore-pdpid-4d4235323233363937,DS MAX Sahara,Rs 60.5 Lac - Rs 61.0 Lac
r318529,https://www.magicbricks.com/ps-one10-new-town-kolkata-pdpid-4d4235313233333235,PS ONE10,Rs 1.10 Cr - Rs 5.83 Cr
r319413,https://www.magicbricks.com/eden-solaris-joka-phase-2-joka-kolkata-pdpid-4d4235333932343937,Eden Solaris Joka Phase 2,Rs 17.0 Lac - Rs 46.0 Lac
r413980,https://www.magicbricks.com/sri-balaji-serene-yelahanka-bangalore-pdpid-4d4235343136373135,Sri Balaji Serene,Rs 73.0 Lac - Rs 1.21 Cr
r402984,https://www.magicbricks.com/brillio-and-commercial-at-brigade-valencia-bommasandra-bangalore-pdpid-4d4235343233333635,Brillio and Commercial at Brigade Valencia,Rs 1.67 Cr - Rs 2.90 Cr
r433734,https://www.magicbricks.com/sai-purvi-arvindam-panathur-bangalore-pdpid-4d4235343233383935,Sai Purvi Arvindam,Call For Price
r432390,https://www.magicbricks.com/ananta-stallion-sevasi-vadodara-pdpid-4d4235333034313631,Ananta Stallion,Call For Price
r414587,https://www.magicbricks.com/anand-aspire-jahangirabad-surat-pdpid-4d4235343138323339,Anand Aspire,Call For Price
r429328,https://www.magicbricks.com/golden-view-kanke-ranchi-pdpid-4d4235343232323931,Golden View,Rs 17.0 Lac - Rs 95.6 Lac
r435503,https://www.magicbricks.com/saamarth-city-sargasan-gandhinagar-pdpid-4d4235313931303631,Saamarth City,Rs 69.4 Lac - Rs 89.9 Lac
r388179,https://www.magicbricks.com/vtp-bellissimo-hinjewadi-pune-pdpid-4d4235333237303033,VTP Bellissimo,Rs 80 Lac - Rs 1.73 Cr
r368352,https://www.magicbricks.com/green-grace-pattabhipuram-guntur-pdpid-4d4235323234313937,Green grace,Call For Price
r402731,https://www.magicbricks.com/mvv-gv-the-grand-madhurwada-visakhapatnam-pdpid-4d4235333337343033,MVV GV The Grand,Call For Price
r415883,https://www.magicbricks.com/gamut-s-gateway-bhaskara-ameenpur-hyderabad-pdpid-4d4235333835363631,Gamut S Gateway Bhaskara,Call For Price
r428329,https://www.magicbricks.com/nyati-evoque-wadgaon-sheri-pune-pdpid-4d4235343235373539,Nyati Evoque,Rs 3.17 Cr - Rs 4.60 Cr
r171063,https://www.magicbricks.com/shalimar-mannat-faizabad-road-lucknow-pdpid-4d4235303832333938,Shalimar Mannat,Rs 59.7 Lac - Rs 74 Lac
r423584,https://www.magicbricks.com/vedant-aquamarine-sone-gaon-nagpur-pdpid-4d4235343139393733,Vedant Aquamarine,Call For Price
r415887,https://www.magicbricks.com/numero-uno-residency-bomikhal-bhubaneswar-pdpid-4d4235333937313033,Numero Uno Residency,Call For Price
r233764,https://www.magicbricks.com/shapearth-raaga-shivpur-varanasi-pdpid-4d4235303834393633,Shapearth Raaga,Rs 58.8 Lac - Rs 69 Lac
r222447,https://www.magicbricks.com/smr-vinay-iconia-kondapur-hyderabad-pdpid-4d4235303830333937,SMR Vinay Iconia,Rs 1.15 Cr - Rs 3.31 Cr
r435331,https://www.magicbricks.com/mayfair-highland-mussoorie-road-dehradun-pdpid-4d4235333238393937,Mayfair Highland,Rs 1.14 Cr - Rs 1.46 Cr
r409009,https://www.magicbricks.com/rks-shivom-sulur-coimbatore-pdpid-4d4235343136373533,RKS Shivom,Rs 51.3 Lac - Rs 55 Lac
r500,https://www.magicbricks.com/pragnya-eden-park-siruseri-chennai-pdpid-4d4235303431333732,Pragnya Eden Park,Rs 58.3 Lac - Rs 87.8 Lac
r398773,https://www.magicbricks.com/risinia-scintilla-bachupally-hyderabad-pdpid-4d4235333336303433,Risinia Scintilla,Call For Price
r298821,https://www.magicbricks.com/kalpataru-vista-sector-128-noida-pdpid-4d4235313135383335,Kalpataru Vista,Rs 2.93 Cr - Rs 7.88 Cr
r332507,https://www.magicbricks.com/godrej-24-sarjapur-road-bangalore-pdpid-4d4235313234313139,Godrej 24,Rs 1.09 Cr - Rs 1.70 Cr
r33676,https://www.magicbricks.com/global-serenity-moshi-pune-pdpid-4d4235303232313436,Global Serenity,Call For Price
r414088,https://www.magicbricks.com/aparna-synergy-gandi-maisamma-hyderabad-pdpid-4d4235343136373431,Aparna Synergy,Rs 90.0 Lac - Rs 1.70 Cr
r400563,https://www.magicbricks.com/fortune-atlantis-phase-ii-katara-hills-bhopal-pdpid-4d4235303232333432,Fortune Atlantis Phase II,Rs 76.0 Lac - Rs 1.62 Cr
r404229,https://www.magicbricks.com/ishwar-pratik-grand-dwarka-nashik-nashik-pdpid-4d4235323933363331,Ishwar Pratik Grand,Call For Price
r421468,https://www.magicbricks.com/eldeco-trinity-gomtinagar-extension-lucknow-pdpid-4d4235343139353033,Eldeco Trinity,Rs 2.24 Cr - Rs 3.46 Cr
r389059,https://www.magicbricks.com/sikhara-one-attapur-hyderabad-pdpid-4d4235333930323431,Sikhara One,Rs 1.50 Cr - Rs 2.37 Cr
r178479,https://www.magicbricks.com/keya-life-by-the-lake-jakkur-bangalore-pdpid-4d4235303832383231,Keya Life By The Lake,Rs 4.06 Cr - Rs 5.34 Cr
r37716,https://www.magicbricks.com/aadhhaar-symphony-kolar-road-bhopal-pdpid-4d4235303732303237,Aadhhaar Symphony,Call For Price
r421649,https://www.magicbricks.com/krishna-green-city-extension-bawadiya-kalan-bhopal-pdpid-4d4235343231333735,Krishna Green City Extension,Rs 78.0 Lac - Rs 81.0 Lac
r302159,https://www.magicbricks.com/aashish-aanandam-bore-khera-kota-pdpid-4d4235313838383238,Aashish Aanandam,Rs 26.0 Lac - Rs 95.0 Lac
r426788,https://www.magicbricks.com/sage-milestone-hoshangabad-road-bhopal-pdpid-4d4235323933343337,Sage Milestone,Rs 33.9 Lac - Rs 1.20 Cr
r351757,https://www.magicbricks.com/guru-fateh-town-2-kharar-mohali-pdpid-4d4235333133323731,Guru Fateh Town 2,Rs 44.2 Lac - Rs 55 Lac
r428425,https://www.magicbricks.com/rustomjee-180-bayview-matunga-west-mumbai-pdpid-4d4235343231373733,Rustomjee 180 Bayview,Rs 3.66 Cr - Rs 8.45 Cr
r63501,https://www.magicbricks.com/saya-gold-avenue-indirapuram-ghaziabad-pdpid-4d4235303731333437,Saya Gold Avenue,Rs 1.35 Cr - Rs 3.02 Cr
r25860,https://www.magicbricks.com/ats-triumph-sector-104-gurgaon-pdpid-4d4235303239393035,ATS Triumph,Rs 2.70 Cr - Rs 3.71 Cr
r323441,https://www.magicbricks.com/gem-nakshathra-kokapet-hyderabad-pdpid-4d4235313331353033,Gem Nakshathra,Rs 1.13 Cr - Rs 1.52 Cr
r433611,https://www.magicbricks.com/renox-thrive-sector-10-greater-noida-pdpid-4d4235343234343337,Renox Thrive,Rs 1.34 Cr - Rs 2.43 Cr
r377188,https://www.magicbricks.com/apex-celest-gajuwaka-visakhapatnam-pdpid-4d4235303833323134,Apex Celest,Rs 39 Lac - Rs 44.5 Lac
r394631,https://www.magicbricks.com/altezza-sargasan-gandhinagar-pdpid-4d4235333931353931,Altezza,Call For Price
r318679,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831,Hero Homes,Rs 1.35 Cr - Rs 2.30 Cr
r415440,https://www.magicbricks.com/praharsh-serena-south-bopal-ahmedabad-pdpid-4d4235343230353937,Praharsh Serena,Call For Price
r24592,https://www.magicbricks.com/shriyans-punawale-pune-pdpid-4d4235303331363538,Shriyans,Rs 72 Lac - Rs 84.8 Lac
r399826,https://www.magicbricks.com/the-amelias-ajmer-road-jaipur-pdpid-4d4235333838333937,Samanvay The Amelias,Rs 20.0 Lac - Rs 44.9 Lac
r386456,https://www.magicbricks.com/utkal-utopia-patrapada-bhubaneswar-pdpid-4d4235333239363939,Utkal Utopia,Rs 1.15 Cr - Rs 2.25 Cr
r418962,https://www.magicbricks.com/jai-hanuman-riverside-hindmotor-kolkata-pdpid-4d4235303938303935,Jai Hanuman Riverside,Rs 21.7 Lac - Rs 38.3 Lac
r318325,https://www.magicbricks.com/dmc-the-palace-sayajipura-vadodara-pdpid-4d4235333035393937,DMC The Palace,Call For Price
r415335,https://www.magicbricks.com/oyster-saravanampatti-coimbatore-pdpid-4d4235343137313433,Oyster,Rs 24.7 Lac - Rs 1.20 Cr
r401530,https://www.magicbricks.com/snn-raj-bay-vista-bannerghatta-main-road-bangalore-pdpid-4d4235333731363539,SNN Raj Bay Vista,Rs 1.23 Cr - Rs 2.70 Cr
r414474,https://www.magicbricks.com/jn-adi-amma-insperia-rahatni-pune-pdpid-4d4235343136383439,JN Adi Amma Insperia,Call For Price
r416684,https://www.magicbricks.com/anugraha-sr-serenity-soukya-road-bangalore-pdpid-4d4235333934333135,Anugraha SR Serenity,Rs 97.6 Lac - Rs 1.14 Cr
r420851,https://www.magicbricks.com/suraj-lumina-mahim-mumbai-pdpid-4d4235343231303337,Suraj Lumina,Call For Price
r426978,https://www.magicbricks.com/the-suman-marvelous-zirakpur-chandigarh-pdpid-4d4235343231303933,The Suman Marvelous,Rs 92.5 Lac - Rs 1.0 Cr
r396695,https://www.magicbricks.com/jrc-wild-woods-sarjapur-road-bangalore-pdpid-4d4235333334313737,JRC Wild Woods,Rs 1.73 Cr - Rs 3.60 Cr
r420343,https://www.magicbricks.com/concorde-antares-yelahanka-new-town-bangalore-pdpid-4d4235343138323733,Concorde Antares,Rs 90.0 Lac - Rs 1.32 Cr
r299941,https://www.magicbricks.com/ratan-mahesh-chakeri-kanpur-pdpid-4d4235333031333535,Ratan Mahesh,Call For Price
r409301,https://www.magicbricks.com/purva-raagam-thirumazhisai-chennai-pdpid-4d4235343136323637,Purva Raagam,Rs 18.0 Lac - Rs 45.0 Lac
r430928,https://www.magicbricks.com/zodiac-anjaneshwar-vile-parle-east-mumbai-pdpid-4d4235343139393139,Zodiac Anjaneshwar,Call For Price
r418355,https://www.magicbricks.com/riddhis-taranto-towers-patighanpur-hyderabad-pdpid-4d4235343139383433,Riddhis Taranto Towers,Rs 65.0 Lac - Rs 1.03 Cr
r55744,https://www.magicbricks.com/fortuna-acacia-sahakara-nagar-bangalore-pdpid-4d4235303730323134,Fortuna Acacia,Rs 1.10 Cr - Rs 1.35 Cr
r375652,https://www.magicbricks.com/kalpataru-avante-sanath-nagar-hyderabad-pdpid-4d4235323632313939,Kalpataru Avante,Rs 1.78 Cr - Rs 2.06 Cr
r391047,https://www.magicbricks.com/karthik-residency-madipakkam-chennai-pdpid-4d4235333838353337,Karthik Residency,Rs 62.9 Lac - Rs 77 Lac
r427636,https://www.magicbricks.com/majestique-aravali-warje-pune-pdpid-4d4235343230393439,Majestique Aravali,Rs 94.9 Lac - Rs 1.58 Cr
r334623,https://www.magicbricks.com/sukhwani-skylines-wakad-pune-pdpid-4d4235313330353533,Sukhwani Skylines,Rs 90.5 Lac - Rs 1.20 Cr
r377128,https://www.magicbricks.com/aditya-landmark-bhayli-vadodara-pdpid-4d4235333033373531,Aditya Landmark,Rs 39.0 Lac - Rs 64.0 Lac
r26134,https://www.magicbricks.com/bptp-amstoria-sector-102-gurgaon-pdpid-4d4235303233313930,BPTP Amstoria,Rs 2.64 Cr - Rs 14.25 Cr
r351831,https://www.magicbricks.com/lakshmi-cadillac-kondapur-hyderabad-pdpid-4d4235313839313230,Lakshmi Cadillac,Rs 1.25 Cr - Rs 1.97 Cr
r404456,https://www.magicbricks.com/signature-global-city-93-sector-93-gurgaon-pdpid-4d4235333933373231,Signature Global City 93,Rs 1.52 Cr - Rs 2.42 Cr
r433855,https://www.magicbricks.com/ace-hanei-sector-12-greater-noida-pdpid-4d4235343234323435,ACE HANEI,Rs 2.69 Cr - Rs 4.92 Cr
r269397,https://www.magicbricks.com/ats-picturesque-reprieves-sector-152-noida-pdpid-4d4235303935323731,ATS Picturesque Reprieves,Rs 2.03 Cr - Rs 3.68 Cr
r405298,https://www.magicbricks.com/unity-sapphire-sevasi-vadodara-pdpid-4d4235343230373539,Unity Sapphire,Call For Price
r393044,https://www.magicbricks.com/shree-samprada-sadashivpet-hyderabad-pdpid-4d4235333332353933,Shree Samprada,Call For Price
r385121,https://www.magicbricks.com/m3m-capital-sector-113-gurgaon-pdpid-4d4235333235363533,M3M Capital,Rs 2.34 Cr - Rs 32.20 Cr
r401612,https://www.magicbricks.com/ultima-crest-waghodia-road-vadodara-pdpid-4d4235333837353137,Ultima Crest,Rs 57.0 Lac Onwards
r403576,https://www.magicbricks.com/yuvalan-yuva-park-shadnagar-hyderabad-pdpid-4d4235343234363937,Yuvalan Yuva Park,Rs 20.4 Lac - Rs 91.8 Lac
r120715,https://www.magicbricks.com/siddha-suburbia-netaji-subhash-chandra-bose-road-kolkata-pdpid-4d4235313239353933,Siddha Suburbia,Rs 53.0 Lac - Rs 1.03 Cr
r375577,https://www.magicbricks.com/ira-aspirations-kollur-hyderabad-pdpid-4d4235323135373635,IRA Aspirations,Rs 89.7 Lac - Rs 1.31 Cr
