XID,URL,Name,Price
r420162,https://www.magicbricks.com/kamini-kaushal-the-watermark-adityapur-jamshedpur-pdpid-4d4235343232303435,Kamini Kaushal The Watermark,Rs 45.3 Lac - Rs 61.2 Lac
r413382,https://www.magicbricks.com/shriram-solitaire-yelahanka-new-town-bangalore-pdpid-4d4235343036333233,Shriram Solitaire,Rs 80.4 Lac - Rs 1.11 Cr
r376088,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,Smartworld Orchard,Rs 1.80 Cr - Rs 2.70 Cr
r300077,https://www.magicbricks.com/elevate-at-godrej-seven-joka-kolkata-pdpid-4d4235343139333631,Elevate at Godrej Seven,Rs 56.0 Lac - Rs 88.8 Lac
r429474,https://www.magicbricks.com/rld-merlion-estate-vanagaram-chennai-pdpid-4d4235343233373833,RLD Merlion Estate,Rs 83.0 Lac - Rs 2.26 Cr
r417614,https://www.magicbricks.com/mgr-windsor-gardens-jp-nagar-phase-5-bangalore-pdpid-4d4235343231383733,MGR Windsor Gardens,Rs 1.06 Cr - Rs 1.49 Cr
r386987,https://www.magicbricks.com/ds-max-sukruth-chandapura-bangalore-pdpid-4d4235333236363035,DS MAX Sukruth,Call For Price
r405295,https://www.magicbricks.com/sapnil-residency-bonhooghly-kolkata-pdpid-4d4235303236323239,Sapnil Residency,Call For Price
r434608,https://www.magicbricks.com/eldeco-fairway-reserve-sector-80-gurgaon-pdpid-4d4235343234353137,Eldeco Fairway Reserve,Rs 3.41 Cr - Rs 5.58 Cr
r294633,https://www.magicbricks.com/jp-codename-skywards-ambernath-east-beyond-thane-pdpid-4d4235333333383335,JP Codename Skywards,Call For Price
r262402,https://www.magicbricks.com/bhivisya-metro-city-bhopal-bagh-sewaniyan-bhopal-pdpid-4d4235323230333533,Bhivisya Metro City Bhopal,Call For Price
r376598,https://www.magicbricks.com/sai-gardenia-peelamedu-coimbatore-pdpid-4d4235343130313735,Sai Gardenia,Rs 2.80 Cr - Rs 2.81 Cr
r402170,https://www.magicbricks.com/hi-tech-imperial-ville-gandhi-path-jaipur-pdpid-4d4235333937363935,Hi Tech Imperial Ville,Call For Price
r436787,https://www.magicbricks.com/celestia-baner-gaon-pune-pdpid-4d4235333933373035,Celestia,Rs 1.60 Cr - Rs 1.93 Cr
r29040,https://www.magicbricks.com/naiknavare-kutumb-prime-vadgaon-pune-pdpid-4d4235333333303637,Naiknavare Kutumb Prime,Rs 49.7 Lac - Rs 75.7 Lac
r369336,https://www.magicbricks.com/om-sree-brilliance-as-rao-nagar-hyderabad-pdpid-4d4235313838353232,Om Sree Brilliance,Call For Price
r434202,https://www.magicbricks.com/nidhi-land-shakthi-heights-shakti-nagar-mangalore-pdpid-4d4235343234333133,Nidhi Land Shakthi Heights,Rs 29.4 Lac - Rs 81.0 Lac
r375899,https://www.magicbricks.com/raama-skyz-sama-vadodara-pdpid-4d4235323330323437,Raama Skyz,Rs 45 Lac - Rs 53.1 Lac
r390836,https://www.magicbricks.com/anand-bhavan-santacruz-west-mumbai-pdpid-4d4235323238393031,Anand Bhavan,Rs 3.40 Cr - Rs 4.28 Cr
r424835,https://www.magicbricks.com/venkatesh-heights-narhe-pune-pdpid-4d4235303839363932,Venkatesh Heights,Rs 35 Lac - Rs 42 Lac
r332831,https://www.magicbricks.com/prateek-canary-sector-150-noida-pdpid-4d4235313236353535,Prateek Canary,Rs 2.26 Cr - Rs 4.79 Cr
r392193,https://www.magicbricks.com/kohinoor-abhimaan-homes-shirgaon-pune-pdpid-4d4235303936343837,Kohinoor Abhimaan Homes,Rs 25.8 Lac - Rs 34 Lac
r388872,https://www.magicbricks.com/the-empire-by-jarry-profit-&-r-sandesh-group-kadvi-chowk-nagpur-pdpid-4d4235333238323639,The Empire by Jarry Profit & R sandesh Group,Call For Price
r410569,https://www.magicbricks.com/gracewood-elegance-bill-vadodara-pdpid-4d4235343136363531,Gracewood Elegance,Rs 86.0 Lac Onwards
r409549,https://www.magicbricks.com/protech-pride-bagharbari-guwahati-pdpid-4d4235343139343731,Protech Pride,Call For Price
r432552,https://www.magicbricks.com/altura-iii-mansarovar-jaipur-pdpid-4d4235343233363933,Altura III,Rs 83.4 Lac - Rs 86.9 Lac
r422307,https://www.magicbricks.com/aakar-park-besa-nagpur-pdpid-4d4235343139303335,Aakar Park,Rs 33.3 Lac - Rs 48.1 Lac
r422453,https://www.magicbricks.com/assetz-66-and-shibui-whitefield-bangalore-pdpid-4d4235343139343839,Assetz 66 and Shibui,Rs 2.84 Cr - Rs 4.02 Cr
r354918,https://www.magicbricks.com/super-homes-abhirama-lb-nagar-hyderabad-pdpid-4d4235323135303435,Super Homes Abhirama,Rs 1.52 Cr - Rs 1.71 Cr
r430176,https://www.magicbricks.com/pristine-elegance-hsr-layout-bangalore-pdpid-4d4235303236373536,Pristine Elegance,Rs 1.30 Cr - Rs 1.59 Cr
r376104,https://www.magicbricks.com/modi-serene-park-ghatkesar-hyderabad-pdpid-4d4235313835303937,Modi Serene Park,Rs 42.5 Lac Onwards
r418266,https://www.magicbricks.com/srinidhi-iris-bachupally-hyderabad-pdpid-4d4235343234363431,SRINIDHI IRIS,Call For Price
r390105,https://www.magicbricks.com/urrban-riverscape-bandlaguda-jagir-hyderabad-pdpid-4d4235333333313931,Urrban Riverscape,Rs 5.14 Cr - Rs 7.27 Cr
r437026,https://www.magicbricks.com/d-square-city-saravanampatti-coimbatore-pdpid-4d4235343235373237,D Square City,Call For Price
r390015,https://www.magicbricks.com/radha-madhav-vrindavan-phase-iii-jamtha-nagpur-pdpid-4d4235333331333839,Radha Madhav Vrindavan Phase III,Rs 26.4 Lac - Rs 2.23 Cr
r413870,https://www.magicbricks.com/pyramid-gloria-pipla-nagpur-pdpid-4d4235343230313339,Pyramid Gloria,Call For Price
r376463,https://www.magicbricks.com/loharuka-urban-vista-rajarhat-kolkata-pdpid-4d4235333234343131,Loharuka Urban Vista,Rs 40.9 Lac - Rs 1.0 Cr
r352,https://www.magicbricks.com/bptp-parklands-neharpar-faridabad-pdpid-4d4235313135353039,BPTP Parklands,Rs 1.18 Cr - Rs 6.50 Cr
r871,https://www.magicbricks.com/ireo-victory-valley-sector-67-gurgaon-pdpid-4d4235303231363438,Ireo Victory Valley,Rs 2.65 Cr - Rs 3.29 Cr
r402643,https://www.magicbricks.com/dtc-sojon-joka-kolkata-pdpid-4d4235333931303837,DTC Sojon,Rs 47.8 Lac - Rs 1.0 Cr
r344265,https://www.magicbricks.com/shriram-sunshine-one-uttarpara-kolkata-pdpid-4d4235313332363035,Shriram Sunshine One,Call For Price
r386817,https://www.magicbricks.com/shevi-utopia-gold-moshi-pune-pdpid-4d4235333334353437,Shevi Utopia Gold,Rs 52.0 Lac - Rs 53.8 Lac
r411500,https://www.magicbricks.com/shapoorji-pallonji-the-odyssey-1-girgaon-mumbai-pdpid-4d4235343234333835,Shapoorji Pallonji The Odyssey 1,Rs 13.59 Cr - Rs 26.54 Cr
r322869,https://www.magicbricks.com/and-forever-city-diva-thane-pdpid-4d4235303932383238,And Forever City,Rs 25.2 Lac - Rs 32 Lac
r426337,https://www.magicbricks.com/malpani-m-soul-strings-pashan-pune-pdpid-4d4235343231313931,Malpani M Soul Strings,Rs 2.0 Cr - Rs 4.29 Cr
r270000,https://www.magicbricks.com/tata-eureka-park-sector-150-noida-pdpid-4d4235313235363339,Tata Eureka Park,Rs 1.19 Cr - Rs 1.71 Cr
r345843,https://www.magicbricks.com/leverage-greenwoods-unity-pipla-nagpur-pdpid-4d4235333932313235,Leverage Greenwoods Unity,Call For Price
r407293,https://www.magicbricks.com/primark-inspira-miyapur-hyderabad-pdpid-4d4235343133343037,Primark Inspira,Rs 87.5 Lac - Rs 1.81 Cr
r402373,https://www.magicbricks.com/one-meraki-chembur-mumbai-pdpid-4d4235333936353831,One Meraki,Rs 2.50 Cr - Rs 9.50 Cr
r28336,https://www.magicbricks.com/max-heiights-majestic-sikar-road-jaipur-pdpid-4d4235303233343730,Max Heiights Majestic,Rs 49.2 Lac - Rs 58 Lac
r407338,https://www.magicbricks.com/levonor-egeira-edulnagulapally-hyderabad-pdpid-4d4235343134373135,Levonor Egeira,Call For Price
r412704,https://www.magicbricks.com/green-view-residency-airport-area-kolkata-pdpid-4d4235303932383836,Green View Residency,Rs 31.8 Lac - Rs 37.4 Lac
r418615,https://www.magicbricks.com/ashwin-sheth-edmont-aurelia-kandivali-west-mumbai-pdpid-4d4235343137373835,Ashwin Sheth Edmont Aurelia,Rs 2.18 Cr - Rs 3.65 Cr
r429111,https://www.magicbricks.com/shalimar-oneworld-21-gomtinagar-extension-lucknow-pdpid-4d4235343232343335,Shalimar Oneworld 21,Rs 2.01 Cr - Rs 2.35 Cr
r380138,https://www.magicbricks.com/ujaan-nagar-new-town-kolkata-pdpid-4d4235323833353639,Ujaan Nagar,Call For Price
r415092,https://www.magicbricks.com/the-prestige-city-rajendra-nagar-hyderabad-pdpid-4d4235343138323731,The Prestige City,Rs 90.8 Lac - Rs 2.57 Cr
r420301,https://www.magicbricks.com/tarc-kailasa-kirti-nagar-new-delhi-pdpid-4d4235343138333139,TARC Kailasa,Rs 8.69 Cr - Rs 10.73 Cr
r421070,https://www.magicbricks.com/ayyan-aathmika-medavakkam-chennai-pdpid-4d4235343231353831,Ayyan Aathmika,Rs 66.6 Lac - Rs 92.7 Lac
r394740,https://www.magicbricks.com/samveda-silver-oak-dhansuli-raipur-pdpid-4d4235343132373833,Samveda Silver Oak,Rs 12.0 Lac - Rs 40.2 Lac
r445121,https://www.magicbricks.com/ramky-one-orion-nallagandla-gachibowli-hyderabad-pdpid-4d4235343235303939,Devansh Residency,Call For Price
r383302,https://www.magicbricks.com/vasavi-ananda-nilayam-bandlaguda-hyderabad-pdpid-4d4235333939393131,Nexus Emerald,Call For Price
r445987,https://www.magicbricks.com/assetz-bloom-and-dell-whitefield-bangalore-pdpid-4d4235343236373937,Lokenath Bhavan,Call For Price
r446001,https://www.magicbricks.com/orchid-platinum-jakkur-bangalore-pdpid-4d4235343236373939,Aryan Alita,Call For Price
r445892,https://www.magicbricks.com/prestige-glenbrook-whitefield-bangalore-pdpid-4d4235343236373935,Fortune 94,Call For Price
r445983,https://www.magicbricks.com/purva-celestial-bangalore-airport-area-bangalore-pdpid-4d4235343236373933,Harish Homes Bhairav,Rs 1.65 Cr - Rs 1.93 Cr
r446007,https://www.magicbricks.com/provident-botanico-whitefield-bangalore-pdpid-4d4235343236373931,Dreamz Ananda,Call For Price
r445998,https://www.magicbricks.com/sobha-neopolis-panathur-bangalore-pdpid-4d4235343236373938,N/A,Call For Price
r423416,https://www.magicbricks.com/sree-urban-orchids-phase-ii-panathur-bangalore-pdpid-4d4235343136333239,Sree Urban Orchids Phase II,Call For Price
r203,https://www.magicbricks.com/ruchi-active-acres-em-bypass-kolkata-pdpid-4d4235303138383430,Ruchi Active Acres,Rs 1.03 Cr - Rs 1.38 Cr
r427272,https://www.magicbricks.com/sanjeevini-aarna-hoskote-bangalore-pdpid-4d4235343232333637,Sanjeevini Aarna,Call For Price
r256111,https://www.magicbricks.com/sobha-city-sector-108-gurgaon-pdpid-4d4235303836323234,Sobha City,Rs 2.53 Cr - Rs 4.86 Cr
r23690,https://www.magicbricks.com/dlf-new-town-heights-2-sector-86-gurgaon-pdpid-4d4235303232373335,DLF New Town Heights 2,Rs 1.66 Cr - Rs 2.75 Cr
r418941,https://www.magicbricks.com/astdurga-meena-aurum-phase-3-gouranganagar-kolkata-pdpid-4d4235343235323535,Astdurga Meena Aurum Phase 3,Rs 35.2 Lac - Rs 54.8 Lac
r416951,https://www.magicbricks.com/roongta-florenza-apartment-govind-nagar-nashik-pdpid-4d4235343137353031,Roongta Florenza Apartment,Rs 46.6 Lac - Rs 64.5 Lac
r420088,https://www.magicbricks.com/harmony-blossoms-east-tambaram-chennai-pdpid-4d4235343233303937,Harmony Blossoms,Rs 71.5 Lac - Rs 1.06 Cr
r399283,https://www.magicbricks.com/kalpataru-apartment-kalyan-west-beyond-thane-pdpid-4d4235323331303331,Kalpataru Apartment,Rs 59.4 Lac - Rs 70 Lac
r396529,https://www.magicbricks.com/buildsworth-balaji-pride-kurmannapalem-visakhapatnam-pdpid-4d4235313836373138,Buildsworth Balaji Pride,Call For Price
r334919,https://www.magicbricks.com/gp-aditya-koramangala-bangalore-pdpid-4d4235313238333531,GP Aditya,Rs 1.71 Cr - Rs 2.69 Cr
r425244,https://www.magicbricks.com/gajra-bhoomi-serenity-sector-37-kharghar-navi-mumbai-pdpid-4d4235343231313439,Gajra Bhoomi Serenity,Rs 87.0 Lac - Rs 1.76 Cr
r427843,https://www.magicbricks.com/kedia-shri-vatsal-sikar-road-jaipur-pdpid-4d4235343232363537,Kedia Shri Vatsal,Call For Price
r296597,https://www.magicbricks.com/tribeca-trump-tower-sector-65-gurgaon-pdpid-4d4235313131383937,Tribeca Trump Tower,Rs 11.28 Cr - Rs 19.36 Cr
r414298,https://www.magicbricks.com/vasavi-sarovar-kukatpally-hyderabad-pdpid-4d4235343136383139,Vasavi Sarovar,Rs 91.0 Lac - Rs 3.42 Cr
r432564,https://www.magicbricks.com/asbl-landmark-kukatpally-hyderabad-pdpid-4d4235343233353235,ASBL Landmark,Rs 2.24 Cr - Rs 2.61 Cr
r428750,https://www.magicbricks.com/vivan-heights-chembur-mumbai-pdpid-4d4235343237343033,Vivan Heights,Call For Price
r425841,https://www.magicbricks.com/the-ridges-41-hinjewadi-pune-pdpid-4d4235343231313737,The Ridges 41,Rs 90.0 Lac - Rs 1.97 Cr
r426546,https://www.magicbricks.com/ventura-mansarovar-jaipur-pdpid-4d4235343234323739,VENTURA,Rs 2.34 Cr - Rs 2.42 Cr
r10208,https://www.magicbricks.com/vtp-township-codename-pegasus-kharadi-pune-pdpid-4d4235313835353437,VTP Township Codename Pegasus,Rs 73.5 Lac - Rs 1.56 Cr
r349185,https://www.magicbricks.com/panchnai-paramjyoti-apartment-champasari-siliguri-pdpid-4d4235313432393835,Panchnai Paramjyoti Apartment,Call For Price
r372188,https://www.magicbricks.com/sameera-kanchi-big-town-kanchipuram-chennai-pdpid-4d4235323931303335,Sameera Kanchi Big Town,Rs 9.5 Lac - Rs 38.2 Lac
r374451,https://www.magicbricks.com/anuhar-towers-alkapur-township-hyderabad-pdpid-4d4235323432393633,Anuhar Towers,Call For Price
r423946,https://www.magicbricks.com/4sight-florence-phase-iii-garia-kolkata-pdpid-4d4235343230343137,4Sight Florence Phase III,Rs 81.9 Lac - Rs 1.46 Cr
r368086,https://www.magicbricks.com/gks-zenith-yapral-hyderabad-pdpid-4d4235313930383835,GKs Zenith,Rs 99.6 Lac - Rs 1.31 Cr
r393150,https://www.magicbricks.com/ghr-callisto-kollur-hyderabad-pdpid-4d4235333331333733,GHR Callisto,Rs 74.1 Lac - Rs 2.10 Cr
r423721,https://www.magicbricks.com/the-garden-view-velimela-hyderabad-pdpid-4d4235333531373733,The Garden View,Call For Price
r433403,https://www.magicbricks.com/jain-fairmount-the-arc-dundigal-hyderabad-pdpid-4d4235343234313939,Jain Fairmount The ARC,Rs 86.4 Lac - Rs 1.41 Cr
r62469,https://www.magicbricks.com/shree-venkatesh-midori-towers-phase-ii-pimple-nilakh-pune-pdpid-4d4235333332363633,Shree Venkatesh Midori Towers Phase II,Rs 1.08 Cr - Rs 1.63 Cr
r407059,https://www.magicbricks.com/priva-new-town-kolkata-pdpid-4d4235343036373839,Priva,Rs 68.3 Lac - Rs 1.33 Cr
r410501,https://www.magicbricks.com/gp-homes-valencia-ruby-ayanambakkam-chennai-pdpid-4d4235343138313131,GP Homes Valencia Ruby,Rs 57.4 Lac - Rs 99.5 Lac
r6670,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,Ireo The Corridors,Rs 1.74 Cr - Rs 3.72 Cr
r398366,https://www.magicbricks.com/dashmesh-empire-badlapur-beyond-thane-pdpid-4d4235333335373135,Dashmesh Empire,Call For Price
r5954,https://www.magicbricks.com/diligent-valley-noida-extension-greater-noida-pdpid-4d4235343137383037,Diligent Valley,Rs 1.83 Cr - Rs 2.79 Cr
r387200,https://www.magicbricks.com/solitaire-crown-general-mahadev-singh-road-dehradun-pdpid-4d4235343233353633,Solitaire Crown,Rs 90.4 Lac - Rs 1.23 Cr
r411075,https://www.magicbricks.com/shubhashish-prakash-mansarovar-extension-jaipur-pdpid-4d4235343137333135,Shubhashish Prakash,Rs 1.12 Cr - Rs 2.16 Cr
r332999,https://www.magicbricks.com/mega-sarovar-gollapudi-vijayawada-pdpid-4d4235313236313033,Mega Sarovar,Call For Price
r416320,https://www.magicbricks.com/sumadhura-sushantham-vidyaranyapura-bangalore-pdpid-4d4235313431343431,Sumadhura Sushantham,Call For Price
r393393,https://www.magicbricks.com/sahjanand-safal-gandhinagar-gandhinagar-pdpid-4d4235343230363931,Sahjanand Safal,Rs 68 Lac - Rs 76.5 Lac
r390246,https://www.magicbricks.com/candeur-crescent-serilingampally-hyderabad-pdpid-4d4235333332353339,Candeur Crescent,Rs 1.27 Cr - Rs 2.30 Cr
r293775,https://www.magicbricks.com/sb-skanda-lake-front-kanakapura-road-bangalore-pdpid-4d4235323933363531,SB Skanda Lake Front,Rs 1.60 Cr - Rs 2.05 Cr
r384290,https://www.magicbricks.com/godrej-park-retreat-sarjapur-road-bangalore-pdpid-4d4235333236323037,Godrej Park Retreat,Rs 98.8 Lac - Rs 2.18 Cr
r424425,https://www.magicbricks.com/abhay-nilima-enclave-azara-guwahati-pdpid-4d4235333234393939,Abhay Nilima Enclave,Call For Price
r433359,https://www.magicbricks.com/shriram-codename-smash-hit-rajanukunte-bangalore-pdpid-4d4235343234313337,Shriram Codename Smash Hit,Rs 76.7 Lac - Rs 1.26 Cr
r434569,https://www.magicbricks.com/thai-homes-madipakkam-chennai-pdpid-4d4235343132333137,Thai Homes,Rs 1.09 Cr - Rs 2.24 Cr
r433762,https://www.magicbricks.com/urbanrise-opus-96-tambaram-chennai-pdpid-4d4235343235303131,Urbanrise Opus 96,Rs 33.0 Lac - Rs 1.32 Cr
r415891,https://www.magicbricks.com/gami-palm-amore-seawoods-navi-mumbai-pdpid-4d4235343139343135,Gami Palm Amore,Rs 2.36 Cr - Rs 8.30 Cr
r257091,https://www.magicbricks.com/nakshatra-enclave-awadhpuri-bhopal-pdpid-4d4235303836373137,Nakshatra Enclave,Rs 26.8 Lac - Rs 30 Lac
r432487,https://www.magicbricks.com/kalra-luxurious-homes-uttam-nagar-new-delhi-pdpid-4d4235313130333437,Kalra Luxurious Homes,Rs 25.2 Lac - Rs 31.1 Lac
r320141,https://www.magicbricks.com/godrej-air-sector-85-gurgaon-pdpid-4d4235313139343037,Godrej Air,Rs 1.85 Cr - Rs 3.30 Cr
r405003,https://www.magicbricks.com/cloudswood-radhey-skye-kollur-hyderabad-pdpid-4d4235333934353735,Cloudswood Radhey Skye,Rs 78.2 Lac - Rs 1.91 Cr
r407585,https://www.magicbricks.com/parekh-casa-de-nagoa-nagao-goa-pdpid-4d4235343234313831,Parekh Casa De Nagoa,Call For Price
r405172,https://www.magicbricks.com/jains-fairmount-sri-ram-garden-2-kompally-hyderabad-pdpid-4d4235343230383835,Jains Fairmount Sri Ram Garden 2,Rs 79.0 Lac - Rs 1.87 Cr
r397111,https://www.magicbricks.com/eden-group-amantran-joka-kolkata-pdpid-4d4235333838343039,Eden Group Amantran,Call For Price
r347199,https://www.magicbricks.com/samruddhi-skyrise-1-kalali-vadodara-pdpid-4d4235313331363835,Samruddhi Skyrise 1,Call For Price
r378542,https://www.magicbricks.com/sophia-elanza-vengola-ernakulam-pdpid-4d4235343031393131,Sophia Elanza,Call For Price
r402370,https://www.magicbricks.com/vasavi-crown-east-uppal-hyderabad-pdpid-4d4235333930323333,Vasavi Crown East,Rs 75.3 Lac - Rs 1.43 Cr
r375399,https://www.magicbricks.com/ira-miracle-kollur-hyderabad-pdpid-4d4235323135373731,Ira Miracle,Rs 82.7 Lac - Rs 1.22 Cr
r437911,https://www.magicbricks.com/palmera-garden-ajmer-road-jaipur-pdpid-4d4235343236303833,Palmera Garden,Rs 64.2 Lac - Rs 1.35 Cr
r294215,https://www.magicbricks.com/arihant-aspire-panvel-navi-mumbai-pdpid-4d4235313130373037,Arihant Aspire,Rs 85.9 Lac - Rs 1.22 Cr
r415650,https://www.magicbricks.com/eldeco-la-vida-bella-noida-extension-greater-noida-pdpid-4d4235343230363135,Eldeco La Vida Bella,Rs 1.56 Cr - Rs 3.87 Cr
r379918,https://www.magicbricks.com/nimbus-express-park-view-ii-low-rise-chi-5-greater-noida-pdpid-4d4235333332343933,Nimbus Express Park View II Low Rise,Rs 1.08 Cr - Rs 1.20 Cr
r341763,https://www.magicbricks.com/malwa-escon-primera-airport-road-zirakpur-pdpid-4d4235313438323233,Malwa Escon Primera,Rs 94.0 Lac - Rs 3.51 Cr
r371923,https://www.magicbricks.com/manglam-the-villas-ajmer-road-jaipur-pdpid-4d4235323332323335,Manglam The Villas,Rs 1.41 Cr - Rs 2.72 Cr
r403911,https://www.magicbricks.com/aarya-essenzaa-waghodia-road-vadodara-pdpid-4d4235333033383435,Aarya Essenzaa,Call For Price
r430414,https://www.magicbricks.com/adithya-lotus-park-k-r-puram-bangalore-pdpid-4d4235343232313333,Adithya Lotus Park,Call For Price
r428685,https://www.magicbricks.com/mp-golden-heights-kovur-chennai-pdpid-4d4235343232333131,MP Golden Heights,Call For Price
r417410,https://www.magicbricks.com/aashirwad-gokul-mbs-road-kota-pdpid-4d4235323235313533,Aashirwad Gokul,Rs 42.7 Lac - Rs 56 Lac
r336711,https://www.magicbricks.com/pranava-sama-lakshma-reddy-greenwich-attapur-hyderabad-pdpid-4d4235343234363633,Pranava Sama Lakshma Reddy Greenwich,Call For Price
r367653,https://www.magicbricks.com/narmada-green-barela-jabalpur-pdpid-4d4235323138343533,Narmada Green,Call For Price
r35056,https://www.magicbricks.com/fortune-golden-panorama-chiklod-road-bhopal-pdpid-4d4235303730343031,Fortune Golden Panorama,Rs 9.4 Lac - Rs 24.0 Lac
r11112,https://www.magicbricks.com/shriram-sameeksha-jalahalli-bangalore-pdpid-4d4235303138313630,Shriram Sameeksha,Rs 95 Lac - Rs 1.16 Cr
r429182,https://www.magicbricks.com/the-olympia-panvel-navi-mumbai-pdpid-4d4235343234373539,The Olympia,Call For Price
r414540,https://www.magicbricks.com/sam-palm-olympia-phase-ii-noida-extension-noida-pdpid-4d4235343139323637,Sam Palm Olympia Phase II,Rs 91.0 Lac - Rs 2.88 Cr
r4382,https://www.magicbricks.com/rustomjee-la-vie-majiwada-thane-pdpid-4d4235343038373531,Rustomjee LA VIE,Rs 1.23 Cr - Rs 2.03 Cr
r374312,https://www.magicbricks.com/godrej-woods-sector-43-noida-pdpid-4d4235323330313731,Godrej Woods,Rs 2.01 Cr - Rs 7.21 Cr
r382108,https://www.magicbricks.com/atc-extension-baridih-jamshedpur-pdpid-4d4235333332353739,ATC Extension,Call For Price
r403058,https://www.magicbricks.com/aakar-millenium-gangapur-road-nashik-pdpid-4d4235343232343539,Aakar Millenium,Rs 67.0 Lac - Rs 1.04 Cr
r410309,https://www.magicbricks.com/shalimar-valencia-towers-gomtinagar-extension-lucknow-pdpid-4d4235343130383835,Shalimar Valencia Towers,Rs 1.81 Cr - Rs 3.50 Cr
r22804,https://www.magicbricks.com/pareena-micasa-sector-68-gurgaon-pdpid-4d4235303939303537,Pareena Micasa,Rs 97.3 Lac - Rs 2.24 Cr
r141819,https://www.magicbricks.com/thumbprint-vidyaranyapura-bangalore-pdpid-4d4235303430343339,Thumbprint,Rs 70.2 Lac - Rs 76 Lac
r395807,https://www.magicbricks.com/praneeth-pranav-solitaire-bachupally-hyderabad-pdpid-4d4235333334313037,Praneeth Pranav Solitaire,Rs 86.0 Lac - Rs 1.79 Cr
r370626,https://www.magicbricks.com/risinia-skyon-bachupally-hyderabad-pdpid-4d4235313838383636,Risinia Skyon,Rs 86.1 Lac - Rs 1.29 Cr
r421811,https://www.magicbricks.com/srijan-heights-dobo-jamshedpur-pdpid-4d4235343231303133,Srijan Heights,Call For Price
r388535,https://www.magicbricks.com/abode-mj-lakeview-ameenpur-hyderabad-pdpid-4d4235333330353731,Abode MJ Lakeview,Rs 69.9 Lac - Rs 83.5 Lac
r433805,https://www.magicbricks.com/ds-max-sky-sisira-rajanukunte-bangalore-pdpid-4d4235343235333531,DS MAX SKY SISIRA,Rs 49.4 Lac - Rs 88.5 Lac
r975,https://www.magicbricks.com/ncc-urban-one-narsingi-hyderabad-pdpid-4d4235303236393534,NCC Urban One,Rs 1.69 Cr - Rs 3.20 Cr
r389744,https://www.magicbricks.com/ravi-amrutdhara-housing-complex-phase-1-indira-nagar-nashik-pdpid-4d4235333332343433,Ravi Amrutdhara Housing Complex Phase 1,Call For Price
r389667,https://www.magicbricks.com/godrej-ascend-kolshet-road-thane-pdpid-4d4235333331393031,Godrej Ascend,Rs 74.2 Lac - Rs 2.30 Cr
r395388,https://www.magicbricks.com/avant-heritage-jogeshwari-east-mumbai-pdpid-4d4235303731323533,Avant Heritage,Rs 83.9 Lac - Rs 1.48 Cr
r316505,https://www.magicbricks.com/narayan-greenwoods-sama-savli-road-vadodara-pdpid-4d4235313138363033,Narayan Greenwoods,Rs 50.2 Lac - Rs 66 Lac
r347961,https://www.magicbricks.com/pallavi-gardenia-nagole-hyderabad-pdpid-4d4235323831383033,Pallavi Gardenia,Rs 76 Lac - Rs 89.7 Lac
r426539,https://www.magicbricks.com/the-regal-vaishnodevi-circle-ahmedabad-pdpid-4d4235343230353933,THE REGAL,Rs 1.44 Cr - Rs 2.52 Cr
r423659,https://www.magicbricks.com/anmol-solitaire-vista-2-gota-ahmedabad-pdpid-4d4235333732353831,Anmol Solitaire Vista 2,Rs 83.3 Lac - Rs 1.14 Cr
r395174,https://www.magicbricks.com/promax-sai-ram-paradise-amrutahalli-bangalore-pdpid-4d4235313634343831,Promax Sai Ram Paradise,Rs 96.6 Lac - Rs 1.05 Cr
r419253,https://www.magicbricks.com/aashray-eminent-vasna-bhayli-main-road-vadodara-pdpid-4d4235343139303735,Aashray Eminent,Call For Price
r409351,https://www.magicbricks.com/artech-marvel-kowdiar-trivandrum-pdpid-4d4235343131303139,Artech Marvel,Call For Price
r380618,https://www.magicbricks.com/sikhara-tranquil-cherlapalli-hyderabad-pdpid-4d4235333234353833,Sikhara Tranquil,Rs 2.06 Cr - Rs 2.24 Cr
r325929,https://www.magicbricks.com/royal-arcade-apartment-dhankawadi-pune-pdpid-4d4235303530323932,Royal Arcade Apartment,Rs 40.3 Lac - Rs 71.8 Lac
r145261,https://www.magicbricks.com/rajmanohar-residency-ii-patia-bhubaneswar-pdpid-4d4235313235313639,Rajmanohar Residency II,Call For Price
r391947,https://www.magicbricks.com/ananyas-aa-garden-saravanampatti-coimbatore-pdpid-4d4235333836353931,Ananyas AA Garden,Rs 54.7 Lac - Rs 63.2 Lac
r406898,https://www.magicbricks.com/atithi-highline-gota-ahmedabad-pdpid-4d4235343131363633,Atithi Highline,Rs 1.62 Cr - Rs 2.28 Cr
r330597,https://www.magicbricks.com/signature-global-park-sohna-sector-36-gurgaon-pdpid-4d4235313235333935,Signature Global Park,Rs 65.5 Lac - Rs 1.80 Cr
r378617,https://www.magicbricks.com/suchirindia-the-tales-of-greek-satamrai-hyderabad-pdpid-4d4235323136373837,Suchirindia The Tales of Greek,Call For Price
r410741,https://www.magicbricks.com/sattva-lake-ridge-kokapet-hyderabad-pdpid-4d4235343131373439,Sattva Lake Ridge,Rs 2.41 Cr - Rs 6.68 Cr
