XID,Project Name,Unit Type,Area,Price,Area Type
427979,Concorde Mayfair,3 BHK 1667 Sq. Ft. Apartment,1667 Sq. Ft.,Rs 2.26 Cr,(Saleable)
399073,SBR Minara,2 BHK 945 Sq. Ft. Apartment,945 Sq. Ft.,Rs 83.16 Lac,(Saleable)
399073,SBR Minara,2 BHK 920 Sq. Ft. Apartment,920 Sq. Ft.,Rs 80.96 Lac,(Saleable)
399073,SBR Minara,3 BHK 1578 Sq. Ft. Apartment,1578 Sq. Ft.,Rs 1.39 Cr,(Saleable)
399073,SBR Minara,3 BHK 1701 Sq. Ft. Apartment,1701 Sq. Ft.,Rs 1.50 Cr,(Saleable)
338117,DSR Parkway,1 BHK 667 Sq. Ft. Apartment,667 Sq. Ft.,Rs 62.02 Lac,(Saleable)
338117,DSR Parkway,1 BHK 659 Sq. Ft. Apartment,659 Sq. Ft.,Rs 61.28 Lac,(Saleable)
338117,DSR Parkway,2 BHK 1210 Sq. Ft. Apartment,1210 Sq. Ft.,Rs 1.13 Cr,(Saleable)
338117,DSR Parkway,2 BHK 1310 Sq. Ft. Apartment,1310 Sq. Ft.,Rs 1.22 Cr,(Saleable)
338117,DSR Parkway,3 BHK 1809 Sq. Ft. Apartment,1809 Sq. Ft.,Rs 1.68 Cr,(Saleable)
397983,Pavani Mirabilia,2 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 1.13 Cr,(Saleable)
397983,Pavani Mirabilia,2 BHK 1135 Sq. Ft. Apartment,1135 Sq. Ft.,Rs 1.23 Cr,(Saleable)
397983,Pavani Mirabilia,3 BHK 1335 Sq. Ft. Apartment,1335 Sq. Ft.,Rs 1.43 Cr,(Saleable)
397983,Pavani Mirabilia,3 BHK 1585 Sq. Ft. Apartment,1585 Sq. Ft.,Rs 1.71 Cr,(Saleable)
399668,Chandrika Paradise,1157 Sq. Ft. Plot,1157 Sq. Ft.,Price on Request,(Saleable)
399668,Chandrika Paradise,2139 Sq. Ft. Plot,2139 Sq. Ft.,Price on Request,(Saleable)
385178,Nambiar Millennia,1 BHK 666 Sq. Ft. Apartment,666 Sq. Ft.,Rs 56.90 Lac,(Saleable)
385178,Nambiar Millennia,1 BHK 668 Sq. Ft. Apartment,668 Sq. Ft.,Rs 57.07 Lac,(Saleable)
385178,Nambiar Millennia,2 BHK 790 Sq. Ft. Apartment,790 Sq. Ft.,Rs 67.50 Lac,(Saleable)
385178,Nambiar Millennia,2 BHK 935 Sq. Ft. Apartment,935 Sq. Ft.,Rs 80.00 Lac,(Saleable)
385178,Nambiar Millennia,3 BHK 1317 Sq. Ft. Apartment,1317 Sq. Ft.,Rs 1.15 Cr,(Saleable)
385178,Nambiar Millennia,3 BHK 1479 Sq. Ft. Apartment,1479 Sq. Ft.,Rs 1.33 Cr,(Saleable)
413381,DNR Parklink,1 BHK 700 Sq. Ft. Apartment,700 Sq. Ft.,Rs 66.15 Lac,(Saleable)
413381,DNR Parklink,2 BHK 1357 Sq. Ft. Apartment,1357 Sq. Ft.,Rs 1.28 Cr,(Saleable)
413381,DNR Parklink,2 BHK 1567 Sq. Ft. Apartment,1567 Sq. Ft.,Rs 1.48 Cr,(Saleable)
413381,DNR Parklink,3 BHK 1720 Sq. Ft. Apartment,1720 Sq. Ft.,Rs 1.63 Cr,(Saleable)
413381,DNR Parklink,3 BHK 1967 Sq. Ft. Apartment,1967 Sq. Ft.,Rs 1.86 Cr,(Saleable)
178479,Keya Homes Life By The Lake,4 BHK 3679 Sq. Ft. Villa,3679 Sq. Ft.,Rs 2.39 Cr,(Saleable)
178479,Keya Homes Life By The Lake,4 BHK 4174 Sq. Ft. Villa,4174 Sq. Ft.,Rs 2.71 Cr,(Saleable)
178479,Keya Homes Life By The Lake,4 BHK 4027 Sq. Ft. Villa,4027 Sq. Ft.,Rs 2.62 Cr,(Saleable)
178479,Keya Homes Life By The Lake,4 BHK 4063 Sq. Ft. Villa,4063 Sq. Ft.,Rs 2.64 Cr,(Saleable)
55744,Fortuna Acacia,2 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 94.64 L,(Saleable)
55744,Fortuna Acacia,2 BHK 1300 Sq. Ft. Apartment,1300 Sq. Ft.,Rs 1.11 Cr,(Saleable)
55744,Fortuna Acacia,3 BHK 1630 Sq. Ft. Apartment,1630 Sq. Ft.,Rs 1.40 Cr,(Saleable)
317381,Trendsquare Ortus Apartment,2 BHK 1221 Sq. Ft. Apartment,1221 Sq. Ft.,Rs 81.72 L,(Saleable)
317381,Trendsquare Ortus Apartment,2 BHK 1289 Sq. Ft. Apartment,1289 Sq. Ft.,Rs 86.27 L,(Saleable)
317381,Trendsquare Ortus Apartment,3 BHK 1466 Sq. Ft. Apartment,1466 Sq. Ft.,Rs 98.11 L,(Saleable)
317381,Trendsquare Ortus Apartment,3 BHK 1526 Sq. Ft. Apartment,1526 Sq. Ft.,Rs 1.02 Cr,(Saleable)
424417,Vajram Newtown,2 BHK 1178 Sq. Ft. Apartment,835 Sq. Ft.,Rs 83.64 L,(Carpet)
424417,Vajram Newtown,2 BHK 1244 Sq. Ft. Apartment,858 Sq. Ft.,Rs 88.33 L,(Carpet)
424417,Vajram Newtown,2 BHK 1323 Sq. Ft. Apartment,917 Sq. Ft.,Rs 93.94 L,(Carpet)
424417,Vajram Newtown,3 BHK 1756 Sq. Ft. Apartment,1205 Sq. Ft.,Rs 1.24 Cr,(Carpet)
377796,Adarsh Park Heights,2 BHK 1387 Sq. Ft. Apartment,1387 Sq. Ft.,Rs 1.70 Cr,(Saleable)
377796,Adarsh Park Heights,2 BHK 1310 Sq. Ft. Apartment,1310 Sq. Ft.,Rs 1.61 Cr,(Saleable)
377796,Adarsh Park Heights,3 BHK 1800 Sq. Ft. Apartment,1800 Sq. Ft.,Rs 2.19 Cr,(Saleable)
377796,Adarsh Park Heights,3 BHK 1860 Sq. Ft. Apartment,1860 Sq. Ft.,Rs 2.26 Cr,(Saleable)
424563,Mana The Right Life,2 BHK 1381 Sq. Ft. Apartment,1381 Sq. Ft.,Rs 1.45 Cr,(Saleable)
424563,Mana The Right Life,3 BHK 1661 Sq. Ft. Apartment,1661 Sq. Ft.,Rs 1.74 Cr,(Saleable)
424563,Mana The Right Life,3 BHK 1953 Sq. Ft. Apartment,1953 Sq. Ft.,Rs 2.05 Cr,(Saleable)
5144,Bhartiya City Nikoo Homes 6,1 BHK 731 Sq. Ft. Apartment,731 Sq. Ft.,Rs 71.65 Lac,(Saleable)
5144,Bhartiya City Nikoo Homes 6,2 BHK 1198 Sq. Ft. Apartment,1198 Sq. Ft.,Rs 1.17 Cr,(Saleable)
5144,Bhartiya City Nikoo Homes 6,3 BHK 1705 Sq. Ft. Apartment,1705 Sq. Ft.,Rs 1.67 Cr,(Saleable)
5144,Bhartiya City Nikoo Homes 6,4 BHK 2502 Sq. Ft. Apartment,2502 Sq. Ft.,Rs 2.45 Cr,(Saleable)
5144,Bhartiya City Nikoo Homes 6,470 Sq. Ft. Studio,470 Sq. Ft.,Rs 46.06 Lac,(Saleable)
321743,Sammy Beverly Hills,6900 Sq. Ft. Plot,6900 Sq. Ft.,Rs 6.61 Cr,(Saleable)
321743,Sammy Beverly Hills,4800 Sq. Ft. Plot,4800 Sq. Ft.,Rs 4.60 Cr,(Saleable)
321743,Sammy Beverly Hills,2000 Sq. Ft. Plot,2000 Sq. Ft.,Rs 1.92 Cr,(Saleable)
210905,Salarpuria Sattva Northland,4 BHK 3564 Sq. Ft. Apartment,3564 Sq. Ft.,Rs 3.01 Cr,(Saleable)
210905,Salarpuria Sattva Northland,4 BHK 3676 Sq. Ft. Apartment,3676 Sq. Ft.,Rs 3.10 Cr,(Saleable)
405318,Prestige Lavender Fields,1 BHK 669 Sq. Ft. Apartment,452 Sq. Ft.,Rs 92.32 Lac,(Carpet)
405318,Prestige Lavender Fields,1 BHK 784 Sq. Ft. Apartment,484 Sq. Ft.,Rs 1.08 Cr,(Carpet)
405318,Prestige Lavender Fields,2 BHK 1018 Sq. Ft. Apartment,658 Sq. Ft.,Rs 1.40 Cr,(Carpet)
405318,Prestige Lavender Fields,2 BHK 1470 Sq. Ft. Apartment,945 Sq. Ft.,Rs 2.03 Cr,(Carpet)
405318,Prestige Lavender Fields,3 BHK 2388 Sq. Ft. Apartment,1579 Sq. Ft.,Rs 3.30 Cr,(Carpet)
405318,Prestige Lavender Fields,3 BHK 1407 Sq. Ft. Apartment,924 Sq. Ft.,Rs 1.94 Cr,(Carpet)
405318,Prestige Lavender Fields,4 BHK 3656 Sq. Ft. Apartment,2440 Sq. Ft.,Rs 5.05 Cr,(Carpet)
405318,Prestige Lavender Fields,4 BHK 2514 Sq. Ft. Apartment,1674 Sq. Ft.,Rs 3.47 Cr,(Carpet)
386997,Land Capital Calista,2 BHK 955 Sq. Ft. Apartment,955 Sq. Ft.,Rs 57.29 Lac,(Saleable)
386997,Land Capital Calista,2 BHK 1070 Sq. Ft. Apartment,1070 Sq. Ft.,Rs 64.19 Lac,(Saleable)
386997,Land Capital Calista,3 BHK 1200 Sq. Ft. Apartment,1200 Sq. Ft.,Rs 71.99 Lac,(Saleable)
386997,Land Capital Calista,3 BHK 1350 Sq. Ft. Apartment,1350 Sq. Ft.,Rs 80.99 Lac,(Saleable)
386991,Heavie Eden,2 BHK 1255 Sq. Ft. Apartment,1255 Sq. Ft.,Rs 1.25 Cr,(Saleable)
386991,Heavie Eden,2 BHK 1542 Sq. Ft. Apartment,1542 Sq. Ft.,Rs 1.54 Cr,(Saleable)
410150,Sumuk Square,2 BHK 1166 Sq. Ft. Apartment,1166 Sq. Ft.,Rs 72.29 Lac,(Saleable)
410150,Sumuk Square,2 BHK 1303 Sq. Ft. Apartment,1303 Sq. Ft.,Rs 80.79 Lac,(Saleable)
410150,Sumuk Square,3 BHK 1433 Sq. Ft. Apartment,1433 Sq. Ft.,Rs 88.85 Lac,(Saleable)
410150,Sumuk Square,3 BHK 1707 Sq. Ft. Apartment,1707 Sq. Ft.,Rs 1.06 Cr,(Saleable)
1852,Salarpuria Sattva Luxuria,3 BHK 2215 Sq. Ft. Apartment,2215 Sq. Ft.,Rs 2.71 Cr,(Saleable)
1852,Salarpuria Sattva Luxuria,3 BHK 2475 Sq. Ft. Apartment,2475 Sq. Ft.,Rs 3.03 Cr,(Saleable)
1852,Salarpuria Sattva Luxuria,4 BHK 3740 Sq. Ft. Apartment,3740 Sq. Ft.,Rs 4.58 Cr,(Saleable)
1852,Salarpuria Sattva Luxuria,4 BHK 4155 Sq. Ft. Apartment,4155 Sq. Ft.,Rs 5.09 Cr,(Saleable)
1852,Salarpuria Sattva Luxuria,4 BHK 4465 Sq. Ft. Penthouse,4465 Sq. Ft.,Rs 5.47 Cr,(Saleable)
420469,Sri Nandana Galaxy,2 BHK 1010 Sq. Ft. Apartment,1010 Sq. Ft.,Rs 64.88 Lac,(Saleable)
420469,Sri Nandana Galaxy,2 BHK 1245 Sq. Ft. Apartment,1245 Sq. Ft.,Rs 79.49 Lac,(Saleable)
420469,Sri Nandana Galaxy,3 BHK 1285 Sq. Ft. Apartment,1285 Sq. Ft.,Rs 81.69 Lac,(Saleable)
420469,Sri Nandana Galaxy,3 BHK 1485 Sq. Ft. Apartment,1485 Sq. Ft.,Rs 94.41 Lac,(Saleable)
404653,Yuva Sunrise,1 BHK 778 Sq. Ft. Apartment,778 Sq. Ft.,Rs 43.00 Lac,(Saleable)
404653,Yuva Sunrise,2 BHK 1057 Sq. Ft. Apartment,1057 Sq. Ft.,Rs 56.00 Lac,(Saleable)
404653,Yuva Sunrise,2 BHK 1333 Sq. Ft. Apartment,1333 Sq. Ft.,Rs 70.62 Lac,(Saleable)
404653,Yuva Sunrise,3 BHK 1414 Sq. Ft. Apartment,1414 Sq. Ft.,Rs 75.00 Lac,(Saleable)
404653,Yuva Sunrise,3 BHK 1672 Sq. Ft. Apartment,1672 Sq. Ft.,Rs 87.50 Lac,(Saleable)
406621,Casagrand Zaiden,2 BHK 1230 Sq. Ft. Apartment,829 Sq. Ft.,Rs 70.10 Lac,(Carpet)
406621,Casagrand Zaiden,2 BHK 1271 Sq. Ft. Apartment,861 Sq. Ft.,Rs 72.43 Lac,(Carpet)
406621,Casagrand Zaiden,3 BHK 1496 Sq. Ft. Apartment,1029 Sq. Ft.,Rs 85.26 Lac,(Carpet)
406621,Casagrand Zaiden,3 BHK 1886 Sq. Ft. Apartment,1316 Sq. Ft.,Rs 1.07 Cr,(Carpet)
422149,SNN Felicity,1 BHK 700 Sq. Ft. Apartment,700 Sq. Ft.,Rs 70.00 Lac,(Saleable)
422149,SNN Felicity,1 BHK 715 Sq. Ft. Apartment,715 Sq. Ft.,Rs 71.50 Lac,(Saleable)
422149,SNN Felicity,2 BHK 1055 Sq. Ft. Apartment,1055 Sq. Ft.,Rs 1.05 Cr,(Saleable)
422149,SNN Felicity,2 BHK 1120 Sq. Ft. Apartment,1120 Sq. Ft.,Rs 1.12 Cr,(Saleable)
422149,SNN Felicity,3 BHK 1380 Sq. Ft. Apartment,1380 Sq. Ft.,Rs 1.38 Cr,(Saleable)
422149,SNN Felicity,3 BHK 1695 Sq. Ft. Apartment,1695 Sq. Ft.,Rs 1.70 Cr,(Saleable)
422149,SNN Felicity,4 BHK 1890 Sq. Ft. Apartment,1890 Sq. Ft.,Rs 1.89 Cr,(Saleable)
422149,SNN Felicity,4 BHK 2300 Sq. Ft. Apartment,2300 Sq. Ft.,Rs 2.30 Cr,(Saleable)
403885,Trilok Villas And Apartments,694 Sq. Ft. Plot,694 Sq. Ft.,Rs 1.04 Cr,(Saleable)
403885,Trilok Villas And Apartments,2991 Sq. Ft. Plot,2991 Sq. Ft.,Rs 4.46 Cr,(Saleable)
425507,DS Max Sky Blossom,2 BHK 1151 Sq. Ft. Apartment,1151 Sq. Ft.,Rs 74.81 Lac,(Saleable)
425507,DS Max Sky Blossom,2 BHK 1254 Sq. Ft. Apartment,1254 Sq. Ft.,Rs 81.51 Lac,(Saleable)
425507,DS Max Sky Blossom,3 BHK 1380 Sq. Ft. Apartment,1380 Sq. Ft.,Rs 89.70 Lac,(Saleable)
425507,DS Max Sky Blossom,3 BHK 1823 Sq. Ft. Apartment,1823 Sq. Ft.,Rs 1.18 Cr,(Saleable)
410244,Sapthagiri Sandalwoods,2 BHK 1153 Sq. Ft. Apartment,1153 Sq. Ft.,Rs 83.02 Lac,(Saleable)
410244,Sapthagiri Sandalwoods,2 BHK 1314 Sq. Ft. Apartment,1314 Sq. Ft.,Rs 94.61 Lac,(Saleable)
410244,Sapthagiri Sandalwoods,3 BHK 1483 Sq. Ft. Apartment,1483 Sq. Ft.,Rs 1.07 Cr,(Saleable)
410244,Sapthagiri Sandalwoods,3 BHK 1768 Sq. Ft. Apartment,1768 Sq. Ft.,Rs 1.27 Cr,(Saleable)
409341,Sumadhura Folium,1 BHK 578 Sq. Ft. Apartment,372 Sq. Ft.,Rs 78.03 Lac,(Carpet)
409341,Sumadhura Folium,1 BHK 935 Sq. Ft. Apartment,641 Sq. Ft.,Rs 1.26 Cr,(Carpet)
409341,Sumadhura Folium,2 BHK 1248 Sq. Ft. Apartment,847 Sq. Ft.,Rs 1.68 Cr,(Carpet)
409341,Sumadhura Folium,2 BHK 1270 Sq. Ft. Apartment,848 Sq. Ft.,Rs 1.71 Cr,(Carpet)
409341,Sumadhura Folium,3 BHK 1687 Sq. Ft. Apartment,1156 Sq. Ft.,Rs 2.28 Cr,(Carpet)
409341,Sumadhura Folium,3 BHK 1700 Sq. Ft. Apartment,1156 Sq. Ft.,Rs 2.29 Cr,(Carpet)
409341,Sumadhura Folium,4 BHK 1950 Sq. Ft. Apartment,1225 Sq. Ft.,Rs 2.63 Cr,(Carpet)
409341,Sumadhura Folium,4 BHK 1930 Sq. Ft. Apartment,1225 Sq. Ft.,Rs 2.61 Cr,(Carpet)
61839,Mahidhara Fortune City,2400 Sq. Ft. Plot,2400 Sq. Ft.,Price on Request,(Built-Up)
61839,Mahidhara Fortune City,2000 Sq. Ft. Plot,2000 Sq. Ft.,Price on Request,(Built-Up)
25134,Shapoorji Pallonji Park West,2 BHK 1580 Sq. Ft. Apartment,1580 Sq. Ft.,Rs 1.42 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,2 BHK 1690 Sq. Ft. Apartment,1690 Sq. Ft.,Rs 1.52 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,2 BHK 1335 Sq. Ft. Apartment,1335 Sq. Ft.,Rs 1.20 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,3 BHK 1919 Sq. Ft. Apartment,1919 Sq. Ft.,Rs 1.72 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,3 BHK 2060 Sq. Ft. Apartment,2060 Sq. Ft.,Rs 1.85 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,3 BHK 2190 Sq. Ft. Apartment,2190 Sq. Ft.,Rs 1.97 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,3 BHK 1862 Sq. Ft. Apartment,1862 Sq. Ft.,Rs 1.67 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,3 BHK 2088 Sq. Ft. Apartment,2088 Sq. Ft.,Rs 1.88 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,3 BHK 2406 Sq. Ft. Apartment,2406 Sq. Ft.,Rs 2.16 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,4 BHK 2695 Sq. Ft. Apartment,2695 Sq. Ft.,Rs 2.42 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,4 BHK 2852 Sq. Ft. Apartment,2852 Sq. Ft.,Rs 2.57 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,4 BHK 2921 Sq. Ft. Apartment,2921 Sq. Ft.,Rs 2.63 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,4 BHK 3520 Sq. Ft. Apartment,3520 Sq. Ft.,Rs 3.17 Cr,(Saleable)
25134,Shapoorji Pallonji Park West,4 BHK 3800 Sq. Ft. Apartment,3800 Sq. Ft.,Rs 3.42 Cr,(Saleable)
434535,Concorde Neo,2 BHK 1130 Sq. Ft. Apartment,1125 Sq. Ft.,Rs 96.05 Lac,(Saleable)
434535,Concorde Neo,2 BHK 1241 Sq. Ft. Apartment,1241 Sq. Ft.,Rs 1.05 Cr,(Saleable)
434535,Concorde Neo,3 BHK 1482 Sq. Ft. Apartment,1482 Sq. Ft.,Rs 1.26 Cr,(Saleable)
434535,Concorde Neo,3 BHK 1539 Sq. Ft. Apartment,1539 Sq. Ft.,Rs 1.31 Cr,(Saleable)
429184,Nava Vajra,2 BHK 1220 Sq. Ft. Apartment,1220 Sq. Ft.,Rs 76.25 Lac,(Saleable)
429184,Nava Vajra,2 BHK 1315 Sq. Ft. Apartment,1315 Sq. Ft.,Rs 82.19 Lac,(Saleable)
429184,Nava Vajra,3 BHK 1505 Sq. Ft. Apartment,1505 Sq. Ft.,Rs 94.06 Lac,(Saleable)
429184,Nava Vajra,3 BHK 1840 Sq. Ft. Apartment,1840 Sq. Ft.,Rs 1.15 Cr,(Saleable)
430082,Sowparnika Euphoria,1 BHK 548 Sq. Ft. Apartment,548 Sq. Ft.,Rs 49.32 Lac,(Saleable)
430082,Sowparnika Euphoria,1 BHK 540 Sq. Ft. Apartment,540 Sq. Ft.,Rs 48.60 Lac,(Saleable)
430082,Sowparnika Euphoria,2 BHK 911 Sq. Ft. Apartment,911 Sq. Ft.,Rs 81.99 Lac,(Saleable)
430082,Sowparnika Euphoria,2 BHK 1092 Sq. Ft. Apartment,1092 Sq. Ft.,Rs 98.28 Lac,(Saleable)
430082,Sowparnika Euphoria,3 BHK 1191 Sq. Ft. Apartment,1191 Sq. Ft.,Rs 1.07 Cr,(Saleable)
430082,Sowparnika Euphoria,3 BHK 1572 Sq. Ft. Apartment,1572 Sq. Ft.,Rs 1.41 Cr,(Saleable)
432183,Keya The Lake Terraces,2 BHK 1240 Sq. Ft. Apartment,1240 Sq. Ft.,Rs 93.68 Lac,(Saleable)
432183,Keya The Lake Terraces,2 BHK 1175 Sq. Ft. Apartment,1175 Sq. Ft.,Rs 88.77 Lac,(Saleable)
432183,Keya The Lake Terraces,3 BHK 1523 Sq. Ft. Apartment,1523 Sq. Ft.,Rs 1.15 Cr,(Carpet)
432183,Keya The Lake Terraces,3 BHK 1546 Sq. Ft. Apartment,1546 Sq. Ft.,Rs 1.17 Cr,(Saleable)
402421,Mahidhara Harmony,3 BHK 1786 Sq. Ft. Villa,1786 Sq. Ft.,Rs 1.79 Cr,(Saleable)
402421,Mahidhara Harmony,4 BHK 2747 Sq. Ft. Villa,2747 Sq. Ft.,Rs 2.75 Cr,(Saleable)
376145,Shriram The Poem,2 BHK 948 Sq. Ft. Apartment,603 Sq. Ft.,Rs 67.40 Lac,(Carpet)
376145,Shriram The Poem,2 BHK 986 Sq. Ft. Apartment,986 Sq. Ft.,Rs 70.10 Lac,(Saleable)
376145,Shriram The Poem,3 BHK 1034 Sq. Ft. Apartment,675 Sq. Ft.,Rs 73.52 Lac,(Carpet)
376145,Shriram The Poem,3 BHK 1255 Sq. Ft. Apartment,823 Sq. Ft.,Rs 89.23 Lac,(Carpet)
402429,Mathapathi Grand Field,2 BHK 970 Sq. Ft. Apartment,970 Sq. Ft.,Rs 92.14 Lac,(Saleable)
402429,Mathapathi Grand Field,2 BHK 1130 Sq. Ft. Apartment,1130 Sq. Ft.,Rs 1.07 Cr,(Saleable)
402429,Mathapathi Grand Field,3 BHK 1265 Sq. Ft. Apartment,1265 Sq. Ft.,Rs 1.20 Cr,(Saleable)
402429,Mathapathi Grand Field,3 BHK 1885 Sq. Ft. Apartment,1885 Sq. Ft.,Rs 1.79 Cr,(Saleable)
430996,Pride Euphora,2 BHK 1131 Sq. Ft. Apartment,1131 Sq. Ft.,Rs 1.20 Cr,(Saleable)
430996,Pride Euphora,3 BHK 1518 Sq. Ft. Apartment,1518 Sq. Ft.,Rs 1.62 Cr,(Saleable)
430996,Pride Euphora,3 BHK 1850 Sq. Ft. Apartment,1850 Sq. Ft.,Rs 1.97 Cr,(Saleable)
402990,Shriram Pristine Estates,1500 Sq. Ft. Plot,1500 Sq. Ft.,Rs 72.00 Lac,(Saleable)
402990,Shriram Pristine Estates,3000 Sq. Ft. Plot,3000 Sq. Ft.,Rs 1.44 Cr,(Saleable)
402990,Shriram Pristine Estates,3200 Sq. Ft. Plot,3200 Sq. Ft.,Rs 1.54 Cr,(Saleable)
402990,Shriram Pristine Estates,4500 Sq. Ft. Plot,4500 Sq. Ft.,Rs 2.16 Cr,(Saleable)
433734,Sai Purvi Arvindam,3 BHK 1450 Sq. Ft. Apartment,1450 Sq. Ft.,Rs 1.38 Cr,(Saleable)
433734,Sai Purvi Arvindam,3 BHK 1750 Sq. Ft. Apartment,1750 Sq. Ft.,Rs 1.66 Cr,(Saleable)
401530,SNN Raj Bay Vista,2 BHK 1235 Sq. Ft. Apartment,1235 Sq. Ft.,Rs 1.38 Cr,(Saleable)
401530,SNN Raj Bay Vista,2 BHK 1320 Sq. Ft. Apartment,1320 Sq. Ft.,Rs 1.48 Cr,(Saleable)
401530,SNN Raj Bay Vista,3 BHK 1530 Sq. Ft. Apartment,1530 Sq. Ft.,Rs 1.71 Cr,(Saleable)
401530,SNN Raj Bay Vista,3 BHK 1690 Sq. Ft. Apartment,1690 Sq. Ft.,Rs 1.89 Cr,(Saleable)
401530,SNN Raj Bay Vista,3 BHK 1870 Sq. Ft. Apartment,1870 Sq. Ft.,Rs 2.09 Cr,(Saleable)
401530,SNN Raj Bay Vista,4 BHK 2330 Sq. Ft. Apartment,2330 Sq. Ft.,Rs 2.61 Cr,(Saleable)
416684,SR Serenity,1200 Sq. Ft. Plot,1200 Sq. Ft.,Price on Request,(Saleable)
420343,Concorde Antares,2 BHK 988 Sq. Ft. Apartment,988 Sq. Ft.,Rs 86.94 Lac,(Saleable)
420343,Concorde Antares,2 BHK 1022 Sq. Ft. Apartment,1022 Sq. Ft.,Rs 89.94 Lac,(Saleable)
420343,Concorde Antares,2 BHK 1063 Sq. Ft. Apartment,1063 Sq. Ft.,Rs 93.54 Lac,(Saleable)
420343,Concorde Antares,3 BHK 1306 Sq. Ft. Apartment,1306 Sq. Ft.,Rs 1.15 Cr,(Saleable)
420343,Concorde Antares,3 BHK 1321 Sq. Ft. Apartment,1321 Sq. Ft.,Rs 1.16 Cr,(Saleable)
420343,Concorde Antares,3 BHK 1369 Sq. Ft. Apartment,1369 Sq. Ft.,Rs 1.20 Cr,(Saleable)
420343,Concorde Antares,3 BHK 1450 Sq. Ft. Apartment,1450 Sq. Ft.,Rs 1.28 Cr,(Saleable)
420343,Concorde Antares,3 BHK 1579 Sq. Ft. Apartment,1579 Sq. Ft.,Rs 1.39 Cr,(Saleable)
428931,Saranya Swarovski,2 BHK 1240 Sq. Ft. Apartment,1240 Sq. Ft.,Rs 99.19 Lac,(Saleable)
428931,Saranya Swarovski,2 BHK 1340 Sq. Ft. Apartment,1340 Sq. Ft.,Rs 1.07 Cr,(Saleable)
428931,Saranya Swarovski,3 BHK 1390 Sq. Ft. Apartment,1390 Sq. Ft.,Rs 1.11 Cr,(Saleable)
428931,Saranya Swarovski,3 BHK 1855 Sq. Ft. Apartment,1855 Sq. Ft.,Rs 1.48 Cr,(Saleable)
420665,TBC Grand La Palazzo,2400 Sq. Ft. Villa,2400 Sq. Ft.,Rs 2.10 Cr,(Saleable)
420665,TBC Grand La Palazzo,2800 Sq. Ft. Villa,2800 Sq. Ft.,Rs 2.44 Cr,(Saleable)
411449,Atco Lavivant,3 BHK 1800 Sq. Ft. Villa,1800 Sq. Ft.,Rs 1.48 Cr,(Saleable)
411449,Atco Lavivant,4 BHK 3143 Sq. Ft. Villa,3143 Sq. Ft.,Rs 2.61 Cr,(Saleable)
411449,Atco Lavivant,4 BHK 3100 Sq. Ft. Villa,3100 Sq. Ft.,Rs 2.48 Cr,(Saleable)
411449,Atco Lavivant,4 BHK 3997 Sq. Ft. Villa,3997 Sq. Ft.,Rs 3.32 Cr,(Saleable)
375852,DS Max Sky Shubham,2 BHK 1149 Sq. Ft. Apartment,1149 Sq. Ft.,Rs 80.43 Lac,(Saleable)
375852,DS Max Sky Shubham,2 BHK 1261 Sq. Ft. Apartment,1261 Sq. Ft.,Rs 88.27 Lac,(Saleable)
375852,DS Max Sky Shubham,3 BHK 1374 Sq. Ft. Apartment,1374 Sq. Ft.,Rs 96.18 Lac,(Saleable)
375852,DS Max Sky Shubham,3 BHK 1462 Sq. Ft. Apartment,1462 Sq. Ft.,Rs 1.02 Cr,(Saleable)
422989,Assetz Inspira Melodies of Life,1500 Sq. Ft. Plot,1500 Sq. Ft.,Rs 2.10 Cr,(Saleable)
422989,Assetz Inspira Melodies of Life,2400 Sq. Ft. Plot,2400 Sq. Ft.,Rs 3.36 Cr,(Saleable)
387343,Ivory at Brigade Orchards,1 BHK 624 Sq. Ft. Apartment,624 Sq. Ft.,Rs 42.99 Lac,(Saleable)
387343,Ivory at Brigade Orchards,1 BHK 613 Sq. Ft. Apartment,613 Sq. Ft.,Rs 42.24 Lac,(Saleable)
387343,Ivory at Brigade Orchards,1 BHK 764 Sq. Ft. Apartment,764 Sq. Ft.,Rs 52.64 Lac,(Saleable)
387343,Ivory at Brigade Orchards,2 BHK 878 Sq. Ft. Apartment,878 Sq. Ft.,Rs 60.49 Lac,(Saleable)
387343,Ivory at Brigade Orchards,2 BHK 948 Sq. Ft. Apartment,948 Sq. Ft.,Rs 65.32 Lac,(Saleable)
387343,Ivory at Brigade Orchards,3 BHK 1131 Sq. Ft. Apartment,1131 Sq. Ft.,Rs 77.93 Lac,(Saleable)
