XID,List Item,Price
r417614,1210 SQ.FT,₹ 87.12 L
r417614,1310 SQ.FT,₹ 94.32 L
r417614,1362 SQ.FT,Price on Request
r417614,1438 SQ.FT,Price on Request
r417614,1530 SQ.FT,₹ 1.1 Cr
r417614,1685 SQ.FT,₹ 1.21 Cr
r417614,1705 SQ.FT,Price on Request
r417614,1720 SQ.FT,₹ 1.24 Cr
r417614,1740 SQ.FT,₹ 1.25 Cr
r417614,1777 SQ.FT,Price on Request
r405295,572 SQ.FT,₹ 24.6 L
r405295,850 SQ.FT,₹ 36.55 L
r405295,865 SQ.FT,₹ 37.2 L
r405295,873 SQ.FT,₹ 37.54 L
r405295,876 SQ.FT,₹ 37.67 L
r405295,878 SQ.FT,₹ 37.75 L
r405295,883 SQ.FT,₹ 37.97 L
r405295,895 SQ.FT,₹ 38.49 L
r405295,909 SQ.FT,Price on Request
r405295,938 SQ.FT,Price on Request
r405295,955 SQ.FT,₹ 41.07 L
r405295,956 SQ.FT,Price on Request
r405295,957 SQ.FT,Price on Request
r405295,965 SQ.FT,₹ 41.5 L
r405295,974 SQ.FT,₹ 41.88 L
r405295,978 SQ.FT,₹ 42.05 L
r405295,983 SQ.FT,₹ 42.27 L
r405295,988 SQ.FT,Price on Request
r405295,1002 SQ.FT,₹ 43.09 L
r405295,1028 SQ.FT,₹ 44.2 L
r405295,1038 SQ.FT,Price on Request
r405295,1024 SQ.FT,₹ 44.03 L
r405295,1057 SQ.FT,₹ 45.45 L
r405295,1110 SQ.FT,₹ 47.73 L
r405295,1169 SQ.FT,₹ 50.27 L
r405295,1174 SQ.FT,₹ 50.48 L
r405295,1188 SQ.FT,₹ 51.08 L
r405295,1224 SQ.FT,₹ 52.63 L
r405295,1308 SQ.FT,₹ 56.24 L
r405295,1324 SQ.FT,₹ 56.93 L
r405295,1332 SQ.FT,₹ 57.28 L
r405295,1362 SQ.FT,₹ 58.57 L
r405295,1418 SQ.FT,₹ 60.97 L
r405295,1437 SQ.FT,₹ 61.79 L
r405295,1517 SQ.FT,₹ 65.23 L
r51192,1184 SQ.FT,Price on Request
r51192,1184 SQ.FT,₹ 59.2 L
r51192,1560 SQ.FT,₹ 78.0 L
r51192,1883 SQ.FT,₹ 94.15 L
r51192,2045 SQ.FT,₹ 1.02 Cr
r51192,2960 SQ.FT,₹ 1.48 Cr
r402170,2200 SQ.FT,₹ 1.14 Cr
r402170,2500 SQ.FT,₹ 1.3 Cr
r383703,1708 SQ.FT,Price on Request
r383703,2868 SQ.FT,Price on Request
r383703,3747 SQ.FT,Price on Request
r383703,3986 SQ.FT,Price on Request
r383703,4144 SQ.FT,Price on Request
r383703,4349 SQ.FT,Price on Request
r383703,4550 SQ.FT,Price on Request
r383703,4751 SQ.FT,Price on Request
r29040,1370 SQ.FT,"₹ 33.92 L
i"
r29040,1615 SQ.FT,"₹ 40.0 L
i"
r29040,1663 SQ.FT,"₹ 41.19 L
i"
r29040,1806 SQ.FT,"₹ 44.73 L
i"
r29040,1870 SQ.FT,"₹ 46.32 L
i"
r29040,1875 SQ.FT,"₹ 46.44 L
i"
r29040,1917 SQ.FT,"₹ 47.48 L
i"
r29040,1938 SQ.FT,"₹ 48.0 L
i"
r29040,1948 SQ.FT,"₹ 48.25 L
i"
r29040,2152 SQ.FT,"₹ 53.28 L
i"
r29040,2267 SQ.FT,"₹ 56.15 L
i"
r29040,2328 SQ.FT,"₹ 57.66 L
i"
r29040,2341 SQ.FT,"₹ 57.98 L
i"
r29040,2379 SQ.FT,"₹ 58.92 L
i"
r29040,2519 SQ.FT,"₹ 62.39 L
i"
r29040,2541 SQ.FT,"₹ 62.93 L
i"
r29040,2563 SQ.FT,"₹ 63.48 L
i"
r29040,5587 SQ.FT,"₹ 1.38 Cr
i"
r29040,6340 SQ.FT,"₹ 1.57 Cr
i"
r29040,6374 SQ.FT,"₹ 1.58 Cr
i"
r29040,6430 SQ.FT,"₹ 1.59 Cr
i"
r29040,6698 SQ.FT,"₹ 1.66 Cr
i"
r394292,550 SQ.FT,Price on Request
r394292,560 SQ.FT,Price on Request
r394292,580 SQ.FT,Price on Request
r394292,532 SQ.FT,₹ 1.28 Cr
r394292,720 SQ.FT,Price on Request
r394292,735 SQ.FT,Price on Request
r394292,740 SQ.FT,Price on Request
r394292,755 SQ.FT,Price on Request
r394292,698 SQ.FT,₹ 1.79 Cr
r394292,728 SQ.FT,₹ 1.87 Cr
r394292,769 SQ.FT,₹ 1.98 Cr
r394292,804 SQ.FT,₹ 2.07 Cr
r394292,807 SQ.FT,₹ 2.07 Cr
r394292,840 SQ.FT,₹ 2.16 Cr
r394292,882 SQ.FT,₹ 2.27 Cr
r394292,995 SQ.FT,Price on Request
r394292,1038 SQ.FT,Price on Request
r394292,1075 SQ.FT,Price on Request
r394292,1240 SQ.FT,Price on Request
r404912,484 SQ.FT,₹ 41.97 L
r404912,490 SQ.FT,₹ 42.49 L
r404912,491 SQ.FT,₹ 42.58 L
r404912,531 SQ.FT,₹ 46.05 L
r404912,592 SQ.FT,₹ 51.34 L
r404912,593 SQ.FT,₹ 51.42 L
r404912,618 SQ.FT,₹ 53.59 L
r404912,631 SQ.FT,₹ 54.72 L
r404912,725 SQ.FT,₹ 62.87 L
r332831,1700 SQ.FT,"₹ 2.21 Cr
i"
r332831,2040 SQ.FT,"₹ 2.86 Cr
i"
r332831,2555 SQ.FT,"₹ 3.58 Cr
i"
r332831,3355 SQ.FT,"₹ 4.7 Cr
i"
r332831,6100 SQ.FT,"₹ 12.2 Cr
i"
r402643,880 SQ.FT,₹ 48 L
r402643,960 SQ.FT,₹ 56 L
r402643,1130 SQ.FT,₹ 64.0 L
r402643,1250 SQ.FT,₹ 75 L
r402643,1460 SQ.FT,₹ 83 L
r431559,2800 SQ.FT,₹ 6.44 Cr
r431559,3800 SQ.FT,₹ 8.74 Cr
r431559,4800 SQ.FT,₹ 11.04 Cr
r431559,4200 SQ.FT,₹ 9.66 Cr
r431559,5900 SQ.FT,₹ 13.57 Cr
r431559,7700 SQ.FT,₹ 17.71 Cr
r421695,903 SQ.FT,₹ 38.83 L
r421695,1127 SQ.FT,₹ 48.46 L
r421695,1188 SQ.FT,₹ 51.08 L
r394740,940 SQ.FT,₹ 24.44 L
r394740,975 SQ.FT,₹ 25.35 L
r394740,1393 SQ.FT,₹ 36.22 L
r394740,1494 SQ.FT,₹ 38.84 L
r394740,1965 SQ.FT,₹ 51.09 L
r403485,812 SQ.FT,"₹ 89.93 L
i"
r403485,943 SQ.FT,"₹ 1.12 Cr
i"
r403485,1116 SQ.FT,"₹ 1.32 Cr
i"
r403485,1271 SQ.FT,"₹ 1.49 Cr
i"
r403485,1249 SQ.FT,"₹ 1.47 Cr
i"
r403485,1515 SQ.FT,"₹ 1.82 Cr
i"
r303861,710 SQ.FT,₹ 3.76 Cr
r303861,714 SQ.FT,Price on Request
r303861,721 SQ.FT,₹ 3.82 Cr
r303861,732 SQ.FT,₹ 3.88 Cr
r303861,740 SQ.FT,Price on Request
r303861,743 SQ.FT,₹ 3.94 Cr
r303861,744 SQ.FT,Price on Request
r303861,745 SQ.FT,₹ 4.78 Cr
r303861,751 SQ.FT,₹ 4.38 Cr
r303861,752 SQ.FT,Price on Request
r303861,753 SQ.FT,₹ 3.99 Cr
r303861,761 SQ.FT,Price on Request
r303861,763 SQ.FT,₹ 4.48 Cr
r303861,764 SQ.FT,₹ 4.05 Cr
r303861,774 SQ.FT,₹ 4.96 Cr
r303861,775 SQ.FT,₹ 4.11 Cr
r303861,785 SQ.FT,₹ 4.61 Cr
r303861,797 SQ.FT,₹ 4.68 Cr
r303861,802 SQ.FT,₹ 5.88 Cr
r303861,889 SQ.FT,₹ 6.42 Cr
r303861,969 SQ.FT,₹ 5.14 Cr
r303861,968 SQ.FT,Price on Request
r303861,969 SQ.FT,₹ 5.14 Cr
r303861,980 SQ.FT,₹ 5.19 Cr
r303861,990 SQ.FT,₹ 5.25 Cr
r303861,1048 SQ.FT,₹ 6.79 Cr
r303861,1065 SQ.FT,₹ 7.48 Cr
r303861,1071 SQ.FT,Price on Request
r303861,1128 SQ.FT,₹ 6.58 Cr
r303861,1147 SQ.FT,₹ 7.86 Cr
r303861,1194 SQ.FT,Price on Request
r303861,1295 SQ.FT,₹ 8.93 Cr
r303861,1300 SQ.FT,Price on Request
r303861,1302 SQ.FT,₹ 6.9 Cr
r303861,1313 SQ.FT,₹ 6.96 Cr
r303861,1384 SQ.FT,₹ 9.58 Cr
r303861,1391 SQ.FT,₹ 10.05 Cr
r303861,1432 SQ.FT,₹ 7.59 Cr
r303861,1442 SQ.FT,₹ 7.64 Cr
r303861,1453 SQ.FT,₹ 7.7 Cr
r303861,1765 SQ.FT,Price on Request
r256111,1381 SQ.FT,₹ 2.75 Cr
r256111,1711 SQ.FT,₹ 3.5 Cr
r256111,2003 SQ.FT,₹ 4.0 Cr
r256111,2072 SQ.FT,₹ 4.14 Cr
r256111,2073 SQ.FT,Price on Request
r256111,2134 SQ.FT,Price on Request
r256111,2206 SQ.FT,Price on Request
r256111,2255 SQ.FT,Price on Request
r256111,2343 SQ.FT,₹ 4.92 Cr
r256111,2423 SQ.FT,₹ 5.08 Cr
r256111,2434 SQ.FT,₹ 5.11 Cr
r256111,2446 SQ.FT,Price on Request
r256111,2448 SQ.FT,₹ 5.14 Cr
r256111,2459 SQ.FT,₹ 5.16 Cr
r256111,2901 SQ.FT,Price on Request
r256111,2913 SQ.FT,Price on Request
r256111,2963 SQ.FT,Price on Request
r428724,875 SQ.FT,"₹ 58.0 L
i"
r428724,916 SQ.FT,"₹ 60.0 L
i"
r428724,1075 SQ.FT,"₹ 67.0 L
i"
r428724,1142 SQ.FT,"₹ 74.0 L
i"
r428724,1193 SQ.FT,"₹ 77.0 L
i"
r334919,1225 SQ.FT,"₹ 1.78 Cr
i"
r334919,1850 SQ.FT,"₹ 2.66 Cr
i"
r334919,1895 SQ.FT,"₹ 2.72 Cr
i"
r427390,1012 SQ.FT,₹ 47.55 L
r427390,1209 SQ.FT,₹ 56.81 L
r427390,1327 SQ.FT,₹ 62.36 L
r427390,1330 SQ.FT,₹ 62.5 L
r427390,1699 SQ.FT,₹ 79.84 L
r427390,1903 SQ.FT,₹ 89.42 L
r427390,2573 SQ.FT,₹ 1.21 Cr
r427390,2579 SQ.FT,₹ 1.21 Cr
r5954,605 SQ.FT,Price on Request
r5954,960 SQ.FT,Price on Request
r5954,1260 SQ.FT,Price on Request
r5954,1515 SQ.FT,Price on Request
r5954,1830 SQ.FT,₹ 1.83 Cr
r5954,1950 SQ.FT,₹ 1.95 Cr
r5954,2030 SQ.FT,₹ 2.03 Cr
r5954,2540 SQ.FT,₹ 2.54 Cr
r293775,1290 SQ.FT,₹ 1.26 Cr
r293775,1460 SQ.FT,₹ 1.43 Cr
r293775,1470 SQ.FT,₹ 1.44 Cr
r293775,1570 SQ.FT,₹ 1.54 Cr
r293775,1580 SQ.FT,₹ 1.55 Cr
r293775,1640 SQ.FT,₹ 1.61 Cr
r293775,1685 SQ.FT,₹ 1.65 Cr
r293775,1740 SQ.FT,Price on Request
r293775,1750 SQ.FT,Price on Request
r293775,1770 SQ.FT,₹ 1.73 Cr
r293775,1780 SQ.FT,₹ 1.74 Cr
r293775,1785 SQ.FT,₹ 1.75 Cr
r293775,1815 SQ.FT,₹ 1.78 Cr
r293775,1885 SQ.FT,₹ 1.85 Cr
r424425,630 SQ.FT,₹ 24.57 L
r424425,645 SQ.FT,₹ 25.16 L
r424425,900 SQ.FT,₹ 35.1 L
r424425,1170 SQ.FT,₹ 45.63 L
r436833,531 SQ.FT,Price on Request
r436833,1047 SQ.FT,Price on Request
r436833,1210 SQ.FT,Price on Request
r370636,389 SQ.FT,₹ 28.25 L
r370636,403 SQ.FT,₹ 29.25 L
r370636,405 SQ.FT,Price on Request
r370636,406 SQ.FT,₹ 29.5 L
r370636,423 SQ.FT,₹ 30.75 L
r378330,1166 SQ.FT,₹ 44.31 L
r378330,1243 SQ.FT,₹ 47.23 L
r378330,1261 SQ.FT,₹ 47.92 L
r378330,1327 SQ.FT,₹ 50.43 L
r378330,1336 SQ.FT,₹ 50.77 L
r378330,1350 SQ.FT,₹ 51.3 L
r378330,1365 SQ.FT,₹ 51.87 L
r378330,1366 SQ.FT,₹ 51.91 L
r378330,1440 SQ.FT,₹ 54.72 L
r378330,1490 SQ.FT,₹ 56.62 L
r378330,1508 SQ.FT,₹ 57.3 L
r378330,1659 SQ.FT,₹ 63.04 L
r378330,1743 SQ.FT,₹ 66.23 L
r378330,1780 SQ.FT,₹ 67.64 L
r378330,1782 SQ.FT,₹ 67.72 L
r378330,1832 SQ.FT,₹ 69.62 L
r378330,1891 SQ.FT,₹ 71.86 L
r378330,2045 SQ.FT,₹ 77.71 L
r378330,2049 SQ.FT,₹ 77.86 L
r378330,2052 SQ.FT,₹ 77.98 L
r427769,1200 SQ.FT,"₹ 84.66 L
i"
r427769,1500 SQ.FT,"₹ 1.05 Cr
i"
r405003,1325 SQ.FT,₹ 86.13 L
r405003,1350 SQ.FT,₹ 87.75 L
r405003,1715 SQ.FT,₹ 1.11 Cr
r405003,1835 SQ.FT,₹ 1.19 Cr
r405003,1895 SQ.FT,₹ 1.23 Cr
r405003,2060 SQ.FT,₹ 1.34 Cr
r405003,2110 SQ.FT,₹ 1.37 Cr
r405003,2300 SQ.FT,₹ 1.5 Cr
r405003,2310 SQ.FT,Price on Request
r405003,2595 SQ.FT,₹ 1.69 Cr
r405003,2610 SQ.FT,₹ 1.7 Cr
r341763,1305 SQ.FT,₹ 1.01 Cr
r341763,1315 SQ.FT,Price on Request
r341763,1550 SQ.FT,₹ 1.2 Cr
r341763,2050 SQ.FT,₹ 1.58 Cr
r341763,2100 SQ.FT,Price on Request
r341763,2200 SQ.FT,Price on Request
r341763,2250 SQ.FT,Price on Request
r341763,4285 SQ.FT,Price on Request
r270128,616 SQ.FT,₹ 30.03 L
r270128,620 SQ.FT,₹ 30.23 L
r270128,621 SQ.FT,₹ 30.27 L
r4382,565 SQ.FT,₹ 1.04 Cr
r4382,567 SQ.FT,₹ 1.05 Cr
r4382,570 SQ.FT,₹ 1.05 Cr
r4382,579 SQ.FT,₹ 1.07 Cr
r4382,585 SQ.FT,₹ 1.08 Cr
r4382,597 SQ.FT,₹ 1.1 Cr
r4382,599 SQ.FT,₹ 1.1 Cr
r4382,601 SQ.FT,₹ 1.11 Cr
r4382,615 SQ.FT,₹ 1.13 Cr
r4382,624 SQ.FT,₹ 1.15 Cr
r4382,640 SQ.FT,₹ 1.18 Cr
r4382,642 SQ.FT,₹ 1.18 Cr
r4382,663 SQ.FT,₹ 1.22 Cr
r4382,700 SQ.FT,₹ 1.4 Cr
r4382,697 SQ.FT,₹ 1.39 Cr
r4382,833 SQ.FT,₹ 1.67 Cr
r4382,870 SQ.FT,₹ 1.74 Cr
r4382,881 SQ.FT,₹ 1.76 Cr
r4382,924 SQ.FT,₹ 1.85 Cr
r4382,882 SQ.FT,₹ 1.85 Cr
r4382,932 SQ.FT,₹ 1.86 Cr
r4382,1011 SQ.FT,₹ 2.02 Cr
r4382,1052 SQ.FT,₹ 2.1 Cr
r374312,1053 SQ.FT,₹ 1.97 Cr
r374312,1111 SQ.FT,₹ 2.08 Cr
r374312,1255 SQ.FT,₹ 2.35 Cr
r374312,1525 SQ.FT,₹ 2.85 Cr
r374312,1614 SQ.FT,₹ 3.02 Cr
r374312,2088 SQ.FT,₹ 3.9 Cr
r374312,2563 SQ.FT,₹ 4.79 Cr
r374312,2259 SQ.FT,₹ 4.22 Cr
r374312,3131 SQ.FT,₹ 5.86 Cr
r374312,3360 SQ.FT,₹ 6.28 Cr
r374312,3760 SQ.FT,₹ 7.03 Cr
r422868,971 SQ.FT,₹ 62.13 L
r422868,996 SQ.FT,₹ 63.73 L
r422868,1014 SQ.FT,₹ 64.89 L
r422868,1035 SQ.FT,₹ 66.23 L
r422868,1088 SQ.FT,₹ 69.62 L
r422868,1101 SQ.FT,₹ 70.45 L
r422868,1104 SQ.FT,₹ 70.64 L
r422868,1191 SQ.FT,₹ 76.21 L
r422868,1193 SQ.FT,₹ 76.34 L
r422868,1239 SQ.FT,₹ 79.28 L
r422868,1307 SQ.FT,₹ 83.63 L
r422868,1333 SQ.FT,₹ 85.3 L
r422868,1346 SQ.FT,₹ 86.13 L
r422868,1351 SQ.FT,₹ 86.45 L
r422868,1355 SQ.FT,₹ 86.71 L
r422868,1383 SQ.FT,₹ 88.5 L
r422868,1435 SQ.FT,₹ 91.83 L
r422868,1632 SQ.FT,₹ 1.04 Cr
r422868,1652 SQ.FT,₹ 1.06 Cr
r437223,1005 SQ.FT,Price on Request
r437223,1030 SQ.FT,Price on Request
r437223,1650 SQ.FT,Price on Request
r375194,178 SQ.FT,₹ 15.72 L
r375194,379 SQ.FT,₹ 33.59 L
r375194,411 SQ.FT,₹ 36.38 L
r375194,443 SQ.FT,Price on Request
r375194,446 SQ.FT,Price on Request
r375194,475 SQ.FT,Price on Request
r375194,510 SQ.FT,₹ 45.14 L
r375194,530 SQ.FT,₹ 46.96 L
r375194,591 SQ.FT,Price on Request
r375194,601 SQ.FT,Price on Request
r375194,607 SQ.FT,Price on Request
r375194,617 SQ.FT,Price on Request
r375194,729 SQ.FT,Price on Request
r380618,2600 SQ.FT,₹ 2.3 Cr
r380618,3670 SQ.FT,₹ 3.25 Cr
r380618,2734 SQ.FT,₹ 2.42 Cr
r380618,2805 SQ.FT,₹ 2.48 Cr
r428866,2867 SQ.FT,₹ 2.44 Cr
r428866,3193 SQ.FT,₹ 2.71 Cr
r428866,3678 SQ.FT,₹ 3.13 Cr
r428866,4055 SQ.FT,₹ 3.45 Cr
r395182,1222 SQ.FT,₹ 87.97 L
r395182,1227 SQ.FT,₹ 88.33 L
r382844,1084 SQ.FT,Price on Request
r382844,1110 SQ.FT,Price on Request
r382844,1218 SQ.FT,Price on Request
r382844,2033 SQ.FT,Price on Request
r382844,2085 SQ.FT,Price on Request
r387488,3624 SQ.FT,₹ 5.44 Cr
r387488,3756 SQ.FT,₹ 5.63 Cr
r387488,3767 SQ.FT,₹ 5.65 Cr
r387488,3778 SQ.FT,₹ 5.67 Cr
r387488,4412 SQ.FT,₹ 6.62 Cr
r387488,4585 SQ.FT,₹ 6.88 Cr
r387488,4591 SQ.FT,₹ 6.89 Cr
r387488,4596 SQ.FT,₹ 6.89 Cr
r387488,4930 SQ.FT,₹ 7.39 Cr
r387488,6500 SQ.FT,₹ 9.75 Cr
r387488,3792 SQ.FT,₹ 5.69 Cr
r345245,887 SQ.FT,Price on Request
r345245,910 SQ.FT,₹ 43.7 L
r345245,1039 SQ.FT,₹ 50.5 L
r345245,1400 SQ.FT,₹ 63 L
r345245,2085 SQ.FT,₹ 89.7 L
r424561,1778 SQ.FT,Price on Request
r424561,1789 SQ.FT,Price on Request
r424561,1815 SQ.FT,Price on Request
r424561,2066 SQ.FT,Price on Request
r424561,2495 SQ.FT,Price on Request
r424561,2663 SQ.FT,Price on Request
r424561,2805 SQ.FT,Price on Request
r424561,2823 SQ.FT,Price on Request
r424561,2854 SQ.FT,Price on Request
r424561,2921 SQ.FT,Price on Request
r424561,3475 SQ.FT,Price on Request
r424561,3629 SQ.FT,Price on Request
r424561,3653 SQ.FT,Price on Request
r424561,3675 SQ.FT,Price on Request
r424561,4452 SQ.FT,Price on Request
r424561,4611 SQ.FT,Price on Request
r424561,4765 SQ.FT,Price on Request
r424561,5717 SQ.FT,Price on Request
r424561,6142 SQ.FT,Price on Request
r424561,8129 SQ.FT,Price on Request
r380872,649 SQ.FT,₹ 32.45 L
r380872,858 SQ.FT,₹ 42.9 L
r380872,996 SQ.FT,₹ 49.8 L
r380872,1244 SQ.FT,₹ 62.2 L
r380872,1077 SQ.FT,₹ 53.85 L
r380872,1444 SQ.FT,₹ 72.2 L
r404070,3800 SQ.FT,₹ 8.17 Cr
r404070,3950 SQ.FT,₹ 8.49 Cr
r404070,3956 SQ.FT,₹ 8.51 Cr
r382236,632 SQ.FT,₹ 65.0 L
r382236,638 SQ.FT,₹ 65.62 L
r382236,639 SQ.FT,₹ 65.72 L
r382236,769 SQ.FT,₹ 79.09 L
r382236,770 SQ.FT,₹ 79.19 L
r382236,812 SQ.FT,₹ 83.51 L
r382236,918 SQ.FT,₹ 94.42 L
r382236,971 SQ.FT,₹ 99.87 L
r382236,981 SQ.FT,Price on Request
r382236,1077 SQ.FT,₹ 1.11 Cr
r382236,1186 SQ.FT,₹ 1.22 Cr
r382236,1187 SQ.FT,₹ 1.22 Cr
r423305,1795 SQ.FT,"₹ 1.94 Cr
i"
r423305,1879 SQ.FT,"₹ 2.02 Cr
i"
r423305,2032 SQ.FT,"₹ 2.17 Cr
i"
r423305,2158 SQ.FT,"₹ 2.31 Cr
i"
r423305,2215 SQ.FT,"₹ 2.38 Cr
i"
r410958,2364 SQ.FT,₹ 10.23 Cr
r410958,2368 SQ.FT,Price on Request
r410958,2379 SQ.FT,Price on Request
r410958,2381 SQ.FT,₹ 10.35 Cr
r410958,2820 SQ.FT,Price on Request
r410958,2824 SQ.FT,₹ 11.82 Cr
r410958,2840 SQ.FT,₹ 11.82 Cr
r410958,2842 SQ.FT,Price on Request
r410958,4613 SQ.FT,₹ 25.53 Cr
r410958,4613 SQ.FT,₹ 29.53 Cr
r337233,926 SQ.FT,"₹ 1.28 Cr
i"
r337233,1130 SQ.FT,"₹ 1.68 Cr
i"
r337233,2621 SQ.FT,"₹ 3.69 Cr
i"
r426003,2284 SQ.FT,₹ 1.37 Cr
r426003,2320 SQ.FT,Price on Request
r426003,2360 SQ.FT,₹ 1.42 Cr
r426003,2565 SQ.FT,₹ 1.54 Cr
r426003,2660 SQ.FT,₹ 1.6 Cr
r426003,2702 SQ.FT,₹ 1.62 Cr
r426003,2835 SQ.FT,Price on Request
r426003,2836 SQ.FT,Price on Request
r426003,2876 SQ.FT,₹ 1.73 Cr
r426003,2888 SQ.FT,₹ 1.73 Cr
r426003,2958 SQ.FT,₹ 1.77 Cr
r260680,630 SQ.FT,₹ 46.74 L
r260680,660 SQ.FT,₹ 48.97 L
r260680,780 SQ.FT,₹ 57.87 L
r260680,915 SQ.FT,₹ 67.88 L
r260680,930 SQ.FT,₹ 69.0 L
r260680,1030 SQ.FT,₹ 76.42 L
r260680,1275 SQ.FT,₹ 94.59 L
r260680,1290 SQ.FT,₹ 95.71 L
r260680,1460 SQ.FT,₹ 1.08 Cr
r416280,576 SQ.FT,₹ 32.64 L
r416280,600 SQ.FT,₹ 34.0 L
r416280,646 SQ.FT,₹ 36.6 L
r416280,680 SQ.FT,₹ 38.53 L
r416280,692 SQ.FT,₹ 39.21 L
r416280,864 SQ.FT,₹ 48.95 L
r416280,998 SQ.FT,₹ 56.55 L
r416280,1011 SQ.FT,₹ 57.28 L
r416280,1018 SQ.FT,₹ 57.68 L
r416280,1041 SQ.FT,₹ 58.98 L
r416280,1086 SQ.FT,₹ 61.53 L
r416280,1088 SQ.FT,₹ 61.65 L
r416280,1089 SQ.FT,₹ 61.7 L
r416280,1100 SQ.FT,₹ 62.33 L
r416280,1115 SQ.FT,₹ 63.18 L
r416280,1137 SQ.FT,₹ 64.42 L
r416280,1200 SQ.FT,₹ 67.99 L
r416280,1212 SQ.FT,₹ 68.67 L
r416280,1219 SQ.FT,₹ 69.07 L
r416280,1227 SQ.FT,₹ 69.52 L
r416280,1232 SQ.FT,₹ 69.81 L
r416280,1235 SQ.FT,₹ 69.98 L
r416280,1245 SQ.FT,₹ 70.54 L
r416280,1328 SQ.FT,₹ 75.24 L
r416280,1357 SQ.FT,₹ 76.89 L
r416280,1374 SQ.FT,₹ 77.85 L
r416280,1469 SQ.FT,₹ 83.23 L
r416280,1484 SQ.FT,₹ 84.08 L
r416280,1514 SQ.FT,₹ 85.78 L
r416280,1586 SQ.FT,₹ 89.86 L
r416280,2026 SQ.FT,₹ 1.15 Cr
r416280,2644 SQ.FT,₹ 1.5 Cr
r416280,2650 SQ.FT,₹ 1.5 Cr
r416280,1709 SQ.FT,₹ 96.83 L
r343921,2187 SQ.FT,₹ 3.28 Cr
r343921,3520 SQ.FT,Price on Request
r343921,4999 SQ.FT,₹ 7.5 Cr
r343921,5000 SQ.FT,₹ 7.5 Cr
r420123,1100 SQ.FT,₹ 68.2 L
r420123,1230 SQ.FT,₹ 76.26 L
r420123,1325 SQ.FT,₹ 82.15 L
r420123,1450 SQ.FT,₹ 89.9 L
r420123,1455 SQ.FT,₹ 90.21 L
r420123,1480 SQ.FT,₹ 91.76 L
r420123,1520 SQ.FT,₹ 94.24 L
r420123,1525 SQ.FT,₹ 94.55 L
r420123,1545 SQ.FT,₹ 95.79 L
r420123,1610 SQ.FT,₹ 99.82 L
r420123,1740 SQ.FT,₹ 1.08 Cr
r420123,1750 SQ.FT,₹ 1.09 Cr
r420123,1770 SQ.FT,₹ 1.1 Cr
r420123,1850 SQ.FT,₹ 1.15 Cr
r420123,1900 SQ.FT,₹ 1.18 Cr
r353990,884 SQ.FT,₹ 70.7 L
r353990,890 SQ.FT,₹ 71.18 L
r353990,1063 SQ.FT,₹ 85.02 L
r353990,1065 SQ.FT,₹ 85.18 L
r353990,1124 SQ.FT,₹ 89.9 L
r353990,1143 SQ.FT,₹ 91.42 L
r353990,1145 SQ.FT,₹ 91.58 L
r353990,1150 SQ.FT,₹ 91.98 L
r353990,1213 SQ.FT,₹ 97.02 L
r353990,1215 SQ.FT,₹ 97.18 L
r353990,1245 SQ.FT,₹ 99.58 L
r353990,1246 SQ.FT,₹ 99.66 L
r353990,1294 SQ.FT,₹ 1.03 Cr
r353990,1300 SQ.FT,₹ 1.04 Cr
r353990,1386 SQ.FT,₹ 1.11 Cr
r427781,2075 SQ.FT,₹ 1.41 Cr
r413623,1173 SQ.FT,₹ 9.77 L
r413623,1324 SQ.FT,₹ 11.03 L
r413623,1335 SQ.FT,₹ 11.12 L
r413623,1539 SQ.FT,₹ 12.82 L
r413623,1550 SQ.FT,₹ 12.91 L
r413623,1604 SQ.FT,₹ 13.36 L
r413623,1625 SQ.FT,₹ 13.54 L
r413623,1787 SQ.FT,₹ 14.89 L
r413623,1830 SQ.FT,₹ 15.24 L
r413623,2013 SQ.FT,₹ 16.77 L
r413623,2045 SQ.FT,₹ 17.03 L
r413623,2077 SQ.FT,₹ 17.3 L
r413623,2099 SQ.FT,₹ 17.48 L
r413623,2142 SQ.FT,₹ 17.84 L
r413623,2196 SQ.FT,₹ 18.29 L
r413623,2325 SQ.FT,₹ 19.37 L
r413623,2357 SQ.FT,₹ 19.63 L
r413623,2379 SQ.FT,₹ 19.82 L
r413623,2390 SQ.FT,₹ 19.91 L
r413623,7050 SQ.FT,₹ 58.73 L
r424010,1800 SQ.FT,₹ 1.85 Cr
r424010,1812 SQ.FT,₹ 1.86 Cr
r424010,1860 SQ.FT,₹ 1.91 Cr
r424010,2075 SQ.FT,₹ 2.14 Cr
r424010,2090 SQ.FT,₹ 2.16 Cr
r424010,2110 SQ.FT,₹ 2.18 Cr
r424010,2632 SQ.FT,₹ 2.99 Cr
r424010,2638 SQ.FT,₹ 2.99 Cr
r424010,1472 SQ.FT,₹ 1.7 Cr
r75015,638 SQ.FT,₹ 1.28 Cr
r75015,650 SQ.FT,₹ 1.3 Cr
r75015,672 SQ.FT,₹ 1.34 Cr
r75015,677 SQ.FT,₹ 1.35 Cr
r75015,768 SQ.FT,Price on Request
r75015,779 SQ.FT,Price on Request
r75015,811 SQ.FT,Price on Request
r75015,817 SQ.FT,Price on Request
r75015,852 SQ.FT,₹ 1.62 Cr
r75015,895 SQ.FT,₹ 1.7 Cr
r75015,965 SQ.FT,₹ 1.83 Cr
r75015,1024 SQ.FT,Price on Request
