XID,List Item,Price
r313801,305.89 SQ.YD,₹ 45.89 L
r313801,311 SQ.YD,₹ 46.66 L
r313801,333 SQ.YD,₹ 49.96 L
r313801,360 SQ.YD,₹ 54.01 L
r313801,362.33 SQ.YD,₹ 54.36 L
r313801,380 SQ.YD,₹ 57.01 L
r313801,382 SQ.YD,₹ 57.31 L
r313801,386 SQ.YD,₹ 57.91 L
r313801,388.67 SQ.YD,₹ 58.31 L
r313801,399.89 SQ.YD,₹ 60.0 L
r313801,407.89 SQ.YD,₹ 61.2 L
r313801,413 SQ.YD,₹ 61.96 L
r313801,420 SQ.YD,₹ 63.01 L
r313801,424.89 SQ.YD,₹ 63.75 L
r313801,462.89 SQ.YD,₹ 69.45 L
r313801,505.89 SQ.YD,₹ 75.9 L
r313801,508.89 SQ.YD,₹ 76.35 L
r313801,660.89 SQ.YD,₹ 99.15 L
r313801,671.89 SQ.YD,₹ 1.01 Cr
r313801,674 SQ.YD,₹ 1.01 Cr
r313801,698.89 SQ.YD,₹ 1.05 Cr
r313801,737.89 SQ.YD,₹ 1.11 Cr
r426079,621 SQ.FT,Price on Request
r426079,621 SQ.FT,Price on Request
r426079,612 SQ.FT,₹ 2.72 Cr
r426079,675 SQ.FT,Price on Request
r426079,675 SQ.FT,Price on Request
r426079,684 SQ.FT,Price on Request
r426079,684 SQ.FT,Price on Request
r426079,702 SQ.FT,Price on Request
r426079,702 SQ.FT,Price on Request
r426079,774 SQ.FT,Price on Request
r426079,774 SQ.FT,Price on Request
r426079,783 SQ.FT,Price on Request
r426079,783 SQ.FT,Price on Request
r426079,801 SQ.FT,₹ 3.1 Cr
r426079,828 SQ.FT,Price on Request
r426079,828 SQ.FT,Price on Request
r426079,1026 SQ.FT,₹ 4.15 Cr
r426079,1044 SQ.FT,Price on Request
r426079,1044 SQ.FT,Price on Request
r426079,1053 SQ.FT,₹ 4.17 Cr
r375272,577 SQ.FT,"₹ 75.8 L
i"
r375272,582 SQ.FT,"₹ 76.46 L
i"
r375272,605 SQ.FT,"₹ 79.48 L
i"
r375272,607 SQ.FT,"₹ 79.74 L
i"
r375272,647 SQ.FT,"₹ 85.0 L
i"
r375272,761 SQ.FT,"₹ 99.0 L
i"
r375272,763 SQ.FT,"₹ 99.26 L
i"
r380673,764 SQ.FT,₹ 50.94 L
r380673,797 SQ.FT,₹ 53.1 L
r380673,1066 SQ.FT,₹ 71.03 L
r380673,1087 SQ.FT,₹ 72.47 L
r380673,1195 SQ.FT,₹ 79.64 L
r380673,1216 SQ.FT,₹ 81.08 L
r380673,1238 SQ.FT,₹ 82.52 L
r380673,1389 SQ.FT,₹ 92.56 L
r380673,1550 SQ.FT,₹ 1.03 Cr
r380673,1572 SQ.FT,₹ 1.05 Cr
r380673,1948 SQ.FT,₹ 1.3 Cr
r380673,2217 SQ.FT,₹ 1.48 Cr
r380673,2260 SQ.FT,₹ 1.51 Cr
r380673,2400 SQ.FT,₹ 1.6 Cr
r380673,2497 SQ.FT,₹ 1.66 Cr
r380673,2551 SQ.FT,₹ 1.7 Cr
r380673,2799 SQ.FT,₹ 1.87 Cr
r380673,3197 SQ.FT,₹ 2.13 Cr
r380673,3595 SQ.FT,₹ 2.4 Cr
r380673,20699 SQ.FT,₹ 13.8 Cr
r380673,764 SQ.FT,₹ 50.94 L
r380673,1033 SQ.FT,₹ 68.88 L
r380673,1130 SQ.FT,₹ 75.34 L
r380673,1184 SQ.FT,₹ 78.93 L
r380673,1485 SQ.FT,₹ 99.02 L
r380673,1496 SQ.FT,₹ 99.74 L
r380673,1507 SQ.FT,₹ 1.0 Cr
r380673,1615 SQ.FT,₹ 1.08 Cr
r380673,1636 SQ.FT,₹ 1.09 Cr
r380673,1679 SQ.FT,₹ 1.12 Cr
r380673,1690 SQ.FT,₹ 1.13 Cr
r380673,1841 SQ.FT,₹ 1.23 Cr
r380673,1959 SQ.FT,₹ 1.31 Cr
r380673,2099 SQ.FT,₹ 1.4 Cr
r380673,9300 SQ.FT,₹ 6.2 Cr
r380673,807 SQ.FT,₹ 53.81 L
r380673,1195 SQ.FT,₹ 79.64 L
r380673,1216 SQ.FT,₹ 81.08 L
r380673,1259 SQ.FT,₹ 83.95 L
r380673,1292 SQ.FT,₹ 86.1 L
r380673,1701 SQ.FT,₹ 1.13 Cr
r380673,1776 SQ.FT,₹ 1.18 Cr
r380673,1787 SQ.FT,₹ 1.19 Cr
r380673,1894 SQ.FT,₹ 1.26 Cr
r380673,2077 SQ.FT,₹ 1.38 Cr
r380673,2131 SQ.FT,₹ 1.42 Cr
r380673,2303 SQ.FT,₹ 1.54 Cr
r380673,2454 SQ.FT,₹ 1.64 Cr
r380673,2486 SQ.FT,₹ 1.66 Cr
r380673,2982 SQ.FT,₹ 1.99 Cr
r380673,1044 SQ.FT,₹ 69.6 L
r380673,1100 SQ.FT,₹ 73.33 L
r380673,1163 SQ.FT,₹ 77.49 L
r380673,1216 SQ.FT,₹ 81.08 L
r380673,1356 SQ.FT,₹ 90.41 L
r380673,1496 SQ.FT,₹ 99.74 L
r380673,1550 SQ.FT,₹ 1.03 Cr
r380673,1572 SQ.FT,₹ 1.05 Cr
r380673,1625 SQ.FT,₹ 1.08 Cr
r380673,1991 SQ.FT,₹ 1.33 Cr
r380673,2034 SQ.FT,₹ 1.36 Cr
r380673,2303 SQ.FT,₹ 1.54 Cr
r380673,2347 SQ.FT,₹ 1.56 Cr
r380673,2691 SQ.FT,₹ 1.79 Cr
r380673,2799 SQ.FT,₹ 1.87 Cr
r380673,3200 SQ.FT,₹ 2.13 Cr
r380673,3272 SQ.FT,₹ 2.18 Cr
r380673,3315 SQ.FT,₹ 2.21 Cr
r380673,3520 SQ.FT,₹ 2.35 Cr
r380673,3574 SQ.FT,₹ 2.38 Cr
r380673,5662 SQ.FT,₹ 3.77 Cr
r380673,8773 SQ.FT,₹ 5.85 Cr
r380673,1109 SQ.FT,₹ 73.9 L
r380673,1130 SQ.FT,₹ 75.34 L
r380673,1216 SQ.FT,₹ 81.08 L
r380673,1259 SQ.FT,₹ 83.95 L
r380673,1270 SQ.FT,₹ 84.67 L
r380673,1442 SQ.FT,₹ 96.15 L
r380673,1496 SQ.FT,₹ 99.74 L
r380673,1625 SQ.FT,₹ 1.08 Cr
r380673,1647 SQ.FT,₹ 1.1 Cr
r380673,1798 SQ.FT,₹ 1.2 Cr
r380673,2002 SQ.FT,₹ 1.33 Cr
r380673,2303 SQ.FT,₹ 1.54 Cr
r380673,2400 SQ.FT,₹ 1.6 Cr
r380673,2540 SQ.FT,₹ 1.69 Cr
r380673,2562 SQ.FT,₹ 1.71 Cr
r380673,2939 SQ.FT,₹ 1.96 Cr
r380673,2992 SQ.FT,₹ 1.99 Cr
r380673,3208 SQ.FT,₹ 2.14 Cr
r380673,3272 SQ.FT,₹ 2.18 Cr
r380673,3315 SQ.FT,₹ 2.21 Cr
r241459,639 SQ.FT,₹ 1.97 Cr
r241459,659 SQ.FT,₹ 2.03 Cr
r241459,842 SQ.FT,₹ 2.59 Cr
r241459,846 SQ.FT,₹ 2.6 Cr
r241459,1130 SQ.FT,Price on Request
r341465,1185 SQ.FT,₹ 65.15 L
r341465,1250 SQ.FT,₹ 68.72 L
r341465,1314 SQ.FT,₹ 72.24 L
r341465,1185 SQ.FT,₹ 65.15 L
r341465,1435 SQ.FT,₹ 78.9 L
r341465,1555 SQ.FT,₹ 85.49 L
r341465,1615 SQ.FT,₹ 88.79 L
r3354,1287 SQ.FT,₹ 57.43 L
r3354,1602 SQ.FT,₹ 71.48 L
r312237,925 SQ.FT,₹ 1.23 Cr
r312237,932 SQ.FT,₹ 1.23 Cr
r312237,942 SQ.FT,₹ 1.25 Cr
r312237,968 SQ.FT,₹ 1.28 Cr
r312237,974 SQ.FT,₹ 1.29 Cr
r312237,1007 SQ.FT,₹ 1.33 Cr
r312237,1249 SQ.FT,₹ 1.65 Cr
r312237,1249 SQ.FT,₹ 1.65 Cr
r312237,1256 SQ.FT,₹ 1.66 Cr
r312237,1256 SQ.FT,₹ 1.66 Cr
r312237,1283 SQ.FT,₹ 1.7 Cr
r312237,1283 SQ.FT,₹ 1.7 Cr
r312237,1290 SQ.FT,₹ 1.71 Cr
r312237,1290 SQ.FT,₹ 1.71 Cr
r312237,1707 SQ.FT,₹ 2.26 Cr
r312237,1911 SQ.FT,₹ 2.53 Cr
r312237,1959 SQ.FT,₹ 2.6 Cr
r312237,2138 SQ.FT,₹ 2.83 Cr
r33402,371 SQ.FT,₹ 19.53 L
r33402,394 SQ.FT,Price on Request
r33402,371 SQ.FT,₹ 26.79 L
r33402,631 SQ.FT,"₹ 50.0 L
i"
r33402,648 SQ.FT,"₹ 51.35 L
i"
r33402,564 SQ.FT,"₹ 50.0 L
i"
r33402,699 SQ.FT,"₹ 52.39 L
i"
r33402,598 SQ.FT,"₹ 53.01 L
i"
r33402,727 SQ.FT,"₹ 55.8 L
i"
r33402,631 SQ.FT,"₹ 55.94 L
i"
r33402,633 SQ.FT,"₹ 56.12 L
i"
r33402,745 SQ.FT,"₹ 57.18 L
i"
r33402,648 SQ.FT,"₹ 57.45 L
i"
r33402,626 SQ.FT,"₹ 50.0 L
i"
r33402,655 SQ.FT,"₹ 55.0 L
i"
r33402,634 SQ.FT,"₹ 50.0 L
i"
r33402,642 SQ.FT,"₹ 55.0 L
i"
r33402,461 SQ.FT,₹ 24.27 L
r33402,465 SQ.FT,₹ 24.48 L
r33402,467 SQ.FT,₹ 24.59 L
r33402,487 SQ.FT,₹ 25.64 L
r33402,528 SQ.FT,₹ 27.8 L
r33402,529 SQ.FT,₹ 27.85 L
r33402,537 SQ.FT,₹ 28.27 L
r33402,548 SQ.FT,₹ 28.85 L
r33402,553 SQ.FT,₹ 29.12 L
r33402,465 SQ.FT,₹ 33.57 L
r33402,856 SQ.FT,"₹ 65.65 L
i"
r33402,745 SQ.FT,"₹ 60.0 L
i"
r33402,745 SQ.FT,"₹ 60.0 L
i"
r33402,736 SQ.FT,"₹ 60.0 L
i"
r1842,1620 SQ.FT,₹ 3.51 Cr
r1842,2100 SQ.FT,₹ 4.55 Cr
r1842,2700 SQ.FT,₹ 5.85 Cr
r1842,3240 SQ.FT,₹ 7.01 Cr
r1842,3600 SQ.FT,₹ 7.79 Cr
r1842,4500 SQ.FT,₹ 9.74 Cr
r18086,661 SQ.FT,Price on Request
r18086,2 SQ.FT,₹ 17.2k
r18086,995 SQ.FT,Price on Request
r202871,1300 SQ.FT,₹ 1.89 Cr
r30956,650 SQ.FT,Price on Request
r30956,674 SQ.FT,Price on Request
r30956,696 SQ.FT,Price on Request
r19718,413 SQ.FT,₹ 1.09 Cr
r19718,496 SQ.FT,₹ 1.31 Cr
r19718,529 SQ.FT,₹ 1.4 Cr
r19718,732 SQ.FT,₹ 1.94 Cr
r19718,863 SQ.FT,₹ 2.28 Cr
r19718,762 SQ.FT,₹ 2.02 Cr
r19718,852 SQ.FT,₹ 2.26 Cr
r19718,854 SQ.FT,₹ 2.26 Cr
r5852,883 SQ.FT,₹ 75.75 L
r5852,1145 SQ.FT,₹ 98.23 L
r5852,1182 SQ.FT,Price on Request
r5852,1232 SQ.FT,₹ 1.06 Cr
r5852,1317 SQ.FT,₹ 1.13 Cr
r5852,1357 SQ.FT,Price on Request
r5852,1436 SQ.FT,₹ 1.23 Cr
r5852,1517 SQ.FT,₹ 1.3 Cr
r5852,1608 SQ.FT,Price on Request
r5852,2089 SQ.FT,₹ 1.79 Cr
r5852,1906 SQ.FT,₹ 1.64 Cr
r5852,2186 SQ.FT,₹ 1.88 Cr
r5852,2423 SQ.FT,₹ 2.08 Cr
r5852,2569 SQ.FT,₹ 2.2 Cr
r58524,720 SQ.FT,₹ 66.54 L
r58524,946 SQ.FT,₹ 87.42 L
r58524,987 SQ.FT,₹ 91.21 L
r58524,1077 SQ.FT,₹ 99.53 L
r58524,950 SQ.FT,₹ 87.79 L
r58524,1050 SQ.FT,₹ 97.03 L
r58524,1100 SQ.FT,₹ 1.02 Cr
r58524,1129 SQ.FT,₹ 1.04 Cr
r58524,1133 SQ.FT,₹ 1.05 Cr
r58524,1141 SQ.FT,₹ 1.05 Cr
r58524,1672 SQ.FT,₹ 1.55 Cr
r58524,1400 SQ.FT,₹ 1.29 Cr
r58524,1420 SQ.FT,₹ 1.31 Cr
r426249,1635 SQ.FT,₹ 1.06 Cr
r426249,2040 SQ.FT,₹ 1.33 Cr
r426249,2280 SQ.FT,₹ 1.48 Cr
r426249,2305 SQ.FT,₹ 1.5 Cr
r379916,785 SQ.FT,₹ 1.16 Cr
r379916,786 SQ.FT,₹ 1.17 Cr
r379916,819 SQ.FT,₹ 1.22 Cr
r379916,969 SQ.FT,₹ 1.44 Cr
r379916,1063 SQ.FT,₹ 1.58 Cr
r379916,1064 SQ.FT,Price on Request
r379916,1071 SQ.FT,Price on Request
r379916,1125 SQ.FT,Price on Request
r379916,1157 SQ.FT,₹ 1.72 Cr
r379916,1177 SQ.FT,Price on Request
r379916,1551 SQ.FT,₹ 2.3 Cr
r379916,1714 SQ.FT,Price on Request
r379916,2010 SQ.FT,Price on Request
r379916,3323 SQ.FT,₹ 4.93 Cr
r379916,3895 SQ.FT,Price on Request
r312765,1350 SQ.FT,₹ 1.35 Cr
r312765,1525 SQ.FT,₹ 1.55 Cr
r312765,1550 SQ.FT,Price on Request
r312765,1690 SQ.FT,Price on Request
r312765,1720 SQ.FT,₹ 1.75 Cr
r312765,1790 SQ.FT,Price on Request
r312765,1890 SQ.FT,Price on Request
r312765,1850 SQ.FT,₹ 1.85 Cr
r312765,1950 SQ.FT,₹ 1.9 Cr
r312765,3525 SQ.FT,Price on Request
r380265,955 SQ.FT,₹ 1.18 Cr
r380265,653 SQ.FT,₹ 80.78 L
r380265,1095 SQ.FT,₹ 1.35 Cr
r63215,1090 SQ.FT,₹ 72.21 L
r63215,1250 SQ.FT,₹ 82.81 L
r63215,1280 SQ.FT,₹ 84.8 L
r63215,1530 SQ.FT,₹ 1.01 Cr
r63215,1800 SQ.FT,Price on Request
r253739,1000 SQ.FT,₹ 18.0 L
r253739,1100 SQ.FT,₹ 19.8 L
r253739,1200 SQ.FT,₹ 21.6 L
r253739,3000 SQ.FT,₹ 54.0 L
r253739,3800 SQ.FT,₹ 68.4 L
r125399,2815 SQ.FT,Price on Request
r21,1406 SQ.FT,₹ 1.86 Cr
r21,1461 SQ.FT,₹ 1.93 Cr
r21,1550 SQ.FT,Price on Request
r21,1652 SQ.FT,Price on Request
r21,1698 SQ.FT,₹ 2.24 Cr
r21,2163 SQ.FT,Price on Request
r21,2173 SQ.FT,Price on Request
r21,1856 SQ.FT,₹ 2.45 Cr
r21,2030 SQ.FT,₹ 2.68 Cr
r21,2106 SQ.FT,Price on Request
r21,2114 SQ.FT,₹ 2.79 Cr
r21,2194 SQ.FT,₹ 2.9 Cr
r21,2300 SQ.FT,₹ 3.04 Cr
r21,2428 SQ.FT,Price on Request
r21,2200 SQ.FT,₹ 2.91 Cr
r21522,1600 SQ.FT,₹ 1.79 Cr
r21522,2000 SQ.FT,₹ 2.24 Cr
r21522,2800 SQ.FT,₹ 3.13 Cr
r46636,1800 SQ.FT,₹ 3.11 Cr
r46636,1850 SQ.FT,₹ 3.2 Cr
r46636,2100 SQ.FT,₹ 3.63 Cr
r46636,3700 SQ.FT,₹ 6.4 Cr
r46636,3887 SQ.FT,₹ 6.72 Cr
r265531,765 SQ.FT,₹ 63.29 L
r265531,938 SQ.FT,₹ 77.6 L
r265531,1017 SQ.FT,₹ 84.14 L
r265531,1051 SQ.FT,₹ 86.95 L
r265531,1075 SQ.FT,₹ 88.93 L
r265531,1090 SQ.FT,₹ 90.18 L
r265531,1093 SQ.FT,₹ 90.42 L
r265531,1178 SQ.FT,₹ 97.46 L
r265531,1257 SQ.FT,₹ 1.04 Cr
r265531,1274 SQ.FT,₹ 1.05 Cr
r265531,1283 SQ.FT,₹ 1.06 Cr
r265531,1304 SQ.FT,₹ 1.08 Cr
r265531,1309 SQ.FT,₹ 1.08 Cr
r265531,1477 SQ.FT,₹ 1.22 Cr
r265531,1500 SQ.FT,₹ 1.24 Cr
r265531,1707 SQ.FT,₹ 1.41 Cr
r265531,1938 SQ.FT,₹ 1.6 Cr
r12166,1465 SQ.FT,₹ 1.55 Cr
r12166,1753 SQ.FT,₹ 1.85 Cr
r12166,1755 SQ.FT,₹ 1.85 Cr
r12166,1745 SQ.FT,₹ 1.84 Cr
r12166,1975 SQ.FT,₹ 2.08 Cr
r12166,2175 SQ.FT,₹ 2.3 Cr
r12166,2558 SQ.FT,₹ 2.7 Cr
r12166,2077 SQ.FT,₹ 2.19 Cr
r12166,2085 SQ.FT,₹ 2.2 Cr
r12166,2597 SQ.FT,₹ 2.74 Cr
r12166,4653 SQ.FT,₹ 4.91 Cr
r12166,3300 SQ.FT,₹ 3.48 Cr
r318631,1250 SQ.FT,₹ 82.5 L
r318631,1500 SQ.FT,₹ 99 L
r318631,1581 SQ.FT,₹ 1.0 Cr
r318631,1878 SQ.FT,₹ 1.19 Cr
r318631,1903 SQ.FT,₹ 1.21 Cr
r318631,3163 SQ.FT,₹ 2.66 Cr
r407819,428 SQ.FT,₹ 1.07 Cr
r407819,769 SQ.FT,₹ 1.92 Cr
r26588,1000 SQ.FT,₹ 1.43 Cr
r26588,1500 SQ.FT,₹ 2.15 Cr
r26588,1750 SQ.FT,₹ 2.51 Cr
r265101,334 SQ.FT,₹ 38.91 L
r265101,344 SQ.FT,₹ 40.08 L
r265101,400 SQ.FT,₹ 46.6 L
r265101,427 SQ.FT,₹ 49.75 L
r265101,539 SQ.FT,₹ 62.79 L
r265101,543 SQ.FT,₹ 63.26 L
r265101,544 SQ.FT,₹ 63.38 L
r265101,577 SQ.FT,₹ 67.22 L
r265101,594 SQ.FT,₹ 69.2 L
r265101,603 SQ.FT,₹ 70.25 L
r265101,635 SQ.FT,₹ 73.98 L
r265101,641 SQ.FT,₹ 74.68 L
r265101,645 SQ.FT,₹ 75.14 L
r265101,646 SQ.FT,₹ 75.26 L
r421333,815 SQ.FT,₹ 97.3 L
r421333,931 SQ.FT,₹ 1.14 Cr
r421333,1058 SQ.FT,₹ 1.29 Cr
r421333,1141 SQ.FT,₹ 1.34 Cr
r421333,1201 SQ.FT,₹ 1.41 Cr
r421333,1405 SQ.FT,₹ 1.63 Cr
r421333,1377 SQ.FT,₹ 1.67 Cr
r34222,294 SQ.FT,₹ 50.91 L
r34222,301 SQ.FT,₹ 52.13 L
r34222,305 SQ.FT,₹ 52.82 L
r34222,313 SQ.FT,₹ 54.21 L
r34222,314 SQ.FT,₹ 54.38 L
r34222,316 SQ.FT,₹ 54.72 L
r34222,321 SQ.FT,₹ 55.59 L
r34222,321 SQ.FT,₹ 55.59 L
r34222,323 SQ.FT,₹ 55.94 L
r34222,324 SQ.FT,₹ 56.11 L
r34222,331 SQ.FT,₹ 57.32 L
r34222,332 SQ.FT,₹ 57.5 L
r34222,336 SQ.FT,₹ 58.19 L
r34222,337 SQ.FT,₹ 58.36 L
r34222,338 SQ.FT,₹ 58.53 L
r34222,339 SQ.FT,₹ 58.71 L
r34222,343 SQ.FT,₹ 59.4 L
r34222,344 SQ.FT,₹ 59.57 L
r34222,344 SQ.FT,₹ 59.65 L
r34222,346 SQ.FT,₹ 59.92 L
r34222,347 SQ.FT,₹ 60.09 L
r34222,351 SQ.FT,₹ 60.79 L
r34222,354 SQ.FT,₹ 61.31 L
r34222,361 SQ.FT,₹ 62.52 L
r34222,381 SQ.FT,₹ 65.98 L
r34222,393 SQ.FT,₹ 68.0 L
r34222,393 SQ.FT,₹ 68.06 L
r34222,408 SQ.FT,₹ 70.66 L
r34222,414 SQ.FT,₹ 71.7 L
r34222,415 SQ.FT,₹ 71.87 L
r34222,434 SQ.FT,₹ 75.16 L
r34222,435 SQ.FT,₹ 75.33 L
r34222,436 SQ.FT,₹ 75.51 L
r34222,437 SQ.FT,₹ 75.68 L
r34222,444 SQ.FT,₹ 76.89 L
r34222,445 SQ.FT,₹ 77.07 L
r34222,447 SQ.FT,₹ 77.41 L
r34222,468 SQ.FT,₹ 81.05 L
r34222,468 SQ.FT,₹ 81.09 L
r34222,473 SQ.FT,₹ 81.91 L
r34222,479 SQ.FT,₹ 82.95 L
r34222,484 SQ.FT,₹ 83.82 L
r34222,499 SQ.FT,₹ 86.42 L
r34222,509 SQ.FT,₹ 88.15 L
r34222,529 SQ.FT,₹ 91.61 L
r4486,1150 SQ.FT,₹ 78.29 L
r4486,1185 SQ.FT,₹ 80.67 L
r4486,1275 SQ.FT,₹ 86.8 L
r4486,1280 SQ.FT,₹ 87.14 L
r4486,1285 SQ.FT,₹ 87.48 L
r4486,1575 SQ.FT,₹ 1.07 Cr
r4486,1615 SQ.FT,₹ 1.1 Cr
r4486,1810 SQ.FT,₹ 1.23 Cr
r4486,1850 SQ.FT,₹ 1.26 Cr
r4486,1785 SQ.FT,₹ 1.22 Cr
r380788,630 SQ.FT,₹ 1.19 Cr
r380788,647 SQ.FT,Price on Request
r380788,673 SQ.FT,₹ 1.28 Cr
r418325,1211 SQ.FT,₹ 43.6 L
r418325,1800 SQ.FT,₹ 64.8 L
r374863,1200 SQ.FT,Price on Request
r392225,465 SQ.FT,"₹ 77.17 L
i"
r392225,615 SQ.FT,"₹ 1.08 Cr
i"
r392225,711 SQ.FT,"₹ 1.21 Cr
i"
r392225,898 SQ.FT,"₹ 1.51 Cr
i"
r392225,1034 SQ.FT,"₹ 1.73 Cr
i"
r438107,1168 SQ.FT,"₹ 1.37 Cr
i"
r438107,1170 SQ.FT,"₹ 1.42 Cr
i"
r438107,1172 SQ.FT,"₹ 1.43 Cr
i"
r438107,1566 SQ.FT,"₹ 1.84 Cr
i"
r438107,1568 SQ.FT,"₹ 1.9 Cr
i"
r237360,1200 SQ.FT,₹ 87.88 L
r237360,1250 SQ.FT,₹ 91.54 L
r171457,895 SQ.FT,₹ 85.03 L
r171457,982 SQ.FT,₹ 93.29 L
r171457,1412 SQ.FT,₹ 1.34 Cr
r411284,985 SQ.FT,₹ 29.09 L
r411284,1390 SQ.FT,₹ 41.05 L
r411284,1855 SQ.FT,Price on Request
r411284,1805 SQ.FT,₹ 53.3 L
r411284,1970 SQ.FT,₹ 58.17 L
r411284,2375 SQ.FT,₹ 70.13 L
r387481,900 SQ.FT,₹ 41.85 L
r387481,600 SQ.FT,₹ 33.2 L
r387481,750 SQ.FT,₹ 36.5 L
r419501,1230 SQ.FT,₹ 60.0 L
r419501,1530 SQ.FT,₹ 69.61 L
r1534,1486 SQ.FT,"₹ 37.99 L
i"
r1534,1996 SQ.FT,"₹ 51.99 L
i"
r71711,316 SQ.FT,"₹ 47.13 L
i"
r71711,315 SQ.FT,Price on Request
r71711,424 SQ.FT,Price on Request
r71711,315 SQ.FT,Price on Request
r71711,424 SQ.FT,Price on Request
r71711,551 SQ.FT,"₹ 72.5 L
i"
r71711,553 SQ.FT,"₹ 73.59 L
i"
r71711,538 SQ.FT,₹ 69.94 L
r71711,542 SQ.FT,₹ 70.46 L
r71711,553 SQ.FT,Price on Request
r71711,712 SQ.FT,₹ 92.56 L
r71711,714 SQ.FT,₹ 92.82 L
r71711,716 SQ.FT,₹ 93.08 L
r71711,1036 SQ.FT,₹ 1.35 Cr
r24028,900 SQ.FT,₹ 3.44 Cr
r24028,920 SQ.FT,₹ 3.51 Cr
r24028,861 SQ.FT,₹ 2.26 Cr
r24028,1400 SQ.FT,₹ 4.89 Cr
r24028,1450 SQ.FT,₹ 5.06 Cr
r24028,1280 SQ.FT,₹ 4.51 Cr
r24028,1320 SQ.FT,₹ 4.7 Cr
r419968,1497 SQ.FT,₹ 8.01 Cr
r419968,1458 SQ.FT,₹ 8.01 Cr
r419968,1471 SQ.FT,₹ 8.08 Cr
r419968,1777 SQ.FT,₹ 15.92 Cr
r419968,1810 SQ.FT,₹ 15.92 Cr
r32040,2550 SQ.FT,₹ 17.29 Cr
r32040,2940 SQ.FT,₹ 19.93 Cr
r32040,3000 SQ.FT,₹ 20.34 Cr
r32040,3070 SQ.FT,₹ 20.81 Cr
r32040,3415 SQ.FT,₹ 23.15 Cr
r32040,4390 SQ.FT,₹ 29.76 Cr
r32040,4550 SQ.FT,₹ 30.84 Cr
r32040,4555 SQ.FT,₹ 30.88 Cr
r32040,3810 SQ.FT,₹ 25.83 Cr
r32040,4500 SQ.FT,₹ 30.5 Cr
r32040,8000 SQ.FT,₹ 54.23 Cr
r32040,8180 SQ.FT,₹ 55.45 Cr
r32040,10000 SQ.FT,₹ 67.79 Cr
r32040,10105 SQ.FT,₹ 68.5 Cr
r32040,10355 SQ.FT,₹ 70.19 Cr
r420799,591 SQ.FT,₹ 26.6 L
r420799,661 SQ.FT,₹ 29.75 L
r420799,751 SQ.FT,₹ 33.8 L
r420799,859 SQ.FT,₹ 38.66 L
r420799,943 SQ.FT,₹ 42.44 L
r420799,995 SQ.FT,₹ 44.78 L
r420799,1037 SQ.FT,₹ 46.67 L
r420799,1103 SQ.FT,₹ 49.64 L
r420799,1169 SQ.FT,₹ 52.61 L
r420799,1229 SQ.FT,₹ 55.31 L
r420799,1260 SQ.FT,₹ 56.7 L
r420799,2400 SQ.FT,₹ 1.08 Cr
r534,870 SQ.FT,₹ 41.99 L
r534,890 SQ.FT,₹ 42.96 L
r534,975 SQ.FT,₹ 47.06 L
r534,990 SQ.FT,₹ 47.79 L
r534,1120 SQ.FT,₹ 54.06 L
r534,1130 SQ.FT,₹ 54.55 L
r534,1140 SQ.FT,₹ 55.03 L
r534,1400 SQ.FT,Price on Request
r534,1105 SQ.FT,₹ 53.34 L
r534,1560 SQ.FT,Price on Request
r534,1785 SQ.FT,Price on Request
r383515,167 SQ.YD,₹ 70.15 L
r383515,175 SQ.YD,₹ 73.49 L
r383515,178 SQ.YD,₹ 74.75 L
r383515,248 SQ.YD,₹ 1.04 Cr
r378754,1695 SQ.FT,₹ 1.7 Cr
r378754,1820 SQ.FT,₹ 1.8 Cr
r378754,1964 SQ.FT,Price on Request
r378754,2935 SQ.FT,₹ 2.1 Cr
r378754,2103 SQ.FT,₹ 2.35 Cr
r378754,2154 SQ.FT,Price on Request
r378754,2188 SQ.FT,Price on Request
r378754,2287 SQ.FT,Price on Request
r378754,3028 SQ.FT,₹ 2.25 Cr
r124063,935 SQ.FT,₹ 71.46 L
r124063,1100 SQ.FT,₹ 84.07 L
r124063,1290 SQ.FT,₹ 98.59 L
r124063,1235 SQ.FT,₹ 94.39 L
r124063,1520 SQ.FT,₹ 1.16 Cr
r124063,1810 SQ.FT,₹ 1.38 Cr
r124063,2190 SQ.FT,₹ 1.67 Cr
r28548,920 SQ.FT,Price on Request
r28548,1035 SQ.FT,Price on Request
r28548,1235 SQ.FT,Price on Request
r28548,1250 SQ.FT,₹ 1.23 Cr
r28548,1290 SQ.FT,₹ 1.27 Cr
r28548,1340 SQ.FT,Price on Request
r28548,1595 SQ.FT,₹ 1.57 Cr
r28548,1620 SQ.FT,Price on Request
r28548,1705 SQ.FT,Price on Request
r28548,2050 SQ.FT,₹ 2.02 Cr
r53384,4240 SQ.FT,₹ 2.66 Cr
r53384,4950 SQ.FT,₹ 3.1 Cr
r53384,5850 SQ.FT,₹ 3.66 Cr
r53384,6300 SQ.FT,₹ 3.95 Cr
r53384,8100 SQ.FT,₹ 5.07 Cr
r12398,1100 SQ.FT,₹ 1.79 Cr
r12398,1200 SQ.FT,₹ 1.95 Cr
r12398,1250 SQ.FT,₹ 2.03 Cr
r12398,1500 SQ.FT,₹ 2.44 Cr
r12398,1600 SQ.FT,₹ 2.6 Cr
r12398,1750 SQ.FT,₹ 2.84 Cr
r12398,1800 SQ.FT,₹ 2.93 Cr
