XID,squareyards.com link
428412,https://www.squareyards.com/gurgaon-residential-property/signature-global-titanium-spr/249570/project
405181,https://www.squareyards.com/gurgaon-residential-property/m3m-golf-hills/220071/project
391580,https://www.squareyards.com/gurgaon-residential-property/dlf-the-grove/130079/project
430191,https://www.squareyards.com/gurgaon-residential-property/adani-lushlands/251901/project
318679,https://www.squareyards.com/gurgaon-residential-property/hero-homes-gurgaon/10213/project
336331,https://www.squareyards.com/greater-noida-residential-property/ats-destinaire/10912/project
270729,https://www.squareyards.com/greater-noida-residential-property/ats-rhapsody/8676/project
427056,https://www.squareyards.com/gurgaon-residential-property/m3m-altitude/247647/project
25860,https://www.squareyards.com/gurgaon-residential-property/ats-triumph/234/project
