XID,magicbricks.com link
428412,https://www.magicbricks.com/signatureglobal-titanium-spr-sector-71-gurgaon-pdpid-4d4235343231353933
405181,https://www.magicbricks.com/m3m-golf-hills-phase-1-sector-79-gurgaon-pdpid-4d4235343030303737
391580,https://www.magicbricks.com/dlf-the-grove-sector-54-gurgaon-pdpid-4d4235333336343433
430191,https://www.magicbricks.com/adani-lushlands-gwal-pahari-gurgaon-pdpid-4d4235343232363233
318679,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831
336331,https://www.magicbricks.com/ats-destinaire-noida-extension-greater-noida-pdpid-4d4235313235313937
270729,https://www.magicbricks.com/ats-rhapsody-noida-extension-noida-pdpid-4d4235303936373339
427056,https://www.magicbricks.com/m3m-altitude-sector-65-gurgaon-pdpid-4d4235343230383733
25860,https://www.magicbricks.com/ats-triumph-sector-104-gurgaon-pdpid-4d4235303239393035
