XID,Project Name,Unit Type,Area,Price
R296473,Platinum Life,3 BHK 900 Sq. Ft. Apartment,900 Sq. Ft.,Rs 2.97 Cr
R1245,Karia Konark Orchid,1 BHK 615 Sq. Ft. Apartment,615 Sq. Ft.,Rs 60.39 L
R1245,Karia Konark Orchid,1 BHK 635 Sq. Ft. Apartment,635 Sq. Ft.,Rs 62.36 L
R1245,Karia Konark Orchid,2 BHK 963 Sq. Ft. Apartment,963 Sq. Ft.,Rs 94.57 L
R1245,Karia Konark Orchid,2 BHK 1045 Sq. Ft. Apartment,1045 Sq. Ft.,Rs 1.02 Cr
R1245,Karia Konark Orchid,3 BHK 1300 Sq. Ft. Apartment,1300 Sq. Ft.,Rs 1.27 Cr
R405086,Shreeji Meadows 83,1 BHK 439 Sq. Ft. Apartment,439 Sq. Ft.,Rs 1.37 Cr
R405086,Shreeji Meadows 83,1 BHK 504 Sq. Ft. Apartment,504 Sq. Ft.,Rs 1.57 Cr
R405086,Shreeji Meadows 83,2 BHK 626 Sq. Ft. Apartment,626 Sq. Ft.,Rs 1.95 Cr
R7142,Rustomjee Summit,2 BHK 1173 Sq. Ft. Apartment,1173 Sq. Ft.,Rs 2.88 Cr
R7142,Rustomjee Summit,2 BHK 728 Sq. Ft. Apartment,728 Sq. Ft.,Rs 1.79 Cr
R7142,Rustomjee Summit,2 BHK 762 Sq. Ft. Apartment,762 Sq. Ft.,Rs 1.87 Cr
R7142,Rustomjee Summit,2 BHK 901 Sq. Ft. Apartment,901 Sq. Ft.,Rs 2.21 Cr
R7142,Rustomjee Summit,3 BHK 1219 Sq. Ft. Apartment,1219 Sq. Ft.,Rs 2.99 Cr
R7142,Rustomjee Summit,3 BHK 1006 Sq. Ft. Apartment,1006 Sq. Ft.,Rs 2.47 Cr
R7142,Rustomjee Summit,3 BHK 1139 Sq. Ft. Apartment,1139 Sq. Ft.,Rs 2.80 Cr
R741,Oberoi Realty Splendor,3 BHK 1377 Sq. Ft. Apartment,1377 Sq. Ft.,Rs 6.28 Cr
R741,Oberoi Realty Splendor,3 BHK 1820 Sq. Ft. Apartment,1820 Sq. Ft.,Rs 8.30 Cr
R396807,Sethia Pride,1 BHK 365 Sq. Ft. Apartment,365 Sq. Ft.,Rs 1.05 Cr
R396807,Sethia Pride,1 BHK 395 Sq. Ft. Apartment,395 Sq. Ft.,Rs 1.14 Cr
R396807,Sethia Pride,2 BHK 620 Sq. Ft. Apartment,620 Sq. Ft.,Rs 1.78 Cr
R396807,Sethia Pride,2 BHK 590 Sq. Ft. Apartment,590 Sq. Ft.,Rs 1.70 Cr
R396807,Sethia Pride,3 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 3.03 Cr
R396807,Sethia Pride,3 BHK 1260 Sq. Ft. Apartment,1260 Sq. Ft.,Rs 3.63 Cr
R11868,ARV Imperia,1 BHK 696 Sq. Ft. Apartment,696 Sq. Ft.,Price on Request
R11868,ARV Imperia,2 BHK 1246 Sq. Ft. Apartment,1246 Sq. Ft.,Rs 47.00 Lac
R11868,ARV Imperia,3 BHK 1494 Sq. Ft. Apartment,1494 Sq. Ft.,Rs 57.00 Lac
R245479,Kolte Patil iTowers Exente,1 BHK 710 Sq. Ft. Apartment,463 Sq. Ft.,Rs 59.11 Lac
R245479,Kolte Patil iTowers Exente,1 BHK 715 Sq. Ft. Apartment,464 Sq. Ft.,Rs 59.52 Lac
R245479,Kolte Patil iTowers Exente,2 BHK 728 Sq. Ft. Apartment,473 Sq. Ft.,Rs 60.61 Lac
R245479,Kolte Patil iTowers Exente,2 BHK 1217 Sq. Ft. Apartment,1217 Sq. Ft.,Rs 1.01 Cr
R245479,Kolte Patil iTowers Exente,2 BHK 1221 Sq. Ft. Apartment,793 Sq. Ft.,Rs 1.02 Cr
R245479,Kolte Patil iTowers Exente,2 BHK 1225 Sq. Ft. Apartment,796 Sq. Ft.,Rs 1.02 Cr
R245479,Kolte Patil iTowers Exente,2 BHK 1230 Sq. Ft. Apartment,799 Sq. Ft.,Rs 1.02 Cr
R245479,Kolte Patil iTowers Exente,2 BHK 1293 Sq. Ft. Apartment,1293 Sq. Ft.,Rs 1.08 Cr
R245479,Kolte Patil iTowers Exente,2 BHK 1382 Sq. Ft. Apartment,898 Sq. Ft.,Rs 1.15 Cr
R245479,Kolte Patil iTowers Exente,2 BHK 1394 Sq. Ft. Apartment,906 Sq. Ft.,Rs 1.16 Cr
R245479,Kolte Patil iTowers Exente,3 BHK 1686 Sq. Ft. Apartment,1095 Sq. Ft.,Rs 1.40 Cr
R245479,Kolte Patil iTowers Exente,3 BHK 1705 Sq. Ft. Apartment,1108 Sq. Ft.,Rs 1.42 Cr
R245479,Kolte Patil iTowers Exente,3 BHK 1730 Sq. Ft. Apartment,1730 Sq. Ft.,Rs 1.44 Cr
R50996,Sky City Floris,4 BHK 5301 Sq. Ft. Villa,5301 Sq. Ft.,Price on Request
R27760,Hex Blox CHS,2 BHK 1230 Sq. Ft. Apartment,1230 Sq. Ft.,Rs 1.68 Cr
R320071,Assetz Marq Phase 2,3 BHK 1366 Sq. Ft. Apartment,1007 Sq. Ft.,Rs 1.58 Cr
R320071,Assetz Marq Phase 2,3 BHK 1604 Sq. Ft. Apartment,1196 Sq. Ft.,Rs 1.85 Cr
R320071,Assetz Marq Phase 2,3 BHK 1408 Sq. Ft. Apartment,1043 Sq. Ft.,Rs 1.63 Cr
R320071,Assetz Marq Phase 2,3 BHK 1424 Sq. Ft. Apartment,1055 Sq. Ft.,Rs 1.65 Cr
R320071,Assetz Marq Phase 2,3 BHK 1564 Sq. Ft. Apartment,1170 Sq. Ft.,Rs 1.81 Cr
R320071,Assetz Marq Phase 2,3 BHK 1588 Sq. Ft. Apartment,1195 Sq. Ft.,Rs 1.84 Cr
R1028,Man Opus,1 BHK 463 Sq. Ft. Apartment,463 Sq. Ft.,Rs 61.22 L
R1028,Man Opus,1 BHK 545 Sq. Ft. Apartment,545 Sq. Ft.,Rs 72.07 L
R1028,Man Opus,2 BHK 692 Sq. Ft. Apartment,692 Sq. Ft.,Rs 91.51 L
R64578,Shriram Luxor,2 BHK 1100 Sq. Ft. Apartment,847 Sq. Ft.,Rs 57.91 Lac to 63.74 Lac
R64578,Shriram Luxor,2 BHK 1195 Sq. Ft. Apartment,917 Sq. Ft.,Rs 62.92 Lac to 69.25 Lac
R64578,Shriram Luxor,2 BHK 1260 Sq. Ft. Apartment,970 Sq. Ft.,Rs 66.34 Lac to 73.02 Lac
R64578,Shriram Luxor,2 BHK 1440 Sq. Ft. Apartment,1113 Sq. Ft.,Rs 75.82 Lac to 83.45 Lac
R64578,Shriram Luxor,3 BHK 1500 Sq. Ft. Apartment,1155 Sq. Ft.,Rs 78.97 Lac to 86.92 Lac
R64578,Shriram Luxor,3 BHK 1590 Sq. Ft. Apartment,1224 Sq. Ft.,Rs 83.71 Lac to 92.14 Lac
R60927,Omaxe Cassia,3 BHK 1725 Sq. Ft. Apartment,-,Rs 55.75 Lac
R60927,Omaxe Cassia,4 BHK 2200 Sq. Ft. Apartment,-,Rs 55.75 Lac
R332289,MRG The Balcony,2 BHK 1100 Sq. Ft. Apartment,1100 Sq. Ft.,Rs 78.56 Lac
R332289,MRG The Balcony,2 BHK 1050 Sq. Ft. Apartment,1050 Sq. Ft.,Rs 74.99 Lac
R859,Brigade Meadows Plumeria,2 BHK 1110 Sq. Ft. Apartment,1110 Sq. Ft.,Rs 63.00 Lac
R859,Brigade Meadows Plumeria,2 BHK 1294 Sq. Ft. Apartment,1294 Sq. Ft.,Rs 69.68 Lac
R859,Brigade Meadows Plumeria,3 BHK 1630 Sq. Ft. Apartment,1630 Sq. Ft.,Rs 87.15 Lac
R859,Brigade Meadows Plumeria,3 BHK 1440 Sq. Ft. Apartment,1440 Sq. Ft.,Rs 76.99 Lac
R859,Brigade Meadows Plumeria,3 BHK 1459 Sq. Ft. Apartment,1459 Sq. Ft.,Price on Request
R859,Brigade Meadows Plumeria,3 BHK 1627 Sq. Ft. Apartment,1627 Sq. Ft.,Price on Request
R26142,Aariz Heights,2 BHK 1031 Sq. Ft. Apartment,1031 Sq. Ft.,Price on Request
R341945,Aparna Luxor Park,3 BHK 2415 Sq. Ft. Apartment,2415 Sq. Ft.,Rs 1.78 Cr
R341945,Aparna Luxor Park,3 BHK 2025 Sq. Ft. Apartment,2025 Sq. Ft.,Rs 1.49 Cr
R341945,Aparna Luxor Park,3 BHK 2660 Sq. Ft. Apartment,2660 Sq. Ft.,Rs 1.96 Cr
R341945,Aparna Luxor Park,3 BHK 2835 Sq. Ft. Apartment,2835 Sq. Ft.,Rs 2.09 Cr
R341945,Aparna Luxor Park,4 BHK 3160 Sq. Ft. Apartment,3160 Sq. Ft.,Rs 2.33 Cr
R341945,Aparna Luxor Park,4 BHK 3165 Sq. Ft. Apartment,3165 Sq. Ft.,Rs 2.33 Cr
R426627,VRL Happy Homes,2 BHK 1086 Sq. Ft. Apartment,1086 Sq. Ft.,Rs 57.02 Lac
R426627,VRL Happy Homes,2 BHK 1140 Sq. Ft. Apartment,1140 Sq. Ft.,Rs 59.85 Lac
R426627,VRL Happy Homes,3 BHK 1360 Sq. Ft. Apartment,1360 Sq. Ft.,Rs 71.40 Lac
R426627,VRL Happy Homes,3 BHK 1550 Sq. Ft. Apartment,1550 Sq. Ft.,Rs 81.38 Lac
R497,Zinnia Row Houses,4 BHK 2110 Sq. Ft. Apartment,2110 Sq. Ft.,Rs 3.29 Cr
R339013,Mahindra Vicino,1 BHK 483 Sq. Ft. Apartment,483 Sq. Ft.,Rs 1.51 Cr
R339013,Mahindra Vicino,1 BHK 518 Sq. Ft. Apartment,518 Sq. Ft.,Rs 1.62 Cr
R339013,Mahindra Vicino,2 BHK 655 Sq. Ft. Apartment,655 Sq. Ft.,Rs 2.05 Cr
R339013,Mahindra Vicino,2 BHK 903 Sq. Ft. Apartment,903 Sq. Ft.,Rs 2.83 Cr
R384975,Mantra Meraki,1 BHK 525 Sq. Ft. Apartment,525 Sq. Ft.,Rs 59.00 Lac
R384975,Mantra Meraki,1 BHK 588 Sq. Ft. Apartment,588 Sq. Ft.,Rs 66.08 Lac
R384975,Mantra Meraki,2 BHK 696 Sq. Ft. Apartment,696 Sq. Ft.,Rs 78.22 Lac
R384975,Mantra Meraki,2 BHK 711 Sq. Ft. Apartment,711 Sq. Ft.,Rs 79.90 Lac
R384975,Mantra Meraki,3 BHK 839 Sq. Ft. Apartment,839 Sq. Ft.,Rs 94.29 Lac
R384975,Mantra Meraki,3 BHK 892 Sq. Ft. Apartment,892 Sq. Ft.,Rs 1.00 Cr
R384975,Mantra Meraki,4 BHK 1467 Sq. Ft. Apartment,1467 Sq. Ft.,Rs 1.65 Cr
R327125,Samriddhi Sampat Greens,1040 Sq. Ft. Plot,1040 Sq. Ft.,Price on Request
R327125,Samriddhi Sampat Greens,1045 Sq. Ft. Plot,1045 Sq. Ft.,Price on Request
R272925,Kavuri Forest Nest,3 BHK 2418 Sq. Ft. Villa,2418 Sq. Ft.,Price on Request
R272925,Kavuri Forest Nest,3 BHK 3147 Sq. Ft. Villa,3147 Sq. Ft.,Price on Request
R272925,Kavuri Forest Nest,4 BHK 3400 Sq. Ft. Villa,3400 Sq. Ft.,Price on Request
R272925,Kavuri Forest Nest,4 BHK 4500 Sq. Ft. Villa,4500 Sq. Ft.,Price on Request
R392400,Nyati Elite,3 BHK 1528 Sq. Ft. Apartment,1528 Sq. Ft.,Rs 1.30 Cr
R392400,Nyati Elite,3 BHK 1586 Sq. Ft. Apartment,1586 Sq. Ft.,Rs 1.35 Cr
R392400,Nyati Elite,4 BHK 1935 Sq. Ft. Apartment,1935 Sq. Ft.,Rs 1.65 Cr
R392400,Nyati Elite,4 BHK 1986 Sq. Ft. Apartment,1986 Sq. Ft.,Rs 1.69 Cr
R1298,Hubtown Hillcrest,1 BHK 589 Sq. Ft. Apartment,589 Sq. Ft.,Rs 1.33 Cr
R1298,Hubtown Hillcrest,2 BHK 687 Sq. Ft. Apartment,687 Sq. Ft.,Rs 1.55 Cr
R1298,Hubtown Hillcrest,2 BHK 657 Sq. Ft. Apartment,657 Sq. Ft.,Rs 1.48 Cr
R1298,Hubtown Hillcrest,3 BHK 843 Sq. Ft. Apartment,843 Sq. Ft.,Rs 1.91 Cr
R1298,Hubtown Hillcrest,3 BHK 982 Sq. Ft. Apartment,982 Sq. Ft.,Rs 2.22 Cr
R1361,Sunworld Arista,1 BHK 615 Sq. Ft. Apartment,615 Sq. Ft.,Rs 66.96 Lac
R1361,Sunworld Arista,3 BHK 1750 Sq. Ft. Apartment,1750 Sq. Ft.,Rs 1.83 Cr
R1361,Sunworld Arista,3 BHK 2100 Sq. Ft. Apartment,2100 Sq. Ft.,Rs 2.19 Cr
R1361,Sunworld Arista,4 BHK 2700 Sq. Ft. Apartment,2700 Sq. Ft.,Rs 2.80 Cr
R1361,Sunworld Arista,4 BHK 3500 Sq. Ft. Apartment,3500 Sq. Ft.,Rs 3.61 Cr
R396054,Anant Raj Ashok Estate,1620 Sq. Ft. Plot,1620 Sq. Ft.,Rs 3.44 Cr
R9350,Evershine Crown,3 BHK 882 Sq. Ft. Apartment,882 Sq. Ft.,Rs 2.41 Cr
R9350,Evershine Crown,3 BHK 897 Sq. Ft. Apartment,897 Sq. Ft.,Rs 2.45 Cr
R31034,Nyati Serenity Enclave,3 BHK 1300 Sq. Ft. Apartment,1300 Sq. Ft.,Price on Request
R31034,Nyati Serenity Enclave,4 BHK 3270 Sq. Ft. Villa,3270 Sq. Ft.,Rs 1.73 Cr
R319095,Sobha Rajvilas,3 BHK 1983 Sq. Ft. Apartment,1983 Sq. Ft.,Rs 2.87 Cr
R319095,Sobha Rajvilas,3 BHK 2002 Sq. Ft. Apartment,2002 Sq. Ft.,Rs 2.90 Cr
R319095,Sobha Rajvilas,3 BHK 2171 Sq. Ft. Apartment,2171 Sq. Ft.,Rs 3.14 Cr
R319095,Sobha Rajvilas,4 BHK 2848 Sq. Ft. Apartment,2848 Sq. Ft.,Rs 4.13 Cr
R402149,DLF Pink Town House,1 BHK 600 Sq. Ft. Apartment,600 Sq. Ft.,Price on Request
R402149,DLF Pink Town House,2 BHK 1110 Sq. Ft. Apartment,1110 Sq. Ft.,Price on Request
R402149,DLF Pink Town House,3 BHK 1400 Sq. Ft. Apartment,1400 Sq. Ft.,Price on Request
R25390,Gulshan GC Grand,3 BHK 1556 Sq. Ft. Apartment,894 Sq. Ft.,Rs 1.55 Cr
R25390,Gulshan GC Grand,3 BHK 1980 Sq. Ft. Apartment,1090 Sq. Ft.,Rs 1.97 Cr
R25390,Gulshan GC Grand,3 BHK 2205 Sq. Ft. Apartment,1174 Sq. Ft.,Rs 2.19 Cr
R1187,Prestige Park View,2 BHK 1220 Sq. Ft. Apartment,1220 Sq. Ft.,Price on Request
R1187,Prestige Park View,2 BHK 1272 Sq. Ft. Apartment,1272 Sq. Ft.,Price on Request
R1187,Prestige Park View,3 BHK 2023 Sq. Ft. Apartment,2023 Sq. Ft.,Price on Request
R1187,Prestige Park View,3 BHK 1704 Sq. Ft. Apartment,1704 Sq. Ft.,Price on Request
R307457,Candeur Landmark,2 BHK 1090 Sq. Ft. Apartment,1090 Sq. Ft.,Rs 1.25 Cr
R307457,Candeur Landmark,2 BHK 1400 Sq. Ft. Apartment,1400 Sq. Ft.,Rs 1.61 Cr
R307457,Candeur Landmark,3 BHK 1665 Sq. Ft. Apartment,1665 Sq. Ft.,Rs 1.91 Cr
R307457,Candeur Landmark,3 BHK 1685 Sq. Ft. Apartment,1685 Sq. Ft.,Rs 1.94 Cr
R1714,Pristine Prolife 2,3 BHK 1751 Sq. Ft. Apartment,1751 Sq. Ft.,Price on Request
R28232,Godrej Oasis,2 BHK 1307 Sq. Ft. Apartment,1307 Sq. Ft.,Rs 1.89 Cr
R28232,Godrej Oasis,2 BHK 1463 Sq. Ft. Apartment,1463 Sq. Ft.,Rs 2.11 Cr
R28232,Godrej Oasis,2 BHK 1616 Sq. Ft. Apartment,1616 Sq. Ft.,Rs 2.32 Cr
R28232,Godrej Oasis,2 BHK 1628 Sq. Ft. Apartment,1628 Sq. Ft.,Rs 2.34 Cr
R28232,Godrej Oasis,3 BHK 1791 Sq. Ft. Apartment,1791 Sq. Ft.,Rs 2.57 Cr
R28232,Godrej Oasis,3 BHK 1850 Sq. Ft. Apartment,1850 Sq. Ft.,Rs 2.65 Cr
R28232,Godrej Oasis,3 BHK 2066 Sq. Ft. Apartment,2066 Sq. Ft.,Rs 2.96 Cr
R7884,Paramount Emotions,3 BHK 1380 Sq. Ft. Apartment,1111 Sq. Ft.,Rs 92.50 Lac
R7884,Paramount Emotions,3 BHK 1520 Sq. Ft. Apartment,1224 Sq. Ft.,Rs 1.02 Cr
R7884,Paramount Emotions,3 BHK 1710 Sq. Ft. Apartment,1381 Sq. Ft.,Rs 1.14 Cr
R217349,Swastik Signature Park,1076 Sq. Ft. Plot,1076 Sq. Ft.,Rs 20.66 L
R217349,Swastik Signature Park,5382 Sq. Ft. Plot,5382 Sq. Ft.,Rs 1.03 Cr
R11650,Arihant North Town,2 BHK 1016 Sq. Ft. Apartment,1016 Sq. Ft.,Rs 64.99 Lac
R41686,Lodha Enchante,2 BHK 763 Sq. Ft. Apartment,763 Sq. Ft.,Rs 2.57 Cr
R41686,Lodha Enchante,2 BHK 843 Sq. Ft. Apartment,843 Sq. Ft.,Rs 2.85 Cr
R41686,Lodha Enchante,3 BHK 1069 Sq. Ft. Apartment,1069 Sq. Ft.,Rs 3.61 Cr
R41686,Lodha Enchante,3 BHK 1086 Sq. Ft. Apartment,1086 Sq. Ft.,Rs 3.67 Cr
R278611,Godrej Golf Links Crest,4 BHK 2506 Sq. Ft. Villa,2506 Sq. Ft.,Rs 6.27 Cr
R426783,Bhartiya Nikoo Homes,1 BHK 620 Sq. Ft. Apartment,620 Sq. Ft.,Rs 46.13 L
R426783,Bhartiya Nikoo Homes,1 BHK 933 Sq. Ft. Apartment,933 Sq. Ft.,Rs 69.42 L
R426783,Bhartiya Nikoo Homes,1 BHK 934 Sq. Ft. Apartment,934 Sq. Ft.,Rs 69.49 L
R426783,Bhartiya Nikoo Homes,2 BHK 1056 Sq. Ft. Apartment,1056 Sq. Ft.,Rs 78.57 L
R426783,Bhartiya Nikoo Homes,2 BHK 1059 Sq. Ft. Apartment,1059 Sq. Ft.,Rs 78.80 L
R426783,Bhartiya Nikoo Homes,2 BHK 1098 Sq. Ft. Apartment,1098 Sq. Ft.,Rs 81.70 L
R426783,Bhartiya Nikoo Homes,2 BHK 1265 Sq. Ft. Apartment,1265 Sq. Ft.,Rs 94.12 L
R426783,Bhartiya Nikoo Homes,2 BHK 1983 Sq. Ft. Apartment,1983 Sq. Ft.,Rs 1.47 Cr
R426783,Bhartiya Nikoo Homes,3 BHK 1768 Sq. Ft. Apartment,1768 Sq. Ft.,Rs 1.31 Cr
R426783,Bhartiya Nikoo Homes,3 BHK 1917 Sq. Ft. Apartment,1917 Sq. Ft.,Rs 1.42 Cr
R426783,Bhartiya Nikoo Homes,3 BHK 1952 Sq. Ft. Penthouse,1952 Sq. Ft.,Rs 1.45 Cr
R426783,Bhartiya Nikoo Homes,3 BHK 1959 Sq. Ft. Penthouse,1959 Sq. Ft.,Rs 1.45 Cr
R426783,Bhartiya Nikoo Homes,3 BHK 2107 Sq. Ft. Penthouse,2107 Sq. Ft.,Rs 1.56 Cr
R426783,Bhartiya Nikoo Homes,3 BHK 1595 Sq. Ft. Apartment,1595 Sq. Ft.,Rs 1.18 Cr
R426783,Bhartiya Nikoo Homes,4 BHK 2673 Sq. Ft. Apartment,2673 Sq. Ft.,Rs 1.98 Cr
R426783,Bhartiya Nikoo Homes,4 BHK 3529 Sq. Ft. Apartment,3529 Sq. Ft.,Rs 2.62 Cr
R426783,Bhartiya Nikoo Homes,4 BHK 3616 Sq. Ft. Apartment,3616 Sq. Ft.,Rs 2.69 Cr
R462,Eden City Maheshtala,2 BHK 1236 Sq. Ft. Apartment,1236 Sq. Ft.,Price on Request
R462,Eden City Maheshtala,3 BHK 1524 Sq. Ft. Apartment,1524 Sq. Ft.,Price on Request
R55416,Adarsh Lakefront Phase 2,3 BHK 1915 Sq. Ft. Apartment,1915 Sq. Ft.,Rs 1.34 Cr
R55416,Adarsh Lakefront Phase 2,3 BHK 2315 Sq. Ft. Apartment,2315 Sq. Ft.,Rs 1.62 Cr
R32492,Nyati Evita,1 BHK 599 Sq. Ft. Apartment,599 Sq. Ft.,Price on Request
R32492,Nyati Evita,1 BHK 644 Sq. Ft. Apartment,644 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 751 Sq. Ft. Apartment,751 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1023 Sq. Ft. Apartment,1023 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1166 Sq. Ft. Apartment,1166 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 725 Sq. Ft. Apartment,725 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 728 Sq. Ft. Apartment,728 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 733 Sq. Ft. Apartment,733 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 737 Sq. Ft. Apartment,737 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 757 Sq. Ft. Apartment,757 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 779 Sq. Ft. Apartment,779 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1019 Sq. Ft. Apartment,1019 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1141 Sq. Ft. Apartment,1141 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1154 Sq. Ft. Apartment,1154 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1397 Sq. Ft. Apartment,1397 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1401 Sq. Ft. Apartment,1401 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1405 Sq. Ft. Apartment,1405 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1411 Sq. Ft. Apartment,1411 Sq. Ft.,Price on Request
R32492,Nyati Evita,2 BHK 1423 Sq. Ft. Apartment,1423 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1361 Sq. Ft. Apartment,1361 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1413 Sq. Ft. Apartment,1413 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1575 Sq. Ft. Apartment,1575 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1609 Sq. Ft. Apartment,1609 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1492 Sq. Ft. Apartment,1492 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1503 Sq. Ft. Apartment,1503 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1628 Sq. Ft. Apartment,1628 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1669 Sq. Ft. Apartment,1669 Sq. Ft.,Price on Request
R32492,Nyati Evita,3 BHK 1679 Sq. Ft. Apartment,1679 Sq. Ft.,Price on Request
R267888,Purva Palm Beach,2 BHK 1232 Sq. Ft. Apartment,1232 Sq. Ft.,Rs 1.16 Cr
R267888,Purva Palm Beach,2 BHK 1348 Sq. Ft. Apartment,1348 Sq. Ft.,Rs 1.27 Cr
R267888,Purva Palm Beach,3 BHK 1482 Sq. Ft. Apartment,1482 Sq. Ft.,Rs 1.40 Cr
R22738,Ajmera Treon,2 BHK 994 Sq. Ft. Apartment,994 Sq. Ft.,Rs 3.48 Cr
R22738,Ajmera Treon,3 BHK 1661 Sq. Ft. Apartment,1661 Sq. Ft.,Rs 5.82 Cr
R22738,Ajmera Treon,4 BHK 2467 Sq. Ft. Apartment,2467 Sq. Ft.,Rs 8.65 Cr
R291135,Vistara Township,800 Sq. Ft. Plot,800 Sq. Ft.,Price on Request
R291135,Vistara Township,1000 Sq. Ft. Plot,1000 Sq. Ft.,Price on Request
R291135,Vistara Township,1500 Sq. Ft. Plot,1500 Sq. Ft.,Price on Request
R291135,Vistara Township,2153 Sq. Ft. Plot,2153 Sq. Ft.,Price on Request
R291135,Vistara Township,2386 Sq. Ft. Plot,2386 Sq. Ft.,Price on Request
R291135,Vistara Township,2691 Sq. Ft. Plot,2691 Sq. Ft.,Price on Request
R291135,Vistara Township,2852 Sq. Ft. Plot,2852 Sq. Ft.,Price on Request
R291135,Vistara Township,3075 Sq. Ft. Plot,3075 Sq. Ft.,Price on Request
R291135,Vistara Township,3875 Sq. Ft. Plot,3875 Sq. Ft.,Price on Request
R382575,Hemadurga Jewel County,2 BHK 1266 Sq. Ft. Apartment,797 Sq. Ft.,Rs 53.17 Lac
R382575,Hemadurga Jewel County,3 BHK 1663 Sq. Ft. Apartment,1099 Sq. Ft.,Rs 69.85 Lac
R64640,Brigade Panorama,2 BHK 1074 Sq. Ft. Apartment,716 Sq. Ft.,Rs 85.11 L
R64640,Brigade Panorama,2 BHK 943 Sq. Ft. Apartment,639 Sq. Ft.,Rs 74.73 L
R64640,Brigade Panorama,2 BHK 947 Sq. Ft. Apartment,947 Sq. Ft.,Rs 75.04 L
R64640,Brigade Panorama,3 BHK 1407 Sq. Ft. Apartment,973 Sq. Ft.,Rs 1.11 Cr
R64640,Brigade Panorama,3 BHK 1584 Sq. Ft. Apartment,1090 Sq. Ft.,Rs 1.25 Cr
R64640,Brigade Panorama,3 BHK 1640 Sq. Ft. Apartment,1132 Sq. Ft.,Rs 1.29 Cr
R64640,Brigade Panorama,3 BHK 1710 Sq. Ft. Apartment,1159 Sq. Ft.,Rs 1.35 Cr
R428706,Prestige Jasdan Classic,2 BHK 840 Sq. Ft. Apartment,840 Sq. Ft.,Rs 3.88 Cr
R428706,Prestige Jasdan Classic,3 BHK 1256 Sq. Ft. Apartment,1256 Sq. Ft.,Rs 5.81 Cr
R428706,Prestige Jasdan Classic,3 BHK 1740 Sq. Ft. Apartment,1740 Sq. Ft.,Rs 8.05 Cr
R428706,Prestige Jasdan Classic,4 BHK 2307 Sq. Ft. Apartment,2307 Sq. Ft.,Rs 10.68 Cr
R428706,Prestige Jasdan Classic,4 BHK 2195 Sq. Ft. Apartment,2195 Sq. Ft.,Rs 10.16 Cr
R120,Shrachi Rosedale Garden Complex,1 BHK 560 Sq. Ft. Apartment,347 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,1 BHK 879 Sq. Ft. Apartment,879 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,2 BHK 1718 Sq. Ft. Apartment,1718 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,2 BHK 1945 Sq. Ft. Apartment,1945 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,3 BHK 2194 Sq. Ft. Apartment,2194 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,3 BHK 2231 Sq. Ft. Apartment,2231 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,3 BHK 2255 Sq. Ft. Apartment,2255 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,3 BHK 2459 Sq. Ft. Apartment,2459 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,4 BHK 3866 Sq. Ft. Apartment,3866 Sq. Ft.,Price on Request
R120,Shrachi Rosedale Garden Complex,4 BHK 5441 Sq. Ft. Apartment,5441 Sq. Ft.,Price on Request
R28928,Goel Ganga Constella,1 BHK 575 Sq. Ft. Apartment,575 Sq. Ft.,Rs 43.90 Lac
