XID,Name,Name_Score,Builder,Builder_Score,Address,Address_Score,Possession Status,Possession Status_Score,RERA,RERA_Score
r413382,Shriram Solitaire,100,ByShriram Properties,78,"Yelahanka, North Bangalore, Bangalore",51,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,TOR/PRM/KA/RERA/1251/309/PR/221116/000068,100
r376088,Smartworld Orchard,97,BySmartworld Developers,95,"99acres: Sector 61 | Housing: Golf Course Extension Road, Opposite Grand Hyatt, Sector 61, Golf Course Extension Road, Gurgaon",17,"99acres: READY_TO_MOVE | Housing: Dec, 2024",18,RERA-GRG-1121-2022,100
r235520,Fortune Butterfly City,100,ByFortune Infra Developers,96,"99acres: Kadthal | Housing: Opposite Mucherla Pharmacity, Kadthal, South Hyderabad, Hyderabad",19,Ready to Move,100,Rera Not Applicable,100
r300077,Elevate At Godrej Se7en,93,ByGodrej Properties Ltd.,83,"99acres: Joka | Housing: Diamond Harbour Road. Hanspukuria, Joka, Diamond Harbour Road-Thakurpukur, Kolkata",9,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2028",22,"WBRERA/P/SOU/2023/000015, WBRERA/P/SOU/2024/001051",100
r398124,Alaya Belmonte,82,ByMount Group,92,"99acres: Charodi | Housing: B/H Vandemataram Fabula, Nr. Malabar County -1, B/h Nirma University, Chharodi, North West, Ahmedabad",13,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2024",15,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN106AA10006/110722,100
r429474,RLD Merlion Estate,100,ByRoyal land & Developers Pvt Ltd,76,"99acres: Vanagaram | Housing: Noombal Road, Vanagaram, Chennai west, Chennai",33,Ready to Move,100,TN/2/Layout/3688/2024,100
r417614,Manjunatha MGR Windsor Gardens,75,BySri Manjunatha Developers,96,"99acres: 5th Phase JP Nagar | Housing: Ward No 187, JP Nagar, South Bangalore, Bangalore",30,"99acres: READY_TO_MOVE | Housing: Dec, 2025",18,PRM/KA/RERA/1251/310/PR/171023/006341,100
r386987,DS Max Sukruth,100,ByDS-MAX Properties Private Limited,62,"99acres: Chandapura | Housing: Iggalur Village, Chandapura, South Bangalore, Bangalore",31,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2026",15,PRM/KA/RERA/1251/308/PR/280222/004739,100
r393335,Sri Balajis Saphire,100,BySri Balaji Associates,62,"99acres: Maduravoyal | Housing: S Nos.216/4 & 217/4 Of Maduravoyal, Chennai west, Chennai",32,"99acres: READY_TO_MOVE | Housing: Aug, 2026",18,TN/29/Building/0175/2022 dated 20/05/2022,100
r405295,Sapnil Residency Noapara,80,BySapnil Developers,94,"99acres: Noapara, Palpara | Housing: 37 A, A. K. Mukherjee Road, Noapara, Baranagar, Kolkata",37,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2028",22,WBRERA/P/NOR/2023/000588,100
r434608,Eldeco Fairway Reserve,100,99acres: Eldeco Group | Housing: ByEldeco Infrastructure & Properties Limited,36,"99acres: Sector 80 | Housing: Sector 80, New Gurgaon, Gurgaon",45,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2028",15,GGM/880/612/2024/107,100
r437320,99acres: SS Sri Balan Flats | Housing: Meenakshi Classic,34,99acres: SS Builders Chennai | Housing: ByS. Balan Group,29,"99acres: Selaiyur | Housing: Off Ring Road, HSR Layout 1st Sector, Bangalore, South Bangalore, Bangalore",14,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2005",15,Rera Not Applicable,100
r51192,Krishna Kalyan Garden View,82,ByKrishna Colonisers Pvt Ltd,78,"99acres: Indira Nagar | Housing: Sector 24, Indira Nagar, Sitapur Road, Lucknow",41,Ready to Move,100,,100
r24280,Runwal Forests Tower 9 To 11,67,ByRunwal Group,92,"99acres: Kanjurmarg west | Housing: Near Mangatram Petrol Pump Lal Bahadur Shastri Marg, Kanjurmarg, Central Mumbai Suburbs, Mumbai",24,"99acres: READY_TO_MOVE | Housing: Jul, 2023",9,P51800001137,100
r294633,Codename Skywards,100,ByJP Corp,88,"99acres: Ambernath East | Housing: Codename Skywards, Opposite Pentecostal Church, Near Rangoli Hotel, Beyond Thane, Ambernath",23,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,P51700013871,100
r398757,Trendsquares Ortus 3,100,ByTrendsquare Constructions,94,"99acres: Amruthahalli | Housing: Behind Manyata Tech Park Amrutahalli Near Sri Lakshminarayana Swamy Temple, North Bangalore, Bangalore",19,"99acres: READY_TO_MOVE | Housing: Dec, 2023",18,PRM/KA/RERA/1251/472/PR/220922/005264,100
r376598,Ravimurugaa Sai Gardenia,100,ByRavi Murugaa Construction Pvt. Ltd,80,"99acres: Avinashi Road | Housing: Sowripalayam Village,,Peelamedu, Ramasamy Layout,, Coimbatore",22,Ready to Move,100,TN/11/Building/0090/2021,100
r402170,Imperial Ville,100,ByImperial Group,93,"99acres: Vaishali Nagar | Housing: Yaduraj Prime, Gandhi Path W, Vaishali Nagar, Jaipur",42,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,RAJ/P/2022/2306,100
r436787,Celestia,67,ByLohia Jain Malpani Properties,73,"Fursungi, Pune",61,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",22,P52100078194,100
r383703,Pch River Breeze,86,99acres: Pooja Crafted Homes | Housing: ByPch River Edge,34,"99acres: Narsingi | Housing: Manchirevula, Narsinghi, West Hyderabad, Hyderabad",28,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2027",22,P02400003641,100
r402665,Gursahani Twin Tower,87,ByShree Hinglajmata Constructions,97,"99acres: Cidco | Housing: Gursahani Nagar, N4 Cidco, Aurangabad",24,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,P51500048239,100
r29040,Naiknavare Sylvan Premium,62,ByNaiknavare Housing Developements Pvt Ltd,63,"99acres: Talegaon Dabhade | Housing: Aundh, Pune, Pune",30,Ready to Move,100,99acres: Registered | Housing: nan,0
r394292,Ashwamedh Ratnaprabha,100,ByAshwamedh Spaces Pvt. Ltd,74,"99acres: Kothrud | Housing: Paud Road, Kothrud, Paud Road, Pune",33,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,P52100045880,100
r369336,Omsree Brilliance,97,ByOm Sree Builders & Developers,85,"99acres: Dr AS Rao Nagar | Housing: Sainikpuri, Secunderabad",31,"99acres: READY_TO_MOVE | Housing: Jun, 2023",9,P02200002235,100
r367669,CANVAS & COVE,69,ByAssetz Property Group,95,"99acres: Begur | Housing: Survey No. 149 & 150, Begur Hobli, South Bangalore, Bangalore",15,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,PRM/KA/RERA/1251/310/PR/200702/003480,100
r375899,Raama Skyz,100,ByRaama Infracon,57,"99acres: Sama Savli Road | Housing: Behind Sky Marc Opp.Shreenathji Palace Sama Savli Road, Vemali, Vadodara",34,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2023",22,PR/GJ/VADODARA/VADODARA/Others/MAA08178/100321,100
r390836,Vaswani 36 AB Anand Bhavan,58,99acres: Jet Realty | Housing: ByVaswani Group,16,"99acres: Vile Parle West | Housing: 36th Road, Radha Soami Satsang Lane, Off Linking Road, Bandra (W), Western Suburbs, Mumbai",21,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P51800001726,100
r258491,Prozone Palms,100,99acres: Prozone Intu Properties | Housing: ByAlliance Mall Developers Co Private Limited,35,"99acres: Saravanampatti | Housing: Sivanandhapuram, Coimbatore",39,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,Rera Not Applicable,100
r404912,99acres: Boston by Pride World City | Housing: Boston,38,ByPride Builders Llp,52,"Charholi Budruk, Pune",55,Under Construction,100,P52100049648,100
r422622,Wadhwa Wise City RZ8,76,ByThe Wadhwa Group,94,"99acres: Panvel | Housing: Panvel, Navi Mumbai",48,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",22,P52000051752,100
r424835,Venkatesh Anandmayi,100,ByShree Venkatesh Buildcon Pvt Ltd,83,"Ambegaon Budruk, Pune",69,"99acres: NEW_LAUNCH | Housing: Sep, 2026",21,P52100055046,100
r332831,Prateek Canary,100,ByPrateek Group,93,"99acres: Sector 150 | Housing: Plot No. SC-02/A7, Sector 150, Noida-Greater Noida Expressway, Noida",26,Under Construction,100,UPRERAPRJ591510,100
r392193,Kohinoor Abhimaan Homes Phase 3,100,ByKohinoor Group,80,"99acres: Shirgaon | Housing: New Mamurdi, Pimpri Chinchwad, Pune",19,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,P52100032485,100
r430319,P I Prosperity Homes,89,99acres: Prosperity Infraventure LLP | Housing: ByP I Group,32,"99acres: Sultanpur Road | Housing: Faizabad Road, Anora Kala, Lucknow",25,Ready to Move,100,RERA Not Applicable,100
r428449,99acres: Sun Siri The Capital | Housing: THE LOTUS SUNSIRI PROJECTS,48,BySUN SIRI PROJECTS PVT LTD,77,"Amaravati, Guntur",67,"99acres: READY_TO_MOVE | Housing: May, 2025",27,Rera Not Applicable,100
r388872,The Empire,100,99acres: R Sandesh Group | Housing: ByJarry Profit,28,"99acres: Kamptee Road | Housing: Plot No - 19 & 20, Nanak Timber Market , Lashkaribagh, Near Kadbi Chowk, Kamptee Road, Kamptee Road, Nagpur",20,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,P50500034373,100
r410569,Gracewood Elegance,100,ByShree Balaji Builders,79,"99acres: Bill | Housing: Opp Casa Lakeside, Nr Auro Vivaanta, Bill-Chapad Road, Bill, Vadodara",11,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,PR/GJ/VADODARA/VADODARA/Vadodara Municipal Corporation/RN348AA10248/080523,100
r409549,Protech Pride,100,ByProtech Group,93,"99acres: Satgaon | Housing: Bagharbari, Guwahati",22,"99acres: NEW_LAUNCH | Housing: Mar, 2027",11,"RERAA KM 22 OF 2023-2024, RERAA KM 23 OF 2023-2024, RERAA KM 24 OF 2023-2024",100
r432552,MRG Altura III,64,ByMRG Group,67,"99acres: Mansarovar | Housing: Plot No 7-8, Mamta Residency, New Sanganer Road, Mansarovar, Jaipur",26,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,RAJ/P/2024/3237 (30/08/2024),100
r422307,Aakar Park,100,ByAakar Constructions Group,96,"99acres: Besa | Housing: Ghogli Road, Besa, Wardha Road, Nagpur",19,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,P50500054630,100
r422453,ASSETZ 66 & SHIBUI,89,ByAssetz Property Group,95,"99acres: Whitefield | Housing: Whitefield Main Road, Sathya Sai Layout, Whitefield, Bangalore East , Bangalore",22,"99acres: NEW_LAUNCH | Housing: Jun, 2028",21,PRM/KA/RERA/1251/446/PR/300124/006601,100
r354918,Super Homes Abhirama,100,BySuper Homes Constructions,96,"99acres: LB Nagar | Housing: Shakti Nagar, LB Nagar, East Hyderabad, Hyderabad",28,Ready to Move,100,P02400001802,100
r376104,Modi Serene Park,100,ByModi Builders,93,"99acres: Ghatkesar | Housing: Ghatkesar, East Hyderabad, Hyderabad",40,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2030",22,P02200002680,100
r406974,Ramprastha Attalika,100,ByRamprastha Builders Pvt Ltd,63,"99acres: Vaishali | Housing: Sector 4, Vaishali, Ghaziabad",43,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,UPRERAPRJ149247,100
r400347,Saradeuz Olympus The Royal Castle,65,BySaradeuz Infrastructures Private Limited,73,"99acres: Perumbakkam | Housing: Perumbakkam, Chennai south, Chennai",48,Ready to Move,100,TN/01/Building/441/2022,100
r418266,99acres: Srinidhi Iris | Housing: Iris,47,BySrinidhi Projects,74,"99acres: Bachupally | Housing: Bachupally, North Hyderabad, Hyderabad",42,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2026",15,P02200007134,100
r390105,Urrban League Riverscape,59,ByUrrban League,93,"99acres: Bandlaguda Jagir | Housing: Sr No 17/EE, Besides Bhavani Colony, Bandlaguda Jagir, West Hyderabad, Hyderabad",33,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2028",15,P02400004424,100
r437026,Lambodaras D Square City,98,ByLambodara Property Developers,97,"Saravanampatti, Coimbatore",70,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,Rera Not Applicable,100
r434859,A C Bel Air,95,ByA. C. Jain Builders and Developers LLP,95,"99acres: Nashik Road | Housing: Deolali, Nashik",46,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2030",22,P51600077025,100
r437301,Sakura Blossom,100,99acres: Sri Sai Chaitanya | Housing: ByMadhu Kumar B S,18,"99acres: Budigere Cross | Housing: Cheemasandra, Bangalore",22,"99acres: NEW_LAUNCH | Housing: Jul, 2027",11,PRM/KA/RERA/1251/446/PR/191024/007155,100
r390015,Vrindavan Phase 3,72,ByRadha Madhav Developers,96,"99acres: Jamtha | Housing: 111 Acre Township Vrindavan Marg, Behind VCA Stadium, Jamtha, Wardha Road, Nagpur",14,99acres: UNDER_CONSTRUCTION | Housing: Possession Started,39,P50500034267,100
r413870,Pyramid Gloria,100,99acres: Pyramid Group of Companies | Housing: ByPyramid Tajshree Llp,46,"99acres: Besa | Housing: Besa, Wardha Road, Nagpur",28,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,P50500052196,100
r352,BPTP Parklands Pride,82,99acres: BPTP | Housing: ByBPTP Limited,44,"99acres: BPTP | Housing: Sector 77, Faridabad",8,Ready to Move,100,HRERA-PKL-FBD-272-2021,100
r871,Ireo Victory Valley,100,ByIreo,80,"99acres: Sector 67 | Housing: Sector 67, Golf Course Extension Road, Gurgaon",33,Ready to Move,100,Rera Not Applicable,100
r402643,DTC Sojon,100,99acres: DTC Developer | Housing: ByDTC Projects Pvt. Ltd.,38,"99acres: Joka | Housing: Joka, Kolkata",47,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,Rera Not Applicable,100
r431559,Silverglades Legacy,90,BySilverglades Group,75,"99acres: Sector 63A | Housing: Sector 63A, Golf Course Extension Road, Gurgaon",35,"99acres: UNDER_CONSTRUCTION | Housing: May, 2031",7,GGM/861/593/2024/88,100
r429359,Tulive Grandeeza,94,99acres: Tulive Developers | Housing: ByTulive GK Shetty,46,"99acres: Koyambedu | Housing: Padikuppam Main Rd, Padi Kuppam, Koyambedu, Chennai west, Chennai",24,"99acres: NEW_LAUNCH | Housing: Oct, 2025",11,TN/29/BUILDING/0399/2024,100
r344265,Sunshine Phase 2,59,ByShriram Properties,78,"99acres: Uttarpara | Housing: Uttarpara Kotrung, Uttarpara Kotrung, Hooghly",33,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2028",22,WBRERA/P/HOO/2023/000092,100
r386817,Shevi Utopia Gold,100,ByShevi Group,92,"99acres: Moshi | Housing: Borhadewadi, Moshi, Pimpri Chinchwad, Pune",21,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,P52100033254,100
r427302,Ratnam Opal,100,ByRatnam Developers Ahmedabad,74,"99acres: Vaishnodevi Circle | Housing: Near Aryman Glory, Behind The Cbd, S P Ring Road, Tragad, North West, Ahmedabad",21,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2028",22,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA14293/211024/311228,100
r411500,Shapoorji Pallonji The Odyssey 1Amenities,88,99acres: Floreat Investments | Housing: ByShapoorji Pallonji Real Estate,39,"99acres: Girgaon | Housing: Harishchandra Goregaonkar Marg, Girgaon, Mumbai South , Mumbai",20,"99acres: NEW_LAUNCH | Housing: Jun, 2024",21,99acres: Registered | Housing: nan,0
r322869,99acres: Anantnath And Forever City | Housing: AND ROSE,35,ByANANTNATH DEVELOPERS,95,"99acres: Dombivli East | Housing: Near Agasan Railway Phatak, Diva, Beyond Thane, Agason",21,"99acres: READY_TO_MOVE | Housing: Dec, 2031",18,P51700019146,100
r426337,Malpani Soul Strings,82,ByMalpani Estates,94,"99acres: Baner | Housing: Pashan, Baner-Pashan Link Road, Pune",24,"99acres: NEW_LAUNCH | Housing: Jun, 2029",21,"P52100055678, P52100076782",100
r345843,Leverage Green Woods Unity C Grand,85,ByLeverage Group,93,"99acres: Besa | Housing: Besa, Besa Pipla Road, Wardha Road, Nagpur",17,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2020",15,P50500051810,100
r329969,Swarga Seema Sirula Seema 1,92,BySwarga Seema Sandalwood Farms Pvt Ltd,84,"99acres: Shad nagar | Housing: Burgula, Hyderabad",29,"99acres: READY_TO_MOVE | Housing: Sep, 2023",18,P02400000616,100
r390243,KCB Solace,100,99acres: KCB Enterprise | Housing: ByKCB Realty,46,"99acres: New Town | Housing: Action Area 2, New Town, Kolkata",40,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2029",15,Rera Not Applicable,100
r407293,Primark Narenn Primark Inspira,67,ByPrimark Developers,61,"99acres: Miyapur | Housing: S.No. 206/1/AA, Miyapur, North Hyderabad, Hyderabad",24,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2028",22,P02400006151,100
r416812,Serena,63,BySiddha Group,92,"99acres: New Town | Housing: Near DPS Mega city, Eco Space, New Town, Mahammadpur",27,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,"WBRERA/P/NOR/2023/000638, WBRERA/P/NOR/2024/001015",100
r407622,Airport Sky City,100,ByJupiter Developers,95,"99acres: Belgharia Expressway | Housing: 289, Rabindra Sarani (On belghoria Expressway), Nimta, North Dumdum, Kolkata",40,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",22,WBRERA/P/NOR/2023/000021,100
r379731,Loharuka Green Heights 2,89,ByLoharuka Group,93,"99acres: Rajarhat | Housing: Rajarhat Main Road, Near Hotel Majestic, Rajarhat, East Kolkata, Kolkata",20,"99acres: NEW_LAUNCH | Housing: Sep, 2026",21,HIRA/P/NOR/2021/001280,100
r421695,Sunniva Legacy,100,BySunniva Realty,93,"99acres: Kamalgazi | Housing: Holding (Plot) No. 8085/22-23 Ramchandrapur, Pubali Garden, Panchayat Road, Sonarpur, South Kolkata, Kolkata",10,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,WBRERA/P/SOU/2023/000906,100
r402373,One Meraki Wing C And Wing D,53,ByMeraki Habitats LLP,83,"99acres: Chembur | Housing: VN Purav Marg, Chembur, Mumbai Harbour, Mumbai",26,"99acres: READY_TO_MOVE | Housing: Dec, 2026",18,P51800050796,100
r407338,Levonor Egeira,100,ByLevonor Lifespaces,95,"99acres: Kollur | Housing: Telapur, Kollur, West Hyderabad, Hyderabad",25,Under Construction,100,P01100005935,100
r412704,Green View Residency,100,ByNimisha Mukherjee Developer,96,"99acres: Sonarpur | Housing: 3666, Kusumba, Rajpur Sonarpur, South Kolkata, Kolkata",26,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2025",22,WBRERA/P/SOU/2023/000179,100
r432596,Dev Bhumi,82,BySonali Realty,93,"99acres: Dhabli | Housing: Talawali Chanda, Mangalaya Sadak, Dhabali, AB Bypass Road, Manglaya Sadak",15,"99acres: NEW_LAUNCH | Housing: Aug, 2029",21,P-IND-24-5035,100
r418615,Edmont Aurelia,100,ByAshwin Sheth Group,95,"99acres: Kandivali West | Housing: Kasturba Cross Rd, Sai Nagar, Tulaskar Wadi, Kandivali West, Western Suburbs, Mumbai",29,99acres: NEW_LAUNCH | Housing: Ready to Move,17,P51800053546,100
r380138,Ujaan Nagar,63,BySrisai Home Developers Pvt Ltd,80,"99acres: New Town | Housing: Rajarhat, New Town, Kolkata",46,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2028",22,99acres: Not Registered | Housing: WBRERA/P/NOR/2023/000597,16
r415092,The Prestige City Hyderabad Apartments,83,ByPrestige Groups,90,"99acres: Rajendra Nagar | Housing: Premavathi Pet, West Hyderabad, Hyderabad",33,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,P02400007209,100
r424046,Vishan s Castle,91,ByB S Infra,90,"99acres: Hastinapuram | Housing: Santionos Global School, Nandi Hills, Meerpet, South Hyderabad, Hyderabad",21,"99acres: NEW_LAUNCH | Housing: Mar, 2028",11,P02400005491,100
r423416,Sree Urban Orchids Phase II,94,BySree Builders & Developers,67,"99acres: Panathur | Housing: Panathur, Bangalore East , Bangalore",36,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,PRM/KA/RERA/1251/446/PR/160523/005939,100
r178183,Aditya Orbit,100,ByAditya Group,69,"99acres: Waghodia Road | Housing: Opp Aditya Royal Party Plot, Gurukul Char Rasta, Waghodia- Dabhoi Ring Road, Waghodia Road, Vadodara",23,Ready to Move,100,PR/GJ/VADODARA/VADODARA/Others/MAA03285/A1M/020221,100
r7754,Pyramid Arlington County Phase IV,84,ByPyramid Ventures,73,"99acres: Poonamallee | Housing: Mevalurkuppam, Thandalam (Behind Saveetha Medical College), Chennai West, Chennai west, Chennai",17,Ready to Move,100,TN/01/Layout/0093/2019,100
r421070,Ayyan Aathmika,88,BySRI AYYAN HOMES,94,"99acres: Medavakkam | Housing: Setharaman St, Vadakupatu, Medavakkam, Chennai south, Chennai",28,"99acres: READY_TO_MOVE | Housing: Jan, 2027",18,Rera Not Applicable,100
r394740,Silver Oak,74,BySamveda Ventures,94,"Vidhan Sabha Road, Dhansuli, Raipur",65,"99acres: NEW_LAUNCH | Housing: May, 2025",11,PCGRERA230622001447,100
r435863,THE LOTUS SUNSIRI PROJECTS,51,BySUN SIRI PROJECTS PVT LTD,74,"99acres: Tadikonda | Housing: Amaravati, Guntur",23,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",22,Rera Not Applicable,100
r303861,Piramal Mahalaxmi South Tower,74,ByPiramal Realty,93,"99acres: Mahalaxmi | Housing: Saneguruji Road, Jacob Circle, Mahalaxmi, Mumbai South , Mumbai",25,"99acres: READY_TO_MOVE | Housing: Mar, 2025",18,P51900015854,100
r420505,Privara Golden Avenue,76,99acres: Golden Homes Infrastructure | Housing: ByPrivara Developers LLP,24,"99acres: Besa | Housing: Ph No - 38, Kh 142, Besa- Pipla Road, Beside St. Vincent Pallotti School, Wardha Road, Wardha Road, Nagpur",7,"99acres: READY_TO_MOVE | Housing: Dec, 2025",18,P50500053913,100
r399116,Harbans Park,100,ByHarbans Creations,94,"99acres: Hingna Road | Housing: Isasani, Hingana Road, Hingna Road, Nagpur",42,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",22,P50500046985,100
r417425,Rachana Purva,100,ByRachana Construction,95,"99acres: Friends Colony | Housing: Plot No 05, Beside Fire Engineering Institute, Jagdish Nagar, Friends Colony, Nagpur",29,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,P50500053221,100
r408929,ABD Pride,100,ByAnup Builders And Developers,97,"99acres: Panchavati | Housing: Plot No. 30/3/7/, Plot No. 3/4 At Dindori, Nashik",17,"99acres: READY_TO_MOVE | Housing: Jun, 2025",9,P51600048494,100
r396842,Orchid Ivy,74,ByOrchid Infrastructres,91,"99acres: Sector 51 | Housing: M Block, Mayfield Garden, Sector 51, Central Gurgaon, Gurgaon",26,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,99acres: Registered | Housing: nan,0
r414786,Kanthi Ravista,65,ByKanthi Group,92,"99acres: Injambakkam | Housing: C K Main Road, Off ECR, Neelankarai, Chennai south, Chennai",17,"99acres: NEW_LAUNCH | Housing: Jan, 2028",21,Rera Not Applicable,100
r427272,Sanjeevini Aarna,100,BySanjeevini Group,94,"99acres: Hoskote | Housing: Dandupalya Village, Hoskote, Bangalore East , Bangalore",23,"99acres: UNDER_CONSTRUCTION | Housing: May, 2014",7,PRM/KA/RERA/1250/304/PR/170524/006887,100
r256111,Sobha City,100,BySobha Limited,50,"99acres: Sector 108 | Housing: Babupur, Sector 108, Dwarka Expressway, Gurgaon",35,"99acres: READY_TO_MOVE | Housing: Dec, 2026",18,"GGM/620/352/2022/95, 115 of 2017, 12 OF 2018, 86 OF 2017, GGM/318/50/2019/12 & GGM/340/72/2019/34",100
r23690,DLF New Town Heights 2,100,99acres: DLF Homes | Housing: ByDLF,43,"99acres: Sector 86 | Housing: Sector-86, New Gurgaon, Gurgaon",40,"99acres: READY_TO_MOVE | Housing: Nov, 2026",18,99acres: Not Registered | Housing: .,0
r399658,99acres: Iris by Raghava | Housing: IRIS,42,ByRaghava Projects,94,"Gachibowli, Hyderabad",65,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2028",22,P02400005078,100
r418941,Meena Aurum Phase 3,90,ByAstdurga Construction Pvt ltd,81,"99acres: New Town | Housing: Sulanguri ,Gouranganagar, Near New Town, Kolkata",29,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,WBRERA/P/NOR/2023/000753,100
r433995,Varni Shree Hari Solitaire,87,99acres: Shree Hari Group Surat | Housing: ByVarni Enterprise,35,"99acres: Dindoli | Housing: Godadara, Surat",18,"99acres: UNDER_CONSTRUCTION | Housing: Aug, 2025",15,PR/GJ/SURAT/CHORYASI/Surat Urban Development Authority/MAA14223/051024/311028,100
r416951,Roongta Florenza,100,ByLalit Roongta Group,95,"99acres: Govind Nagar | Housing: Near Govind Nagar, Off 100 ft. Ring Road, Nashik",40,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",22,P51600033635,100
r420088,Harmony Blossoms,100,ByHarmony Residences Pvt. Ltd,77,"99acres: Tambaram | Housing: Old Plot Nos 6 And 15 Part, New Plot No C, Professors Colony, East Tambaram, Chennai south, Chennai",15,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2022",22,TNRERA/10232/2023,100
r428724,Unitd 49,100,ByUnitd Living Space,95,"99acres: Saravanampatti | Housing: Chinnavedampatti, Saravanampatty, Coimbatore",48,"99acres: NEW_LAUNCH | Housing: Dec, 2024",21,TN/11/Building/0382/2024 dated 31-05-2024,100
r334441,Pratham Yash Vrindavan,100,ByPratham Yash Builders,95,"99acres: Charholi | Housing: Pune Alandi Road, Charholi Budruk, Alandi Road, Pune",27,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",22,P52100026265,100
r399283,Kalpataru Aria,100,ByKalpataru Group,69,"99acres: Karjat | Housing: Varne, Karjat, Beyond Thane, Thane",30,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,P52000076850,100
r435535,The Privilon,62,99acres: Dev Vinayak Group | Housing: ByDV Developers,38,"99acres: Kudasan | Housing: Opp. Shukan Sky, Ahmedabad Gandinagar Highway, Kudasan, Gandhinagar",19,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/MAA14416/181124/011229,100
r396529,Shree Balaji Pride,97,99acres: Buildsworth Projects | Housing: ByShree Balaji Affordable Homes,31,"99acres: Atchutapuram  | Housing: Palghar, Mira Road and Beyond, Mumbai",24,"99acres: READY_TO_MOVE | Housing: Dec, 2030",18,P99000050656,100
r334919,GP Aditya,100,ByGP Group,57,"99acres: Koramangala | Housing: 1st Block, Koramangala, South Bangalore, Bangalore",36,"99acres: READY_TO_MOVE | Housing: Dec, 2027",18,PRM/KA/RERA/1251/310/PR/190626/002629,100
r425244,Gajra Bhoomi Serenity Phase 1,68,ByGajra Group,50,"99acres: Kharghar | Housing: Plot No 4, Sector 37, Kharghar, Navi Mumbai",31,"99acres: NEW_LAUNCH | Housing: Apr, 2027",11,P52000055280,100
