XID,Name,Name_Score,Builder,Builder_Score,Address,Address_Score,Possession Status,Possession Status_Score,RERA,RERA_Score
r382576,Ananda Arrpan Vihar,100,ByAnanda Developers,59,"99acres: Panchavati | Housing: Plot No.197/1a/1/2/1 At Hirawadi Road, Panchavati, Nashik",30,"99acres: READY_TO_MOVE | Housing: Dec, 2024",18,P51600031424,100
r419935,Vista Residences Wing D Tower 3,68,99acres: ID Group and AVA Group and Eleva | Housing: ByHiranandani Communities,39,"99acres: Goregaon West | Housing: Above Vicino Mall, New Link Road, Oshiwara, Andheri West, Andheri, Mumbai",23,"99acres: NEW_LAUNCH | Housing: Sep, 2028",21,P51800053625,100
r414268,Shri Harikrishna Vinayak Aangan,62,ByShri Harikrishna Enterprises,97,"99acres: Pushpak Nagar | Housing: Plot No. 3 Sector 5, Pushpak Node, Dapoli, Navi Mumbai",33,"99acres: NEW_LAUNCH | Housing: Jul, 2028",11,P52000052175,100
r268773,Rise Resort Residence Villa,86,ByRise Projects,93,"Sector 1 Noida Extension, Greater Noida",67,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,"UPRERAPRJ7561, UPRERAPRJ295718",100
r379247,SVN Bay Parck Beachfront Plots And Villas,100,BySVN Shivajyothi Developers,96,"Bhogapuram, Visakhapatnam",57,"99acres: READY_TO_MOVE | Housing: Mar, 2024",18,P01070381701,100
r412144,99acres: Hiliving Royal Evita | Housing: EVITA,40,99acres: Hi Living Royal Hommes LLP | Housing: ByRoyal land & Developers Pvt Ltd,37,"99acres: Madhavaram | Housing: 1a, Victory Field Road, Alex Nagar Colony, Madhavaram, Chennai North, Chennai",23,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,TN/29/Building/0298/2023 dated 06/07/2023,100
r416890,Bhuvi by Vasavi Buildox,100,ByVasavi Group,92,"99acres: Kompally | Housing: Gundlapochampally, North Hyderabad, Hyderabad",26,"99acres: NEW_LAUNCH | Housing: Dec, 2027",21,P02200007044,100
r426589,DLF Privana West,100,99acres: DLF Homes | Housing: ByDLF Real Estate Builders Limited,28,"99acres: Sector 76 | Housing: Sector 76, New Gurgaon, Gurgaon",45,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",22,RC/REP/HARERA/GGM/ 819/ 551/2024/46,100
r433139,Sansara,82,ByPS Group,89,"99acres: Golabari | Housing: Salkia School Rd, Golabari, Howrah, Howrah",32,99acres: NEW_LAUNCH | Housing: Ready to Move,17,WBRERA/P/HOW/2024/001857,100
r434520,99acres: Siddhanath Residency | Housing: Sunder Shiva Prabhu Dessai Siddhanath Developers,38,99acres: Siddhanath Developers Goa | Housing: BySunder Shiva Prabhu Dessai,42,"99acres: Ponda | Housing: Betora, South Goa, Goa",15,"99acres: UNDER_CONSTRUCTION | Housing: May, 2024",7,99acres: Registered | Housing: nan,0
r417913,Eden Roopkatha,100,ByEden Group,91,"99acres: Baruipur | Housing: Hariharpur Mouza, Pargana Medanmalla, Rs No 185, Touji No 250, Jl No 11, Ps Baruipur, Salipur P",16,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,WBRERA/NPR-001150,100
r414242,Fair Field Magilam,75,99acres: Fair Field | Housing: ByTmt S Radhakrishnaveni,24,"99acres: Ramanathapuram | Housing: S Nos.722/1e And 723/2b Of Uppilipalayam, Coimbatore",18,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2028",15,99acres: Registered | Housing: nan,0
r384536,Platinum Sky,100,99acres: Shreeji Developers Vadodara | Housing: ByPlatinum Group,19,"99acres: Harni | Housing: B/h. Maa Party Plot, Near Gada Circle, Harni, Vadodara",17,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2029",15,PR/GJ/VADODARA/VADODARA/Others/RAA09674/050122,100
r417583,Fortune Prestige,100,ByFortune Group,70,"99acres: Manjalpur | Housing: Opp Bankers Heart Hospital Tulsidham Jupiter Road, Manjalpur, Vadodara",23,"99acres: UNDER_CONSTRUCTION | Housing: May, 2026",7,PR/GJ/VADODARA/VADODARA/Others/MAA12418/111023,100
r438099,Adikara Rivernest Apartment,100,ByAdikara Developer,79,"99acres: Gangapur | Housing: Chandshi, Nashik",25,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move in,29,P51600078639,100
r270729,ATS Rhapsody,100,99acres: ATS and Dar Group | Housing: ByATS Infrastructure Limited,36,"Plot No. GH-12/1, Sector 1 Noida Extension, Greater Noida",52,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2026",15,UPRERAPRJ4115,100
r323355,Raymond Realty Ten X Habitat,100,ByRaymond Limited,65,"99acres: Pokhran 2 | Housing: Ten X Habitat By Raymond Reality Pokharan Road, Thane West, Thane",22,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,"P51700019265, P51700020256, P51700020881, P51700022940, P51700025355, P51700027036, P51700034190, P51700047152, P51700022779",100
r387939,Shreeji Divine,100,ByShreeji Ventures,65,"99acres: Kharghar | Housing: Kharghar - Sector 36, Beside Shilp Valley Shilp, Navi Mumbai",24,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2028",15,P52000034060,100
r393496,Kohinoor Kaleido,100,ByKohinoor Group,80,"99acres: Kharadi | Housing: Kharadi, Nagar Road, Pune",44,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2025",15,P52100046027,100
r333831,99acres: Magnolia Wadhwa Wise City | Housing: Wadhwa Magnolia Cluster 2,48,ByThe Wadhwa Group,94,"99acres: Panvel | Housing: RZ - 4 - Part, Vardoli, Panvel, Navi Mumbai",24,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,P52000021142,100
r405400,Pramukh Yogi Milan,72,ByPramukh Group,93,"99acres: Ring Road | Housing: Ultanfaliya Road, Near Tirupati Residency, Silvassa, Silvassa",17,"99acres: NEW_LAUNCH | Housing: Sep, 2018",21,99acres: Registered | Housing: nan,0
r370974,Shree Krishna Homes,100,ByShree Krishna Homes,72,"99acres: Kompally | Housing: Kompally, Beside Kompally Railway Bridge, NH-44, North Hyderabad, Hyderabad",19,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2029",15,P02200002202,100
r411844,Unique Luxuria,100,ByUnique Infraspace Pvt Ltd,77,"99acres: Ghatlodia | Housing: R C Technical College Road, Gota, North West, Ahmedabad",19,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11917/060623,100
r426787,One Victoria,80,ByRuchi Realty Holdings Limited,68,"99acres: New Town | Housing: Premises No. 02-0178, Plot No. CF/2, CF Block, Action Area I, New Town, Kolkata",18,"99acres: NEW_LAUNCH | Housing: Jun, 2028",21,WBRERA/P/NOR/2024/001080,100
r408465,Candeur Skyline,100,ByCandeur Constructions Private Limited,70,"99acres: Financial District | Housing: Puppalaguda, West Hyderabad, Hyderabad",21,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,P02400005946,100
r406621,CasaGrand Zaiden,100,99acres: Casagrand | Housing: ByCasagrand Builder Private Limited,41,"99acres: Kanakapura Road | Housing: Off Kanakapura Main Road, Talaghattapura, South Bangalore, Bangalore",36,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2026",22,PRM/KA/RERA/1251/310/PR/120423/005862,100
r299863,Sattva Misty Charm,100,BySattva Group,92,"99acres: Kanakapura Road | Housing: Opposite Holiday Village Resort Standalone, Kanakapura Road, Near Talaghattapura, South Bangalore, Bangalore",24,"99acres: READY_TO_MOVE | Housing: Nov, 2027",18,PRM/KA/RERA/1251/310/PR/180507/001635,100
r422910,CasaGrand Medora,100,99acres: Casagrand | Housing: ByCasagrand Builder Private Limited,41,"99acres: Korattur | Housing: Korattur, Chennai North, Chennai",40,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2025",22,TN/29/Building/0029/2024 dated 01/02/2024,100
r240490,Doshi Risington 2,94,ByDoshi Housing,93,"99acres: Karapakkam | Housing: Opposite Apollo Cradle Hospital, Central OMR, Karapakkam, Chennai south, Chennai",22,"99acres: NEW_LAUNCH | Housing: May, 2026",11,TN/29/Building/0379/2024,100
r408473,Rajapushpa Pristinia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,79,"99acres: Kokapet | Housing: Kokapet, West Hyderabad, Hyderabad",34,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2029",15,P02400006086,100
r409476,CasaGrand Hanford,100,99acres: Casagrand | Housing: ByCasagrand Builder Private Limited,41,"99acres: Mamidipally, Shamshabad | Housing: ORR, South Hyderabad, Hyderabad",37,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,P02400006229,100
r430241,Sumadhura Epitome,100,BySumadhura Infracon Pvt Ltd,60,"99acres: Hebbal | Housing: Block A1, Unishire Panamera, Rachenahalli, Thanisandra, North Bangalore, Bangalore",14,"99acres: NEW_LAUNCH | Housing: Sep, 2026",21,PRM/KA/RERA/1251/446/PR/190924/007044,100
r269013,Century Heights,100,ByCentury Builders And Developers,68,"99acres: Hoshangabad Road | Housing: Near Sangrila Housing Society, Hoshangabad Road, Bhopal",45,"99acres: READY_TO_MOVE | Housing: Aug, 2026",18,P-BPL-17-395,100
r435892,Vertex Florenza,100,99acres: Vertex Viva | Housing: ByVertex West Kedar Homes LIP,40,"99acres: Tukkuguda | Housing: Mankhal, South Hyderabad, Hyderabad",18,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2022",15,P02400009023,100
r265191,Greenfield Crown City,95,ByGreenfield Housing India Pvt Ltd,81,"99acres: Saravanampatti | Housing: Kovilpalayam, Coimbatore",32,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,,100
r425978,Buildone The One,61,ByBuildone Projects,94,"99acres: Randesan | Housing: Block No 233+234/17, TP 5, FP No 101, Randesan, Gandhinagar",24,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA13092/070324/300628,100
r371342,Marathon Neovalley Kaveri,84,ByMarathon Realty,94,"99acres: Bhandup West | Housing: CTS 15 Pt, Bhandup West, Central Mumbai Suburbs, Mumbai",36,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2025",15,P51800026955,100
r64598,22 & CREST,62,ByAssetz Property Group,95,"99acres: Yeshwanthpur | Housing: Near Orion Mall, Off Chord Road, Yeshwanthpur, Tumkur Road, Bangalore",30,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,PRM/KA/RERA/1251/309/PR/170915/000219,100
r432482,Geo River Breeze,91,ByNK Buildcon,76,"Charholi Budruk, Pune",55,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2028",15,P52100076636,100
r300125,Eldeco Live By The Greens Phase 1,86,ByEldeco,60,"99acres: Sector 150 | Housing: Sector 150, Noida-Greater Noida Expressway, Noida",34,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2027",15,UPRERAPRJ15172,100
r422102,Chetanya Grandeur Heights,100,ByChetanya Builders And Colonisers,97,"Bawadiya Kalan, Bhopal",74,"99acres: NEW_LAUNCH | Housing: Dec, 2026",21,P-BPL-24-4499,100
r427388,Jashn Elevate Phase 2,76,ByJashn Realty,92,"99acres: Sushant Golf City | Housing: Plot Gh-1A, Sector-G, Pocket-5, Sushant Golf City, Lucknow",45,"99acres: NEW_LAUNCH | Housing: Jul, 2028",11,UPRERAPRJ195850/08/2024,100
r384387,Silver Valley,100,99acres: R Sandesh Group | Housing: ByJarry Profit,28,"99acres: Koradi Road | Housing: Near Mankapur Sqaure, Arya Nagar, Koradi Naka, Koradi Road, Koradi Road, Nagpur",24,"99acres: UNDER_CONSTRUCTION | Housing: May, 2023",7,P50500031811,100
r399887,99acres: Ambrosia by Adani Realty | Housing: Adani Ambrosia,42,ByAdani Realty,92,"Near Vaishno Devi Circle On SG Highway, Ahmedabad",54,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",22,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/RAA10833/201022,100
r410494,Esteem South Park,100,ByEsteem Group,62,"99acres: Gottigere | Housing: Bannerghatta Main Road, Gottigere, South Bangalore, Bangalore",26,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",22,"PRM/KA/RERA/1251/310/PR/090523/005912, PRM/KA/RERA/1251/310/PR/090523/005916",100
r60435,Pareena Coban Residences,100,ByPareena Infrastructures Pvt. Ltd.,79,"99acres: Sector 99A | Housing: Dwarka Expressway, Sector-99A, Dwarka Expressway, Gurgaon",27,"99acres: READY_TO_MOVE | Housing: Dec, 2028",18,GGM/419/151/2020/35 DATED 16.10.2020,100
r393857,Purva Park Hill Wing A,61,ByPuravankara Limited,69,"99acres: Mallasandra | Housing: Survey No. 19 Mallasandra, Village Uttarahalli Hobli, Off Kankanpura Road, Kanakpura Road-Kanakpura, Bangalore",18,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,PRM/KA/RERA/1251/310/PR/220601/004946,100
r382237,Merlin Skygaze,100,ByMerlin Group,92,"99acres: Southern Bypass | Housing: Southern Metropolitan Bypass, Chowhati, South Kolkata, Kolkata",39,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2023",22,WBRERA/P/SOU/2023/000417,100
r418404,The Nest Glitz,100,ByThe Nest Builder,91,"99acres: Vengaivasal | Housing: Indira Nagar, Kulakarai Street Extension, Vengaivasal, Chennai south, Chennai",25,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,TN/35/Building/0429/2023,100
r400415,Smartworld One DXP,100,BySmartworld Developers,95,"99acres: Sector 113 | Housing: Sector 113, Dwarka Expressway, Gurgaon",42,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,RC/REP/HARERA/GGM/645/377/2022/120,100
r390060,Poulomi Palazzo,100,ByPoulomi Estates,94,"99acres: Kokapet | Housing: Golden Mile Layout, Kokapet, West Hyderabad, Hyderabad",23,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,P02400004428,100
r433866,Infinium Crimson Crest,100,ByInfinium Developers,74,"Peelamedu, Coimbatore",60,"99acres: NEW_LAUNCH | Housing: Oct, 2021",11,TN/11/Building/0478/2024,100
r416278,Gokul Greens,77,ByPankaj Construction,95,"99acres: Mankapur | Housing: Plot No 1 And 2, Gorewada Square, 200 Mtrs From Pallotti School, Near By Mankapur Square, Koradi Road, Nagpur",14,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2027",15,P50500052734,100
r403698,AcreRise Aura,100,ByAcrerise Realty LLP,55,"99acres: Trisulia | Housing: Plot 924 , 925, Patapur, Trisulia, Cuttack",32,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2026",22,RP/07/2023/00965,100
r334407,Amardeep Landmark,100,ByAmar Group,65,"99acres: Ajwa Road | Housing: Opp.Pandit Din dayal Upadhyay Nagar Gruh, Near Amardeep Homes, Ajwa Road, Sayajipura, Vadodara",17,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2028",15,PR/GJ/VADODARA/VADODARA/Others/RAA10426/130722,100
r421185,Raghuvir Spelito,100,ByRaghuvir Developers,59,"99acres: Vesu | Housing: Beside Raghuvir Shell, Opposite Vr Mall Dumas Road, Vesu, Surat",12,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,PR/GJ/SURAT/SURAT CITY/SUDA/RAA12759/080124/311229,100
r405552,Sunteck Sky Park 1,94,BySunteck Realty Limited,74,"99acres: Mira Road | Housing: Sunteck Sky Park, Near Star Bazaar, Beverly Park Road, Kanakia Rd, Mira Road (East), Mira Road and Beyond, Mumbai",15,"99acres: NEW_LAUNCH | Housing: Dec, 2025",21,P51700050167,100
r409184,Saheel Itrend Futura,100,99acres: Kohinoor Group Pune | Housing: BySaheel Properties,32,"99acres: Mahalunge | Housing: Baner, Pune",40,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2027",15,P52100050688,100
r334709,Runwal Pinnacle,100,ByRunwal Group,92,"99acres: Mulund West | Housing: Near Runwal Greens & Fortis Hospital, Goregaon Mulund Link Road, Mulund (W), Central Mumbai Suburbs, Mumbai",17,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2030",22,P51800021322,100
r432452,99acres: F5 Mindspace Residency | Housing: F5 Eastwoods,35,ByF5 Realtors,92,"99acres: Lohegaon | Housing: Plot No.S. No. 230A/3/2, 3/2/7, 3/2/9 At Lohgaon, Viman Nagar, Pune",19,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",22,P52100022931,100
r261,Ansal Orchard County I,80,99acres: SBP Group | Housing: ByAnsal API,30,"99acres: Sector 115 | Housing: SCO 183-184, Sector 9C, Madhya Marg, Mullanpur, Chandigarh",21,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,PBRERA-SAS80-PR0287,100
r405419,Sandeep Aaranyam,83,99acres: SDPL | Housing: BySandeep Dwellers Pvt Ltd,27,"Lava, Nagpur",50,99acres: NEW_LAUNCH | Housing: Under Construction,36,P50500049338,100
r65394,Lotus Homes,81,ByModi Builders,93,"99acres: Nagaram Village | Housing: Ahmedguda Village, Bandlaguda, Near Nagaram, Cheeriyal, Secunderabad",27,"99acres: READY_TO_MOVE | Housing: Jun, 2028",9,,100
r5098,SS The Leaf,100,BySS Group,89,"99acres: Sector 85 | Housing: Sector 85, New Gurgaon, Gurgaon",45,"99acres: READY_TO_MOVE | Housing: Jan, 2025",18,GGM/329/61/2019/23,100
r374292,Rajapushpa Provincia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,79,"99acres: Narsingi | Housing: Narsing Nanakramguda Service Road, Puppalguda, Narsingi, West Hyderabad, Hyderabad",18,"99acres: READY_TO_MOVE | Housing: Dec, 2025",18,P02400002487,100
r366854,Arvind Bel Air,100,ByArvind SmartSpaces Ltd,86,"99acres: Yelahanka | Housing: Survey No. 52/3, Opp. KSRSAC, New Town Road, Vidyaranyapura, North Bangalore, Bangalore",15,"99acres: UNDER_CONSTRUCTION | Housing: Aug, 2027",15,PRM/KA/RERA/1251/472/PR/200515/003406,100
r424462,Lodha Azur,100,ByLodha Group,56,"99acres: Bannerghatta Road | Housing: Begur Village, Hobli, South Bangalore, Bangalore",28,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2021",15,PRM/KA/RERA/1251/310/PR/220324/006728,100
r416321,Rameshwar City Glory,100,ByRameshwar Infrabuild Pvt Ltd,52,"99acres: Kasindra | Housing: Near Jain Derasar, Kasindra, Ahmedabad-Dholka Road, Daskroi, Ahmedabad",21,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,Rera Not Applicable,100
r388529,Hallmark Pinnacle,81,ByHallmark Builders,94,"99acres: Kollur | Housing: Kollur, West Hyderabad, Hyderabad",31,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2024",15,P01100004147,100
r387923,Sanctuary,100,ByBELANI NPR SRIJI GROUP,70,"99acres: Tollygunge | Housing: Tollygunge, South Kolkata, Kolkata",45,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,26,Rera Not Required,65
r420516,Prestige Ocean Towers North,100,ByPrestige Estates Projects Ltd.,69,"99acres: Charni Road | Housing: Plot No 2193, Charni Road, Girgaon, Mumbai South , Mumbai",32,"99acres: NEW_LAUNCH | Housing: Sep, 2027",21,P51900053993,100
r386352,Thanekar Palacio,100,ByThanekar Group,93,"99acres: Shirgaon | Housing: Badlapur East, Beyond Thane, Badlapur",18,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",22,P51700051381,100
r328003,Kalpana Residency,87,BySahu Group,91,"99acres: Mohanlalganj | Housing: Near Surya Group Of Institutions Mohanlalganj, Raebareli Road, Lucknow",29,"99acres: READY_TO_MOVE | Housing: Mar, 2027",18,UPRERAPRJ521500,100
r237262,Piramal Vaikunth Thane,84,ByPiramal Realty,93,"99acres: Balkum | Housing: Bayer Near Shivaji Nagar, Ram Maruti Nagar, Balkum Naka, Thane West, Thane",15,"99acres: READY_TO_MOVE | Housing: Jun, 2025",9,"P51700024023,P51700005256,P51700003283,P51700003793, P51700024580",100
r413596,Geras Island of Joy,100,ByGera Developments,94,"Kharadi, Pune",70,99acres: NEW_LAUNCH | Housing: Ready to Move,17,"P52100052474, P52100052259",100
r397871,VSK Aira,94,ByVSK Housing India,94,"99acres: Singanallur | Housing: Singanallur, Trichy Road, Coimbatore",47,"99acres: READY_TO_MOVE | Housing: Dec, 2026",18,TN/11/Building/0330/2022.,100
r430221,Vanam Villa,100,ByBenicio Homes,93,"99acres: Anjuna | Housing: Gumal Vaddo, Anjuna, North Goa, Goa",29,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2026",15,Rera Not Applicable,100
r399933,Sky Gateway,100,BySky Developers Vadodara,96,"Waghodia, Vadodara",71,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",22,PR/GJ/VADODARA/VADODARA/Others/MAA10731/041022,100
r272921,M3M Heights,100,ByM3M India Pvt. Ltd.,60,"99acres: Sector 65 | Housing: Sector 65, Golf Course Extension Road, Gurgaon",33,Ready to Move,100,01 OF 2017,100
r1704,99acres: Karmabhumi 1 | Housing: Residential Plot,21,99acres: Karmabhumi | Housing: ByKeshvam  Properties,26,"99acres: Rancharda | Housing: Karmabhoomi, Rancharda, Ahmedabad",43,"99acres: READY_TO_MOVE | Housing: Dec, 2026",18,,100
r408184,Sriram Nagar,51,ByRaghava Foundations Private Limited,68,"99acres: Red Hills | Housing: Palavoyal, Redhills, Chennai North, Chennai",31,Ready to Move,100,TN/02/Layout/1307/2023,100
r398743,Nahar Grandeur,100,ByNahar Foundations Pvt. Ltd.,72,"99acres: Sholinganallur | Housing: S.Nos. 689/1B1C And 689/4, Sholinganallur, Chennai south, Chennai",35,"99acres: READY_TO_MOVE | Housing: Apr, 2026",18,TN/29/Building/0331/2022,100
r413587,99acres: CMN Garden Luxury Villas | Housing: Jehovah CMN Garden,48,ByJehovah Builders,94,"99acres: Porur | Housing: Noombal, Near Ramachandra Hospital, Porur, Chennai west, Chennai",14,Ready to Move,100,TN/02/Layout/9044/2022,100
r384483,Rajapushpa Imperia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,79,"99acres: Tellapur | Housing: Rc Puram, Telapur, West Hyderabad, Hyderabad",27,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2022",15,P01100003723,100
r431289,Trimurty Crimson,100,ByTrimurty Group,62,"99acres: Bani Park | Housing: Devi Marg, Bani Park, NH - 8 Jaipur, Jaipur",35,"99acres: NEW_LAUNCH | Housing: Dec, 2028",21,RAJ/P/2024/3196 (29/07/2024),100
r433634,Bhumi Dream Villas Elite,86,ByBhumi Associates,94,"99acres: Atladra | Housing: Behind Samanvay Status, Near Pratham Riviera, Atladra, Vadodara",20,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2024",15,PR/GJ/VADODARA/VADODARA/Others/MAA09364/A1M/180424/310327,100
r369077,Unite Vatican City,86,ByUnite Vision Enterprises Pvt Ltd.,79,"99acres: Sultanpur Road | Housing: Lakhpera, Lucknow",39,"99acres: READY_TO_MOVE | Housing: Sep, 2022",18,99acres: Not Registered | Housing: RERA Coming Soon,27
r434429,Ecovistalife Mount Shadows,100,99acres: Ecolife Properties | Housing: ByEcovistalife,44,"Karamadai, Coimbatore",60,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2024",15,Rera Not Applicable,100
r372203,99acres: Sanarelli Apartment by Speed Housing LLP | Housing: Sanarelli,37,BySpeed Housing LLP,81,"99acres: Bowrampet | Housing: Bowrampet, North Hyderabad, Hyderabad",39,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2019",22,P02200002810,100
r386756,99acres: Mantra Mirari | Housing: 4 BHK Flat,17,ByMantra Properties,94,"99acres: Mundhwa | Housing: Mantra Mirari, Magarpatta City, Mundhwa, Pune",27,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2028",22,99acres: Registered | Housing: nan,0
r415664,Highline Fortune,100,ByShri Balaji Infrastructures Indore,97,"99acres: Bhawrasla | Housing: Opp. Aurobindo Hospital, Ujjain Road, Ujjain Road, Indore",18,"99acres: NEW_LAUNCH | Housing: Jun, 2025",21,P-IND-23-4166,100
r427396,Shree Om Niwas,100,ByShree Krishna Group,95,"99acres: Chembur East | Housing: Plot No. 1033,1033/1 To 7 At Chembur, Mumbai Harbour, Mumbai",25,"99acres: NEW_LAUNCH | Housing: May, 2029",11,P51800055760,100
r373829,Greenbay Golf Village,100,99acres: nan | Housing: ByGreen Bay Infrastructure Private Limited,0,"Plot No. TS - 06, Sector - 22D, Yamuna Expressway, Yamuna Expressway, Greater Noida",50,"99acres: READY_TO_MOVE | Housing: Nov, 2028",18,99acres: Not Registered | Housing: UPRERAPRJ9320,22
r399656,Risinia The Twinz,100,ByRisinia Builders,94,"99acres: Bachupally | Housing: Bachupally, Bowrampet, North Hyderabad, Hyderabad",34,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2029",15,P02200005105,100
r424349,Tannys Skanda Homes,100,ByTanny Shelters Private Limited,61,"121/1A , Saravanampatty, Coimbatore",57,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,TN/11/Building/079/2024,100
r5366,Shree Siddheshwar Nagar 2,100,ByShree Siddheshwar Infraventures Pvt Ltd,66,"99acres: Besa | Housing: Near Podar International School, Velahari, Besa, Wardha Road, Wardha Road, Nagpur",9,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",15,P50500029571,100
r429471,Pramukh Yogi Milan,61,ByPramukh Group,93,"99acres: nan | Housing: Ultanfaliya Road, Near Tirupati Residency, Silvassa, Silvassa",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",22,99acres: Registered | Housing: nan,0
r400692,Multiversal Dharani Residency,67,ByMultiversal Infra Pvt Ltd,77,"99acres: Harinathpuram | Housing: Dycus Road,podalakur Road, Kottur, Nellore",22,99acres: NEW_LAUNCH | Housing: Under Construction,36,P09250090505,100
r422149,SNN Estates Felicity,100,BySNN Estates,92,"99acres: Thanisandra | Housing: Behind Manyata Tech Park Rachenahalli, Jakkur, North Bangalore, Bangalore",21,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",22,PRM/KA/RERA/1251/309/PR/220124/006568,100
r305417,Amrutha Platinum Towers,100,ByAmrutha Rama Constructions Pvt Ltd,84,"99acres: Whitefield | Housing: Survey No.51, Nallurahalli Main Rd, beside Balaji Layout, Siddapura, Whitefield, Bangalore East, Bangalore East , Bangalore",15,"99acres: READY_TO_MOVE | Housing: Jun, 2027",9,PRM/KA/RERA/1251/446/PR/180420/001525,100
r405191,Akshita Golden Breeze 4,100,ByAkshita Infra,93,"99acres: Maheshwaram | Housing: Maheshwaram, South Hyderabad, Hyderabad",44,"99acres: NEW_LAUNCH | Housing: Dec, 2025",21,P02400005424,100
r395313,GK Triad Block C,67,ByGK Builders & Developers,50,"99acres: Sainikpuri | Housing: 18 M Road, Yapral, Sainikpuri, Secunderabad",38,"99acres: READY_TO_MOVE | Housing: Dec, 2021",18,P02200004854,100
r8664,DLF The Crest,100,99acres: DLF Homes | Housing: ByDLF,43,"99acres: Sector 54 | Housing: Golf Course Road, Sector 54, DLF City, Gurgaon",33,Ready to Move,100,Rera Not Applicable,100
r409222,Sunrise Meadows,100,99acres: Park Real Con | Housing: BySUREKA GROUP,37,"99acres: Santragachi | Housing: Jagacha, Howrah, Howrah",29,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",22,WBRERA/P/HOW/2023/000096,100
r421123,Sri Garudadri Gardens,100,BySri Garudadri Constructions,96,"99acres: Hemmigepura | Housing: Rajarajeshwarinagar, Bangalore",24,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2029",22,PRM/KA/RERA/1251/310/PR/291223/006517,100
