XID,Name,Name_Score,Builder,Builder_Score,Address,Address_Score,Possession Status,Possession Status_Score,RERA,RERA_Score
r389667,Godrej Ascend,100,ByGodrej Properties Ltd.,100,"At Kolshet Road, Thane West, Thane",100,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2026",0,"P51700034608, P51700046541, P51700049514, P51700053668",100
r395388,Avant Heritage III,100,99acres: Aishwarya Avant Builder | Housing: ByAvant Group,0,"99acres: JVLR | Housing: Jogeshwari East, Western Suburbs, Mumbai",0,"99acres: READY_TO_MOVE | Housing: Jun, 2025",0,P51800029940,100
r355666,Best Oriana,100,ByBest Developers and Builders,100,"Malsi, Mussoorie Road, Dehradun",100,"99acres: READY_TO_MOVE | Housing: Dec, 2024",0,UKREP11180000283,100
r316505,Narayan Greenwoods,100,ByNarayan Realty,100,"99acres: Sama Savli Road | Housing: Opp Nayara Petrol pump, Nr. Dumad Check Post, Sama, Vadodara",0,99acres: READY_TO_MOVE | Housing: Under Construction,0,PR/GJ/VADODARA/VADODARA/Others/MAA03714/161018,100
r418213,Realmark Liffe Fest,100,99acres: Realmark Liffe Fest Manikpur LLP | Housing: ByRealmark Realty Pvt Ltd,0,"Holding No 338, Rajpur Sonarpur, South Kolkata, Kolkata",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,WBRERA/P/SOU/2023/000679,100
r391738,Sattva Aeropolis,100,BySattva Group,100,"99acres: Devanahalli | Housing: Udayagiri, Boovanahalli, North Bangalore, Bangalore",0,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,PRM/KA/RERA/1250/303/PR/110522/004869,100
r347961,Pallavi Gardenia,100,ByPallavi Developers,100,"Nagole, East Hyderabad, Hyderabad",100,"99acres: READY_TO_MOVE | Housing: Dec, 2027",0,P02200001662,100
r426539,99acres: Aristo The Regal | Housing: 4 BHK Flat,0,99acres: Aristo Builder | Housing: nan,0,"99acres: Vaishnodevi Circle | Housing: Aristo regal, Vaishno Devi Circle, Ahmedabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2025",0,99acres: Registered | Housing: nan,0
r271481,Swayam City Phase IV,100,ByNew Age Nirman,100,"14 Mouza Bhasa, Joka, D.H. Road, Postal Code - 743503, South 24 Paraganas, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2028",0,HIRA/P/SOU/2018/000159,100
r423659,Solitaire Vista 2,100,99acres: Anmol Construction Ahmedabad | Housing: ByAnmol Construction,0,"Opp. Popular Paradise, Satyamev Vista Road, Near Solitaire Vista, Gota, North West, Ahmedabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09415/031221,100
r393194,Sameera New Blossom,100,99acres: Sameera Estates | Housing: BySameera Groups,0,"Thirumazhisai, Chennai west, Chennai",100,"99acres: READY_TO_MOVE | Housing: Jul, 2023",0,TN/02/Layout/4178/2022,100
r395174,Promax Dreamville Home,100,ByPromax Properties,100,"99acres: Kothanur | Housing: Hennur Main Road, Hennur Main Road, Bangalore",0,"99acres: READY_TO_MOVE | Housing: Apr, 2028",0,PRM/KA/RERA/1251/446/PR/200622/005013,100
r408676,Vivaan Oliver,100,ByVivaan Group,100,"SP Ring Road, Behind Sangath Prominence, Zundal, North West, Ahmedabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2024",0,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA11459/150323,100
r402875,DAC Vilva,100,ByDAC Developers,100,"Tambaram, Madambakkam, Chennai south, Chennai",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,TN/01/LAYOUT/3092/2023,100
r416158,Archana Signature,100,ByArchana Projects,100,"99acres: Kunjibettu | Housing: Maruthi Veethika, Udupi",0,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2025",0,PRM/KA/RERA/1273/318/PR/220923/006288,100
r419253,Aashray Eminent,100,ByShiv Realcon,100,"99acres: Vasna Bhayli Road | Housing: Bhayli Vasna Main Road Near Panchmukhi Hunamn Temple, Vadodara",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",0,PR/GJ/VADODARA/VADODARA/Others/MAA12623/101123,100
r409351,Artech Marvel,100,ByArtech Realtors Pvt Ltd,100,"Pattom, Thiruvananthapuram",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,RERA/PRJ/TVM/069/2023,100
r325929,Royal Arcade,100,99acres: LJMK Developers | Housing: ByLohia Jain Malpani Properties,0,"Kondhwa Khurd, Opp Ashoka Mewz, Kondhwa Road, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,"P52100019743, P52100019636",100
r426565,99acres: Podar Avanta Heights | Housing: 2 BHK Flat,0,ByPodar Spaces Llp,100,"Podar Avanta Heights, Ganesh Gully, Parel, Mumbai",100,"99acres: NEW_LAUNCH | Housing: Oct, 2024",0,99acres: Registered | Housing: nan,0
r168271,Sheth Montana,100,ByAshwin Sheth Group,100,"Off LBS Marg, Vasant Oscar Layout, Mulund West, Central Mumbai Suburbs, Mumbai",100,"99acres: READY_TO_MOVE | Housing: Mar, 2028",0,"P51800000735, P51800014539, P51800017754, P51800026393",100
r270058,Sai Essen Aishwaryam Hamara Abhimaan,100,99acres: Aishwaryam Builders Pune | Housing: BySai Essen Developers,0,"Plot No. 10, 11, Gat No. 94 At Pimpri Chinchawad, Moshi, Pimpri Chinchwad, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2025",0,P52100020889,100
r145261,Essen Raj Manohar Residency,100,99acres: Essen Construction | Housing: ByEssen,0,"99acres: Patia | Housing: Harappa Block, Raghunathpur, Bhubaneswar",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,RP/19/2022/00781,100
r420379,Golden Glory 101,100,99acres: Golden Homes Nagpur | Housing: ByGolden Land Developers,0,"Shankarpur, Wardha Road, Nagpur",100,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2028",0,P50500054000,100
r391947,Ananyas AA Garden,100,99acres: Ananya Group | Housing: ByAnanya Shelters Private Limited,0,"99acres: Saravanampatti | Housing: Keeranatham, Coimbatore",0,"99acres: READY_TO_MOVE | Housing: Oct, 2018",0,TN/11/Layout/3102/2022,100
r406898,Highline,100,99acres: AG Group Ahmedabad | Housing: ByAG Group,0,"99acres: Sola | Housing: New Science City Road, S.G Highway, North West, Ahmedabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2030",0,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11517/270323,100
r330597,Signature Global Park 1,100,99acres: Signature Global India Limited | Housing: BySignature Global Builders Pvt. Ltd.,0,"Sector 36 Sohna, Gurgaon",100,"99acres: READY_TO_MOVE | Housing: Jan, 2024",0,GGM/494/226/2021/62 DATED 11.10.2021,100
r413420,99acres: Geethikas Ensconsia | Housing: Geethika Ensconsia,0,ByGeethika Developers,100,"99acres: Tukkuguda | Housing: Mankal Village, Maheshwaram, South Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",0,P02400006389,100
r378617,Suchirindia The Tales of Greek,100,BySuchirindia Constructions Pvt. Ltd.,100,"Satamrai, Shamshabad, South Hyderabad, Langerguda",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,P02400002725,100
r427386,Saamarth Twinland,100,BySaamarth Group,100,"Koba, Gandhinagar",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13673/120624/311227,100
r410741,Sattva Lake Ridge,100,BySattva Group,100,"Kokapet, West Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2030",0,P02400006230,100
r743,Logix Blossom County,100,ByLogix Group,100,"Sector 137, Noida-Greater Noida Expressway, Noida",100,"99acres: READY_TO_MOVE | Housing: Jun, 2026",0,UPRERAPRJ4466,100
r428866,Joy Grand,100,ByJoy Era,100,"Site No. 3, Sector 88, Sahibzada Ajit Singh Nagar",100,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2026",0,PBRERA-SAS81-PR0928,100
r398187,Harish Bhairav,100,ByHarish Homes,100,"99acres: Vellakinar | Housing: S. F. No. 72/2A1 And 72/2B1, Vellaikinar Village, Coimbatore",0,"99acres: UNDER_CONSTRUCTION | Housing: Sep, 2028",0,TN/11/Building/0071/2022,100
r426470,Samarthya Excellence,100,BySamarthya Group,100,"Pal Gam, Surat",100,"99acres: UNDER_CONSTRUCTION | Housing: Aug, 2023",0,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RAA13184/270324/300627,100
r391272,Majesticka Grande,100,BySukra Property Developers Pvt Ltd,100,"Saibaba Colony, Coimbatore",100,"99acres: READY_TO_MOVE | Housing: Nov, 2025",0,TN/11/Building/0129/2022 dated 22/04/2022,100
r435900,Anaadih Shri Datta,100,99acres: Anaadih Builders | Housing: ByPrabhakar Krishnaji Parab,0,"Sawantwadi, Sindhudurg",100,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2028",0,P52900056485,100
r422862,The Address By GS Bandra,100,99acres: Raymond Realty | Housing: ByRaymond Limited,0,"Western Express Highway, Nirmal Nagar, Bandra East, Western Suburbs, Mumbai",100,"99acres: NEW_LAUNCH | Housing: Oct, 2025",0,P51800054847,100
r402921,Kiran Swastik,100,ByKiran Creators,100,"Sus, Sus Road-Pashan, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2023",0,P52100047619,100
r336331,ATS Destinaire,100,99acres: ATS Group | Housing: ByATS Infrastructure Limited,0,"99acres: Sector 1 Greater Noida West | Housing: Plot No Gh 14, Sector 1 Noida Extension, Greater Noida",0,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2028",0,UPRERAPRJ417134,100
r417100,Lodha Riservo,100,ByLodha Group,100,"Vikhroli, Central Mumbai Suburbs, Mumbai",100,99acres: NEW_LAUNCH | Housing: Ready to Move,0,"P51800053253, P51800053072",100
r374315,Shalimar Valencia County,100,ByShalimar Corp Limited,100,"Gomti Nagar Extension, Amar Shaheed Path	, Lucknow",100,99acres: UNDER_CONSTRUCTION | Housing: nan,0,UPRERAPRJ612919,100
r428649,Adhya,100,ByPurnaya Developers Private Limited,100,"99acres: Saravanampatti | Housing: Saravanampatty, Coimbatore",0,"99acres: NEW_LAUNCH | Housing: Dec, 2027",0,TN/11/Building/0353/2024,100
r418259,Rajapushpa Aurelia,100,ByRAJAPUSHPA PROPERTIES PVT. LTD,100,"Tellapur, West Hyderabad, Hyderabad",100,"99acres: NEW_LAUNCH | Housing: Jun, 2029",0,P01100007180,100
r395182,Sunshine Vihaan,100,BySunshine Developers,100,"Alkapur Township, Manikonda, Hyderabad",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,P02400004666,100
r378131,M3M Soulitude,100,ByM3M India Pvt. Ltd.,100,"Sector 89, New Gurgaon, Gurgaon",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,GGM/501/233/2021/69 DATED 25.10.2021,100
r430202,Ora Heights,100,ByBiswas Ventures LLP,100,"Ward No. 65, 250, Tiljala, Kolkata",100,"99acres: NEW_LAUNCH | Housing: Jul, 2030",0,WBRERA/P/KOL/2024/001781,100
r430089,Parth Crown,100,99acres: Parth Sarthi Buildestate | Housing: ByParth Sarthi Build Estate Pvt Ltd,0,"Nirman Nagar, Gopalpura Bypass Road, Brijalpura, NH - 8 Jaipur, Jaipur",100,"99acres: READY_TO_MOVE | Housing: Apr, 2026",0,RAJ/P/2024/3165 (11/07/2024),100
r382844,RKN Carnation Hills,100,ByRKN Infratech Private Limited,100,"99acres: Kasauli | Housing: Mouza Rado Paind, Dharampur, Solan",0,"99acres: NEW_LAUNCH | Housing: Dec, 2024",0,RERAHPSOP09210119,100
r422569,Jains Central Park East,100,ByJain Constructions,100,"Uppal, Narapally, Pocharam, East Hyderabad, Hyderabad",100,"99acres: NEW_LAUNCH | Housing: Dec, 2025",0,P02200007609,100
r430372,Godrej River Crest,100,ByGodrej Properties Ltd.,100,"RP Road, Kharadi, Pune",100,"99acres: NEW_LAUNCH | Housing: Mar, 2028",0,P52100077127,100
r398755,Kalpana South Avenue,100,99acres: Kalpana Construction Lucknow | Housing: BySahu Group,0,"Kalpana Eco World, Tehsil Raebareli Road, Mohanlalganj, Raebareli Road, Lucknow",100,"99acres: READY_TO_MOVE | Housing: Nov, 2023",0,Rera Not Applicable,100
r387488,Radhey Raaga,100,ByRadhey Constructions Pvt Ltd,100,"Kollur, Patighanpur, West Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2027",0,P01100004172,100
r345245,New Kolkata Sangam,100,99acres: Aclove Realty | Housing: ByAlcove Realty,0,"449/a/1, G.t. Road Mahesh, Serampore, Hooghly",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,HIRA/P/HOO/2019/000635,100
r412011,Nahar Jasoda,100,99acres: Nahar Foundations | Housing: ByNahar Foundations Pvt. Ltd.,0,"12, Bank St, Telecom Quarters, Kilpauk, Egmore, Chennai Central, Chennai",100,"99acres: UNDER_CONSTRUCTION | Housing: Jan, 2026",0,TN/29/Building/0276/2023,100
r399516,Prominent Chourasia Revanta,100,ByProminent Infra,100,"99acres: Kadugodi | Housing: Sy No 105/B, K Dommasandra Road, Krishnarajapura, Bangalore East , Bangalore",0,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2025",0,PRM/KA/RERA/1251/446/PR/030922/005214,100
r393143,Natural Aqua Waves East,100,ByNatural Group,100,"New Town, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2027",0,WBRERA/P/SOU/2023/000026,100
r395307,Avana,100,ByMerlin Group,100,"Near Tollygunge Metro, South Kolkata, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2026",0,WBRERA/P/KOL/2023/000418,100
r401373,99acres: MP Rudra | Housing: MP Rudhra,0,ByMP Developers,100,"Pammal, Chennai south, Chennai",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,TN/01/Building/482/2022,100
r424098,Engrace Vista,100,ByModern Spaaces,100,"Close Proximity to All the Landmark of Sarjapur Road,Kada Agrahara Rd, Sarjapur Road.Sompura, Bangalore",100,"99acres: NEW_LAUNCH | Housing: Dec, 2024",0,PRM/KA/RERA/1251/308/PR/060324/006691,100
r411745,Anuhar Gautami Heights,100,ByAnuhar Homes Pvt Ltd,100,"Miyapur, North Hyderabad, Hyderabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,P02400006604,100
r407861,99acres: Casa Havana by Zaramount | Housing: Zaramount Havana I,0,ByZaramount Havana Villas Llp,100,"Moira, North Goa, Goa",100,"99acres: READY_TO_MOVE | Housing: Jun, 2029",0,PRGO03231947,100
r422695,Vishwa The Butterfly,100,99acres: Vishwa Developers Moshi Pune | Housing: ByVishwa Developers Moshi,0,"Plot D, Survey No 543, Laxmi Nagar, Near Moshi, Pimpri Chinchwad, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",0,P52100054380,100
r428567,Polaris Callisto,100,99acres: Polaris Corporation | Housing: ByPolaris Buildcon Llp,0,"B/S Sangath Nano, Koteshwar Bhat Road, Koteshwar, North West, Ahmedabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Feb, 2025",0,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar Municipal Corporation/RAA13500/140524/311227,100
r114901,Pethkar Siyona Phase II,100,ByPethkar Projects,100,"S. No 47 Part, 48 Part, 50 Part, Punawale, Tathawade, Pimpri Chinchwad, Pune",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2026",0,P52100020135,100
r427901,99acres: Zahause Essencia | Housing: THE ESSENCIA,0,ByZahause Properties Private Limited,100,"99acres: Gajwel | Housing: shamirpet, Hyderabad",0,"99acres: NEW_LAUNCH | Housing: Oct, 2025",0,Rera Not Applicable,100
r384377,Raj Developers Pramukh Aristo,100,99acres: Pramukh Group | Housing: ByRaj Developers,0,"99acres: Chala | Housing: Survey No 1604, Old Survey No 162/1, Vapi, Vapi",0,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,99acres: Registered | Housing: nan,0
r420359,Nashik The Avenue Milestone,100,99acres: The Avenue Builders | Housing: ByNashik Construwell Private Limited,0,"Govind Nagar, Nashik",100,"99acres: NEW_LAUNCH | Housing: Dec, 2031",0,P51600053718,100
r426136,Sonar Gaon Phase 2,100,ByOAS Realtors,100,"99acres: Bakrahat | Housing: Near Delhi Public School, Joka, Kolkata",0,"99acres: UNDER_CONSTRUCTION | Housing: May, 2024",0,WBRERA/P/SOU/2024/001021,100
r415825,The Varanda,100,99acres: Purti Realty | Housing: ByPurti Npr Developers LLP,0,"Lake Town, Jessore Road, VIP Road, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2031",0,WBRERA/P/NOR/2023/000479,100
r417396,Pristine Signature Villas,100,99acres: Hiliving Projects Llp | Housing: ByHi Living Projects LLP,0,"99acres: Ambattur | Housing: Living Pristine No.39, Harikrishna Naidu street, Varadharajapuran Patravakkam Main Road, Chennai North, Chennai",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,TN/29/Layout/3722/2023,100
r339427,Rishi Pranaya,100,ByRishi Group,100,"99acres: New Town | Housing: Beside Ecospace Rajarhat, Newtown, Kolkata",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2026",0,HIRA/P/NOR/2019/000465,100
r337685,Sharvani Sree Hemadurga Paradise,100,BySharvani Ventures And Avenues Pvt Ltd,100,"99acres: Chandanagar | Housing: 108, Aparna Hillpark Road, KSR Layout, PJR Enclave, PJR Layout, Miyapur, North Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2025",0,P02400002908,100
r393562,Polaris Casarica,100,99acres: Polaris Group | Housing: ByPolaris Buildcon Llp,0,"99acres: Sargasan | Housing: Survey No. 428/1/001, Behind Shikshapatri, Swagat Flamingo Road, Sargaasan, Gandhinagar",0,"99acres: UNDER_CONSTRUCTION | Housing: Jun, 2030",0,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/MAA10271/060622,100
r424561,99acres: Prajay Virgin County Phase 2 | Housing: Prajay Virgin County Villas,0,ByPrajay Engineers Syndicate Pvt. Ltd.,100,"99acres: Srisailam Highway | Housing: Maheshwaram, Hyderabad, South Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Apr, 2028",0,P02400007501,100
r380872,Modi Esteem,100,ByModi Builders,100,"99acres: Mallampet | Housing: Dundigal Gandimaisamma, Sambhupur, North Hyderabad, Hyderabad",0,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,P02200003277,100
r396679,Jupiter Homes,100,99acres: Jupiter Homes | Housing: ByVijainder Reddy Bollepalli,0,"Katha No. 839/11/3, Sy No.11/3, Samethanahalli, Bangalore East , Bangalore",100,"99acres: READY_TO_MOVE | Housing: Dec, 2028",0,PRM/KA/RERA/1250/304/PR/190722/005080,100
r334009,99acres: Modi Lake View | Housing: Modi Lakeview,0,ByModi Builders,100,"99acres: Shamshabad | Housing: Laxmiguda, South Hyderabad, Hyderabad",0,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2024",0,P02400004624,100
r429185,Narmada Residency,100,99acres: Sharma Construction Company | Housing: ByFuture Homes Infra,0,"Wanadongri, Hingna Road, Nagpur",100,"99acres: NEW_LAUNCH | Housing: Dec, 2028",0,P50500076639,100
r7740,99acres: Dipti Sky City | Housing: Dipti Skycity,0,ByDipti Group,100,"99acres: Ambernath East | Housing: Ambarnath East, Beyond Thane, Ambernath",0,"99acres: READY_TO_MOVE | Housing: Jan, 2027",0,P51700048627,100
r371903,Unique Shantam Nirvanta,100,ByUnique Vision,100,"Nr. Neelam Party Plot ,bh. Aditya Edifice, Chhani Side Canal Road, Channi, Vadodara",100,"99acres: UNDER_CONSTRUCTION | Housing: Oct, 2024",0,PR/GJ/VADODARA/VADODARA/Others/RAA07711/261120,100
r428296,SS Blueroof Sylva,100,99acres: Blueroof | Housing: BySS Properties Pashan,0,"Sus, Sus Road-Pashan, Pune",100,"99acres: NEW_LAUNCH | Housing: Apr, 2028",0,P52100056053,100
r410631,M3M The Cullinan,100,ByM3M India Pvt. Ltd.,100,"Sector 94, Noida-Greater Noida Expressway, Noida",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2028",0,UPRERAPRJ442214,100
r382676,99acres: Green Field Fairland | Housing: Greenfield Fairland Phase 2,0,99acres: Green Field Housing India | Housing: ByGreenfield Housing India Pvt Ltd,0,"Kovilpalayam, Coimbatore",100,"99acres: READY_TO_MOVE | Housing: Aug, 2029",0,99acres: Not Registered | Housing: Rera Id Not Available,0
r419462,Laxmi Fresh Living,100,ByLaxmi Infra Venture Pvt Ltd,100,"Opposite to Decathlon, Phulnakhara, Twin City, Bhubaneswar",100,"99acres: NEW_LAUNCH | Housing: Dec, 2027",0,MP/07/2023/01067,100
r431523,Nakshathras VR Garden,100,99acres: Nakshathra Promoters and Developers | Housing: ByNakshathras Promoters and Devlopers,0,"Teachers Colony, Karamadai, Coimbatore",100,Ready to Move,100,Rera Not Applicable,100
r420711,99acres: Adross Radharani Housing Complex | Housing: Radha Rani Housing Complex,0,ByAdross Pvt Ltd,100,"Hemanta Bose Sarani, Basunagar 5 No Gate, Madhyamgram, Kolkata",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,WBRERA/P/NOR/2023/000811,100
r423636,Vandematram Sky 100,100,ByVandematram Infra,100,"Nr Newyork Tower, Thaltej Cross Road, Daskroi, Thaltej, South West, Ahmedabad",100,99acres: UNDER_CONSTRUCTION | Housing: Ready to Move,0,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12948/170224/310127,100
r378115,Hallmark Skyrena,100,ByHallmark Builders,100,"Narsingi, West Hyderabad, Hyderabad",100,"99acres: READY_TO_MOVE | Housing: Mar, 2028",0,P02400003042,100
r394931,Raj High Gardens,100,BySNN Raj Corp,100,"Attibele Hobli, Anekal Taluk, Hosur Road, Anekal, South Bangalore, Bangalore",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",0,PRM/KA/RERA/1251/308/PR/140622/004983,100
r426534,Mount Brook And Lake,100,99acres: Shiv Ashish Infra | Housing: ByMount Group,0,"B/H Nirma University, Tragad, SG Highway, Gota, North West, Ahmedabad",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",0,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13395/250424/311228,100
r404070,DLF The Arbour,100,99acres: DLF Homes | Housing: ByDLF,0,"Sector 63, Golf Course Extension Road, Gurgaon",100,Under Construction,100,RERA-GRG-PROJ-1138-2022,100
r382236,Merlin Rise,100,ByMerlin Group,100,"Bishnupur, P.O & P.S Rajarhat, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Nov, 2024",0,WBRERA/P/NOR/2023/000296,100
r424573,Felixa Maplewood,100,ByFelixa Builder Pvt Ltd,100,"99acres: Navalur | Housing: Thazhambur Village, Vandalur, Navallur, Chennai south, Chennai",0,"99acres: READY_TO_MOVE | Housing: Jun, 2026",0,TN/35/Layout/1471/2024 dated 28.03.2024,100
r376848,Utkal Greenex,100,ByAMJ Global Homes LLP,100,"99acres: Sundarpada | Housing: Plot No. - 720, Near Canara Bank, Ebaranga, Sundarapada, Bhubaneswar",0,"99acres: UNDER_CONSTRUCTION | Housing: May, 2028",0,RP/19/2021/00464,100
r371092,ASBL Spire,100,99acres: ASBL | Housing: ByAshoka Builders India Private Limited,0,"Kokapet Village, Gandipet Mandal, West Hyderabad, Hyderabad",100,Ready to Move,100,P02400002261,100
r428869,Anaadi Ananta Avenue Phase 1,100,ByAmrit Builders And Developers,100,"99acres: Bhurkoni | Housing: Vidhan Sabha Road, Raipur",0,"99acres: NEW_LAUNCH | Housing: Jan, 2030",0,PCGRERA110624001783,100
r408244,Millennium Towers,100,99acres: Sagar Construction Nasik | Housing: BySagar Constructions,0,"Amrutdham, Panchavati, Nashik",100,"99acres: NEW_LAUNCH | Housing: Jan, 2027",0,P51600048892,100
r405483,Pratham,100,99acres: AL MADINA REALTY LLP | Housing: ByAL-MADINA REALTY LLP.,0,"Nayabad, South Kolkata, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Mar, 2022",0,RERA ID Not Available,100
r423305,House Of Palisade,100,ByDAC Developers,100,"99acres: Jalladianpet | Housing: S Nos.229/4a, 4b, 4c & 5a Of Jaganathapuram, Chennai south, Chennai",0,99acres: NEW_LAUNCH | Housing: Under Construction,0,TN/29/Layout/4130/2023 dated 07/11/2023,100
r424564,Atithi Prime,100,ByATITHI BUILDERS,100,"Opp. Karnavati-6, Beside Parijat Aamra, Puja Farm to 100 ft Road, Narol, South East, Ahmedabad",100,"99acres: NEW_LAUNCH | Housing: Dec, 2026",0,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12908/120224/311227,100
r410958,99acres: Max Estates 128 | Housing: Max Estate 128,0,ByMax Estates,100,"Sector 128, Noida-Greater Noida Expressway, Noida",100,"99acres: UNDER_CONSTRUCTION | Housing: Jul, 2030",0,UPRERAPRJ446459,100
r430190,Rustomjee Verdant Vistas,100,ByRustomjee Builders,100,"Majiwada, Thane",100,"99acres: NEW_LAUNCH | Housing: Dec, 2027",0,"P51700077136, P51700077134",100
r419772,Veera Eminence,100,99acres: Veera Apartments | Housing: ByVeera Developers,0,"Candolim, North Goa, Goa",100,"99acres: NEW_LAUNCH | Housing: Dec, 2026",0,PRGO11232128,100
r272201,Sattva Opus,100,BySattva Group,100,"No. 54, Tumkur Road, Village, Opp. Metro Pillar No. 85, Kempegowdanagar, Dasarahalli On Tumkur Road, Tumkur Road, Bangalore",100,"99acres: READY_TO_MOVE | Housing: Sep, 2025",0,PRM/KA/RERA/1251/309/PR/170921/000747,100
r433627,Avantikaa,100,ByNM Promoters,100,"Thiruneermalai Main Road, Chromepet, Chennai south, Chennai",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,99acres: Not Registered | Housing: TN/01/Building/0021/2018,0
r145129,AMG Palm Garden,100,99acres: Ashok Malhotra Group of Companies | Housing: ByAshok Malhotra Group,0,"G T Road, Bilga, Nh-1- Sahnewal, Ludhiana",100,"99acres: READY_TO_MOVE | Housing: Mar, 2024",0,99acres: Not Registered | Housing: Rera Not Required,0
r380408,99acres: Realtech Rajvansh | Housing: Signature Vanijya Rajvansh,0,99acres: Realtech Group Kolkata | Housing: BySignature Vanijya Private Limited,0,"Rajarhat, East Kolkata, Kolkata",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2024",0,WBRERA/P/NOR/2023/000570,100
r391681,Sunteck Beach Residences 4,100,BySunteck Realty Limited,100,"Virar, Vasai West, Vasai",100,"99acres: UNDER_CONSTRUCTION | Housing: Dec, 2027",0,P99000045599,100
r379068,Greenfield Coral Residency,100,99acres: Green Field Housing India | Housing: ByGreenfield,0,"Kalapatti, Coimbatore",100,"99acres: READY_TO_MOVE | Housing: Dec, 2027",0,Rera Not Applicable,100
r398547,Raghuvir Sheron,100,99acres: Raghuvir Corporation | Housing: ByRaghuvir Developers,0,"Vesu, Surat",100,"99acres: NEW_LAUNCH | Housing: Jan, 2027",0,PR/GJ/SURAT/SURAT CITY/Surat Municipal Corporation/RN198AA10098/A1R/200323,100
